,P_score,predict,real,stock_name,stock_code,Date
0,62.59,P0,P0,서연이화,200880,2021-04-09
0,41.59,M0,P0,깨끗한나라,004540,2021-04-09
0,26.64,M0,P0,백산,035150,2021-04-09
