,P_score,predict,real,stock_name,stock_code,Date
0,50.23,P0,P0,호텔신라,008770,2020-11-20
0,37.66,M0,K0,포스코 ICT,022100,2020-11-20
0,32.8,M0,P0,웰크론,065950,2020-11-20
0,28.26,M0,P0,삼성중공업,010140,2020-11-20
0,16.49,M0,P0,에스엔유,080000,2020-11-20
