,P_score,predict,real,stock_name,stock_code,Date
0,10.18,K0,M0,맥쿼리인프라,088980,2019-06-04
0,0.0,M0,K0,LG전자,066570,2019-06-07
0,53.37,P0,P0,씨젠,096530,2019-06-11
0,36.11,M0,P0,일진머티리얼즈,020150,2019-06-13
0,2.86,M0,P0,오스템임플란트,048260,2019-06-13
0,33.69,M0,P0,현대모비스,012330,2019-06-14
0,34.39,M0,P0,현대글로비스,086280,2019-06-17
0,29.65,M0,P0,대창,012800,2019-06-17
0,20.28,M0,P1,뉴로스,126870,2019-06-17
0,19.39,M0,P0,미코,059090,2019-06-17
0,100.0,P0,P0,케이엠제약,225430,2019-06-18
0,61.3,P0,P0,와이솔,122990,2019-06-19
0,42.71,M0,P0,OCI,010060,2019-06-19
0,30.62,M0,P0,한창,005110,2019-06-19
0,28.76,M0,P0,GS건설,006360,2019-06-19
0,27.95,M0,M0,카카오,035720,2019-06-19
0,50.25,P0,P0,우리기술투자,041190,2019-06-20
0,25.6,M0,P0,쏠리드,050890,2019-06-20
0,23.91,M0,P0,서진시스템,178320,2019-06-20
0,36.58,M0,M0,대림산업,000210,2019-06-21
0,60.28,P0,P0,오픈베이스,049480,2019-06-24
0,42.55,M0,M0,휠라홀딩스,081660,2019-06-24
0,39.91,M0,K0,아프리카TV,067160,2019-06-24
0,34.58,M0,P0,현대중공업지주,267250,2019-06-24
0,29.29,M0,K0,KT,030200,2019-06-24
0,47.13,M0,P0,유니크,011320,2019-06-25
0,41.33,M0,P1,제이씨현시스템,033320,2019-06-25
0,30.7,M0,P0,SK텔레콤,017670,2019-06-26
0,28.48,M0,P1,로스웰,900260,2019-06-26
0,23.69,M0,P0,쏠리드,050890,2019-06-26
0,40.61,M0,P0,신세계,004170,2019-06-27
0,39.38,M0,P0,호텔신라,008770,2019-06-27
0,37.83,M0,K0,한화솔루션,009830,2019-06-27
0,29.8,M0,K0,한국조선해양,009540,2019-06-27
0,29.58,M0,P0,DB하이텍,000990,2019-06-27
0,27.06,M0,P0,KT,030200,2019-06-28
0,41.41,M0,M0,현대글로비스,086280,2019-07-01
0,35.68,M0,P0,SK텔레콤,017670,2019-07-02
0,20.98,K0,P0,파트론,091700,2019-07-02
0,12.98,M0,P0,LG전자,066570,2019-07-02
0,62.13,P0,K0,현대차,005380,2019-07-03
0,27.69,M0,M0,고려아연,010130,2019-07-03
0,22.53,M0,P1,러셀,217500,2019-07-03
0,84.7,P0,P0,파트론,091700,2019-07-04
0,48.46,P0,P0,현대글로비스,086280,2019-07-04
0,46.29,K0,P0,NH투자증권,005940,2019-07-04
0,40.53,M0,K0,KB금융,105560,2019-07-04
0,35.46,M0,P0,기아차,000270,2019-07-04
0,40.61,M0,P0,일신석재,007110,2019-07-05
0,49.01,P0,P0,우림기계,101170,2019-07-09
0,38.04,M0,P0,카카오,035720,2019-07-09
0,24.83,M0,P0,삼성전자,005930,2019-07-09
0,2.4,M0,P0,RFHIC,218410,2019-07-09
0,65.17,P0,P0,동국S&C,100130,2019-07-10
0,37.76,M0,M0,삼성증권,016360,2019-07-10
0,36.67,M0,P0,동국산업,005160,2019-07-10
0,22.71,M0,P0,삼성SDI,006400,2019-07-10
0,49.23,M0,P0,현대엘리베이,017800,2019-07-11
0,16.58,M0,K0,송원산업,004430,2019-07-11
0,11.72,M0,P0,KT,030200,2019-07-12
0,36.0,M0,P0,한화솔루션,009830,2019-07-15
0,100.0,P0,P0,아시아나항공,020560,2019-07-19
0,35.34,M0,P0,파세코,037070,2019-07-19
0,19.2,M0,P1,광림,014200,2019-07-19
0,35.32,K0,P0,이화전기,024810,2019-07-23
0,24.89,M0,K0,SK텔레콤,017670,2019-07-23
0,18.43,M0,P0,이엔플러스,074610,2019-07-23
0,100.0,P0,P0,일신석재,007110,2019-07-25
0,37.5,M0,P1,보라티알,250000,2019-07-25
0,52.87,P0,P0,엔씨소프트,036570,2019-07-26
0,93.71,P0,M0,상상인,038540,2019-07-29
0,45.34,P0,P0,삼성SDI,006400,2019-07-30
0,44.7,M0,P0,SK하이닉스,000660,2019-07-30
0,25.73,M0,P0,삼성전자,005930,2019-07-30
0,49.87,P0,P0,LG이노텍,011070,2019-07-31
0,36.55,M0,P0,GS리테일,007070,2019-08-01
0,31.91,M0,P0,한국전력,015760,2019-08-02
0,45.13,P0,K0,SK머티리얼즈,036490,2019-08-05
0,34.73,M0,P0,SK하이닉스,000660,2019-08-07
0,44.12,M0,M0,삼성SDI,006400,2019-08-08
0,30.38,M0,M0,코웨이,021240,2019-08-08
0,45.82,P0,K0,SK하이닉스,000660,2019-08-09
0,33.76,M0,P0,현대모비스,012330,2019-08-14
0,35.52,M0,P0,만도,204320,2019-08-19
0,59.08,P0,P0,삼성SDI,006400,2019-08-23
0,52.94,P0,K0,KT&G,033780,2019-08-23
0,32.41,M0,P0,SK하이닉스,000660,2019-08-23
0,56.41,P0,P1,디피씨,026890,2019-08-27
0,0.0,M0,P0,AP시스템,265520,2019-08-27
0,35.64,M0,M0,경인양행,012610,2019-08-28
0,32.46,M0,K0,S-Oil,010950,2019-08-28
0,56.31,P0,K0,크리스탈신소재,900250,2019-08-30
0,38.63,M0,M0,후성,093370,2019-09-02
0,34.98,M0,P0,동진쎄미켐,005290,2019-09-02
0,68.77,P0,P0,시노펙스,025320,2019-09-03
0,47.74,M0,P0,미래산업,025560,2019-09-04
0,34.27,M0,P0,KT&G,033780,2019-09-04
0,28.02,K0,M0,국일제지,078130,2019-09-04
0,48.91,P0,P0,미래산업,025560,2019-09-09
0,56.0,P0,P0,만도,204320,2019-09-10
0,47.65,P0,P0,카카오,035720,2019-09-10
0,33.31,K0,P0,서암기계공업,100660,2019-09-10
0,26.18,K0,P0,휘닉스소재,050090,2019-09-10
0,0.0,M0,P0,LG유플러스,032640,2019-09-10
0,50.61,P0,K0,일진머티리얼즈,020150,2019-09-11
0,43.94,P0,P0,보락,002760,2019-09-11
0,39.63,M0,K0,카카오,035720,2019-09-17
0,37.99,M0,K0,삼성전기,009150,2019-09-17
0,40.2,M0,K0,SK하이닉스,000660,2019-09-18
0,15.05,M0,P0,남선알미늄,008350,2019-09-18
0,82.52,P0,P1,미스터블루,207760,2019-09-19
0,43.62,P0,P0,LG생활건강,051900,2019-09-20
0,35.98,M0,P0,KB금융,105560,2019-09-20
0,26.84,M0,P0,신한지주,055550,2019-09-20
0,47.15,P0,P0,한올바이오파마,009420,2019-09-24
0,33.8,M0,P0,POSCO,005490,2019-09-24
0,31.21,M0,K0,롯데케미칼,011170,2019-09-24
0,25.44,M0,P0,원익,032940,2019-09-24
0,56.26,P0,K0,한국항공우주,047810,2019-09-26
0,53.44,P0,P0,현대엘리베이,017800,2019-09-26
0,49.31,M0,M0,아난티,025980,2019-09-26
0,34.43,M0,K0,현대건설,000720,2019-09-26
0,33.31,M0,P0,호텔신라,008770,2019-09-26
0,62.99,P0,P0,헝셩그룹,900270,2019-09-27
0,37.79,M0,P0,한국화장품제조,003350,2019-09-27
0,29.3,M0,K0,하이트진로,000080,2019-09-27
0,70.73,P0,P0,기업은행,024110,2019-09-30
0,42.38,M0,P0,삼성중공업,010140,2019-09-30
0,37.81,M0,P0,POSCO,005490,2019-09-30
0,37.6,M0,P0,한국항공우주,047810,2019-09-30
0,36.26,M0,P0,쏠리드,050890,2019-09-30
0,33.84,M0,M0,한국전력,015760,2019-10-01
0,5.04,M0,P1,셀트리온제약,068760,2019-10-01
0,32.81,M0,K0,현대모비스,012330,2019-10-02
0,36.32,P0,P0,삼성전자,005930,2019-10-04
0,31.72,K0,P0,SK하이닉스,000660,2019-10-04
0,25.62,M0,K0,LG전자,066570,2019-10-04
0,53.86,P0,P1,바이넥스,053030,2019-10-07
0,38.89,M0,P0,고영,098460,2019-10-07
0,31.04,M0,P0,삼성중공업,010140,2019-10-07
0,22.3,M0,K0,카카오,035720,2019-10-07
0,50.29,P0,P0,한국조선해양,009540,2019-10-08
0,48.8,P0,P0,만도,204320,2019-10-08
0,31.09,M0,P0,LG유플러스,032640,2019-10-08
0,29.68,M0,P0,기아차,000270,2019-10-08
0,41.36,P0,P0,SK이노베이션,096770,2019-10-11
0,39.87,P0,P0,SK,034730,2019-10-11
0,63.5,P0,P0,좋은사람들,033340,2019-10-14
0,37.11,M0,P0,부산산업,011390,2019-10-14
0,18.18,M0,P1,미투온,201490,2019-10-14
0,28.19,M0,P0,LG생활건강,051900,2019-10-15
0,33.65,M0,M0,에이치엘비파워,043220,2019-10-16
0,33.22,M0,P0,셀트리온제약,068760,2019-10-16
0,30.77,K0,P0,하림,136480,2019-10-16
0,24.19,M0,P0,NAVER,035420,2019-10-16
0,21.41,M0,P0,하이트진로,000080,2019-10-16
0,50.94,P0,P0,한화에어로스페이스,012450,2019-10-17
0,41.23,M0,K0,S-Oil,010950,2019-10-17
0,50.08,P0,P0,신한지주,055550,2019-10-21
0,39.57,P0,K0,동진쎄미켐,005290,2019-10-21
0,38.87,P0,K0,NAVER,035420,2019-10-21
0,50.53,P0,P0,LG유플러스,032640,2019-10-22
0,48.59,P0,P0,솔브레인홀딩스,036830,2019-10-22
0,42.72,M0,P0,삼성중공업,010140,2019-10-22
0,41.34,P0,P0,셀트리온제약,068760,2019-10-22
0,34.6,P0,P0,LG생활건강,051900,2019-10-22
0,78.85,P0,P0,에프알텍,073540,2019-10-23
0,40.13,P0,P0,신풍제약,019170,2019-10-23
0,65.91,P0,P0,네패스,033640,2019-10-24
0,39.91,M0,P0,케이엠더블유,032500,2019-10-24
0,30.57,M0,P0,코위버,056360,2019-10-24
0,11.66,M0,K0,남선알미늄,008350,2019-10-24
0,10.95,M0,P0,대아티아이,045390,2019-10-24
0,100.0,P0,P0,제일바이오,052670,2019-10-28
0,38.81,M0,P0,우리기술투자,041190,2019-10-28
0,0.0,K0,M0,남선알미늄,008350,2019-10-28
0,49.67,P0,M0,엔씨소프트,036570,2019-10-30
0,35.44,M0,M0,웹젠,069080,2019-10-30
0,45.2,P0,P0,대정화금,120240,2019-10-31
0,34.03,M0,M0,LG이노텍,011070,2019-10-31
0,67.91,P0,P0,동성제약,002210,2019-11-01
0,40.28,M0,P0,삼성전자,005930,2019-11-01
0,40.14,M0,P0,S-Oil,010950,2019-11-01
0,44.44,M0,P0,테스,095610,2019-11-04
0,39.18,M0,P0,신한지주,055550,2019-11-04
0,36.99,M0,P0,한국조선해양,009540,2019-11-04
0,23.85,M0,M0,삼성전기,009150,2019-11-04
0,13.59,M0,P0,셀트리온헬스케어,091990,2019-11-05
0,35.43,M0,K0,S-Oil,010950,2019-11-07
0,52.37,P0,P0,남선알미늄,008350,2019-11-08
0,34.73,M0,P0,SKC,011790,2019-11-08
0,38.22,M0,M0,셀트리온,068270,2019-11-11
0,8.51,M0,P0,삼성바이오로직스,207940,2019-11-11
0,47.55,P0,P0,엔씨소프트,036570,2019-11-12
0,41.83,M0,P0,삼성전자,005930,2019-11-12
0,39.14,M0,P0,SK하이닉스,000660,2019-11-12
0,34.95,M0,P0,삼성전기,009150,2019-11-12
0,17.95,K0,M0,S-Oil,010950,2019-11-12
0,77.57,P0,P1,우정바이오,215380,2019-11-13
0,81.17,P0,P0,아모레퍼시픽,090430,2019-11-14
0,48.38,P0,P0,우리기술투자,041190,2019-11-14
0,46.86,M0,P0,SK,034730,2019-11-14
0,41.4,P0,P0,코웨이,021240,2019-11-14
0,37.44,M0,P0,셀트리온헬스케어,091990,2019-11-14
0,67.43,P0,P0,DB손해보험,005830,2019-11-15
0,29.02,M0,P0,POSCO,005490,2019-11-15
0,25.66,M0,P0,아모레G,002790,2019-11-15
0,23.27,M0,P0,삼성화재,000810,2019-11-15
0,0.0,M0,P1,와이아이케이,232140,2019-11-15
0,100.0,P0,P1,지엔코,065060,2019-11-18
0,46.9,M0,P0,파라다이스,034230,2019-11-18
0,19.07,M0,P0,진바이오텍,086060,2019-11-20
0,71.52,P0,P0,한화솔루션,009830,2019-11-21
0,49.48,P0,P0,LG이노텍,011070,2019-11-21
0,63.64,P0,P0,현대바이오,048410,2019-11-22
0,40.73,M0,P0,SK하이닉스,000660,2019-11-22
0,27.34,M0,P0,삼성전자,005930,2019-11-22
0,82.46,P0,P0,삼성생명,032830,2019-11-25
0,63.04,P0,P0,하나금융지주,086790,2019-11-25
0,54.44,P0,K0,엔씨소프트,036570,2019-11-25
0,49.43,M0,M0,SK,034730,2019-11-25
0,42.97,P0,P0,POSCO,005490,2019-11-25
0,46.87,P0,P0,현대모비스,012330,2019-11-27
0,29.09,M0,P0,삼성생명,032830,2019-11-27
0,43.11,P0,P0,보성파워텍,006910,2019-11-28
0,41.4,M0,P0,이마트,139480,2019-11-28
0,26.03,M0,M0,하이트진로,000080,2019-11-28
0,17.73,M0,P0,한국전력,015760,2019-11-28
0,45.72,P0,P1,YG PLUS,037270,2019-11-29
0,43.58,P0,P0,코리아나,027050,2019-11-29
0,42.7,M0,P0,에스엠,041510,2019-11-29
0,35.17,M0,K0,파라다이스,034230,2019-11-29
