,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2019-08-09,60500,68900,53900,54600,324642,M05,,,U04
1,2019-08-12,54400,56200,53000,53600,166709,M05,M00M05,,D04
2,2019-08-13,52600,53200,51400,51800,163852,M05,M00M05,M10M05,D04
3,2019-08-14,52400,52900,51900,51900,95402,M03,M00M03,M10M03,U04
4,2019-08-16,51200,51800,50000,51100,63207,M05,M00M05,M10M05,T01
5,2019-08-19,51700,54100,51400,52500,82918,P05,M00P05,M10P05,U04
6,2019-08-20,53200,53800,52500,53800,37312,P01,P00P01,S01P01,U04
7,2019-08-21,53800,56000,53200,55000,41778,P05,P00P05,P10P05,D04
8,2019-08-22,55000,56700,55000,56400,27663,P03,P00P03,P10P03,U04
9,2019-08-23,55900,56600,55300,56100,23459,K00,P00K00,P10K00,D04
10,2019-08-26,55000,55600,54400,54700,15880,M05,K00M05,P10M05,D04
11,2019-08-27,54600,55400,53700,53700,29742,M03,M00M03,S07M03,U04
12,2019-08-28,53800,55000,53800,54900,19888,P03,M00P03,M10P03,D04
13,2019-08-29,54900,56000,54900,55100,24045,K02,P00K02,S01K02,U04
14,2019-08-30,55900,56900,55300,56000,43353,K00,K00K00,P10K00,U04
15,2019-09-02,55600,56700,55600,55900,21667,P04,K00P04,P10P04,U04
16,2019-09-03,55700,56600,55600,56100,16112,P05,P00P05,S04P05,T01
17,2019-09-04,56200,56900,56000,56700,20227,P05,P00P05,S04P05,D04
18,2019-09-05,56500,57900,56500,57100,25974,P03,P00P03,P10P03,U04
19,2019-09-06,57000,57200,55800,56400,19068,M05,P00M05,P10M05,U04
20,2019-09-09,56100,56900,56100,56500,19077,P03,M00P03,S07P03,T01
21,2019-09-10,56200,57100,56200,56900,23658,P03,P00P03,S00P03,T01
22,2019-09-11,56900,57900,56900,57300,23952,P03,P00P03,P10P03,T01
23,2019-09-16,57300,59500,57300,59200,36697,P03,P00P03,P10P03,T01
24,2019-09-17,59100,59600,58400,59600,15415,P01,P00P01,P10P01,D04
25,2019-09-18,59800,61800,59600,61400,42333,P05,P00P05,P10P05,U04
26,2019-09-19,61100,61600,59900,60400,27465,M05,P00M05,P10M05,T01
27,2019-09-20,60000,60600,59600,59600,18050,M03,M00M03,S06M03,U01
28,2019-09-23,59600,60500,59600,60200,9996,P03,M00P03,M10P03,D04
29,2019-09-24,60200,61100,60100,60800,13232,P05,P00P05,S02P05,T01
30,2019-09-25,60500,61200,59800,60300,19400,M05,P00M05,P10M05,D04
