,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2013-09-16,12738,14620,10856,14620,427997,P11,,,U03
1,2013-09-17,14668,16019,12448,12449,707966,M15,P10M15,,T01
2,2013-09-23,12545,12738,11387,11484,159141,M05,M10M05,S07M05,D04
3,2013-09-24,11966,11966,11049,11387,128162,M01,M00M01,M10M01,T01
4,2013-09-25,11194,12690,10615,11436,302892,P05,M00P05,M10P05,U01
5,2013-09-26,11435,13124,11194,13124,262092,P11,P00P11,S00P11,T01
6,2013-09-27,14234,14668,13317,13462,379738,M05,P10M05,P10M05,U04
7,2013-09-30,13510,13655,12207,12497,103553,M05,M00M05,S05M05,T01
8,2013-10-01,12448,12641,11483,11580,98983,M05,M00M05,M10M05,T01
9,2013-10-02,11628,11966,11001,11098,99276,M05,M00M05,M10M05,U04
10,2013-10-04,10904,10904,10132,10133,67893,M01,M00M01,M10M01,D04
11,2013-10-07,10132,10470,9988,9988,37632,M04,M00M04,M10M04,U04
12,2013-10-08,10084,10808,9988,10471,47396,P05,M00P05,M10P05,D04
13,2013-10-10,10518,10711,10084,10181,30772,M05,P00M05,S01M05,D04
14,2013-10-11,10325,10374,9746,9795,34339,M05,M00M05,S03M05,U04
15,2013-10-14,9891,9988,9389,9390,36595,M05,M00M05,M10M05,U04
16,2013-10-15,9322,9631,9312,9380,15070,P05,M00P05,M10P05,U04
17,2013-10-16,9360,9988,9360,9467,23465,P04,P00P04,S08P04,D04
18,2013-10-17,9447,9621,8984,9100,25288,M05,P00M05,P10M05,U04
19,2013-10-18,9100,9100,8897,9004,22732,M01,M00M01,S07M01,U04
20,2013-10-21,8926,9254,8868,8927,12135,K02,M00K02,M10K02,U04
21,2013-10-22,8926,9129,8878,8936,10362,K02,K00K02,S08K02,U02
22,2013-10-23,8965,9891,8965,9216,55612,P04,K00P04,S04P04,U03
23,2013-10-24,9273,9495,9158,9177,20283,M05,P00M05,P10M05,D04
24,2013-10-25,9109,9351,8965,9071,24865,M05,M00M05,S03M05,U04
25,2013-10-28,9322,9515,9090,9091,19462,M05,M00M05,M10M05,U04
26,2013-10-29,9071,9158,8984,9004,7093,M05,M00M05,M10M05,T01
27,2013-10-30,8994,9052,8878,8917,16660,M05,M00M05,M10M05,U04
28,2013-10-31,8839,8907,8270,8396,28325,M05,M00M05,M10M05,D04
29,2013-11-01,8415,8588,8308,8444,8853,K00,M00K00,M10K00,D04
30,2013-11-04,8405,8540,8000,8405,4252,K00,K00K00,S01K00,U01
31,2013-11-05,8347,8473,8115,8338,4734,M05,K00M05,S04M05,U04
32,2013-11-06,8164,8299,7961,8029,7197,M05,M00M05,S04M05,U01
33,2013-11-07,8019,8154,7720,7778,3705,M05,M00M05,M10M05,T01
34,2013-11-08,7729,7729,7363,7566,14180,M01,M00M01,M10M01,D04
35,2013-11-11,7565,7565,7121,7141,13019,M01,M00M01,M10M01,U04
36,2013-11-12,7044,8009,7035,7392,4050,P05,M00P05,M10P05,T01
37,2013-11-13,7392,7614,7121,7431,2870,P05,P00P05,S00P05,T01
38,2013-11-14,7295,7363,7150,7180,2903,M05,P00M05,P10M05,U04
39,2013-11-15,7179,7314,7093,7238,6134,P05,M00P05,S07P05,U03
40,2013-11-18,7093,7247,6977,7045,7437,M05,P00M05,S00M05,U04
41,2013-11-19,7257,7257,6986,7122,17780,M01,M00M01,S07M01,D04
42,2013-11-20,7314,7517,7141,7363,16332,P05,M00P05,M10P05,D04
43,2013-11-21,7363,7575,7150,7286,4729,M05,P00M05,S01M05,T01
44,2013-11-22,7179,7392,7170,7334,3070,P05,M00P05,S07P05,U04
45,2013-11-25,7160,7662,7160,7662,6662,P00,P00P00,S00P00,U04
46,2013-11-26,8202,8202,7662,7769,12331,M01,P00M01,P10M01,U01
47,2013-11-27,7807,8000,7623,7962,4400,P05,M00P05,S05P05,U04
48,2013-11-28,7913,7980,7758,7913,1010,K00,P00K00,S01K00,U04
49,2013-11-29,7913,7990,7633,7990,5094,P02,K00P02,P10P02,U04
50,2013-12-02,8202,8907,8115,8348,122204,P05,P00P05,S04P05,U04
51,2013-12-03,8231,8347,7980,8183,13685,M05,P00M05,P10M05,D04
52,2013-12-04,8106,8222,7826,8155,10658,P05,M00P05,S07P05,T01
53,2013-12-05,8019,8202,7884,7884,4182,M03,P00M03,S08M03,T01
54,2013-12-06,7884,8395,7865,7962,21594,P05,M00P05,S07P05,T01
55,2013-12-09,8058,8135,7942,8077,3040,K00,P00K00,S00K00,U04
56,2013-12-10,8067,8077,7729,7894,4006,M05,K00M05,P10M05,U02
57,2013-12-11,8000,8000,7710,7913,2554,M02,M00M02,S07M02,T01
58,2013-12-12,7942,7942,7527,7826,1540,M02,M00M02,M10M02,D04
59,2013-12-13,7845,7845,6803,7247,16626,M01,M00M01,M10M01,T01
60,2013-12-16,7247,7421,7025,7103,3625,M05,M00M05,M10M05,U01
61,2013-12-17,7044,7189,6948,7045,6633,K00,M00K00,M10K00,U04
62,2013-12-18,6948,7720,6948,7170,16862,P04,K00P04,S08P04,T01
63,2013-12-19,7372,7498,7093,7296,4822,M05,P00M05,P10M05,U04
64,2013-12-20,7295,7363,7054,7238,1251,M05,M00M05,S05M05,D04
65,2013-12-23,7170,7363,7170,7344,3690,P03,M00P03,M10P03,U04
66,2013-12-24,7343,7527,7237,7469,2300,P05,P00P05,S02P05,U04
67,2013-12-26,7363,7536,7324,7334,6100,M05,P00M05,P10M05,U02
68,2013-12-27,7536,7720,7382,7469,1833,M05,M00M05,S07M05,U04
69,2013-12-30,7469,7720,7469,7576,1255,P03,M00P03,M10P03,T01
70,2014-01-02,7575,7643,7459,7576,1491,K00,P00K00,S02K00,U04
71,2014-01-03,7527,7623,7527,7576,1174,P03,K00P03,P10P03,D04
72,2014-01-06,7498,7575,7440,7440,1720,M03,P00M03,S04M03,T01
73,2014-01-07,7536,7652,7276,7585,4241,P05,M00P05,S07P05,D04
74,2014-01-08,7585,8646,7585,8019,80685,P03,P00P03,S01P03,U04
75,2014-01-09,8077,8878,8029,8743,75997,P05,P00P05,P10P05,U04
76,2014-01-10,8762,8945,8328,8743,22766,M05,P00M05,P10M05,T01
77,2014-01-13,8801,8801,8453,8483,17638,M01,M00M01,S03M01,U04
78,2014-01-14,8280,8608,8280,8357,11730,P04,M00P04,M10P04,D04
79,2014-01-15,8347,8521,8260,8444,4610,P05,P00P05,S08P05,U04
80,2014-01-16,8444,8473,8318,8319,6081,M05,P00M05,P10M05,U04
81,2014-01-17,8270,8328,8048,8232,4558,M05,M00M05,S07M05,U01
82,2014-01-20,8202,8202,8086,8145,2040,M01,M00M01,M10M01,U01
83,2014-01-21,8280,8280,8029,8029,2410,M00,M00M00,M10M00,D04
84,2014-01-22,8029,8347,7913,8183,19471,P05,M00P05,M10P05,U04
85,2014-01-23,8183,8395,8183,8251,7120,P04,P00P04,S00P04,U04
86,2014-01-24,8251,8868,8125,8685,36131,P05,P00P05,P10P05,D04
87,2014-01-27,8685,8752,8299,8589,9821,M05,P00M05,P10M05,D04
88,2014-01-28,8376,8588,8347,8348,3667,M05,M00M05,S03M05,D04
89,2014-01-29,8395,8762,8328,8396,19054,K02,M00K02,M10K02,U04
90,2014-02-03,8405,8492,8299,8492,8974,P01,K00P01,S04P01,D04
91,2014-02-04,8395,8395,8183,8193,17750,M01,P00M01,P10M01,D04
92,2014-02-05,8386,8386,8096,8222,3570,M01,M00M01,S07M01,U04
93,2014-02-06,8395,8569,8222,8290,14740,M05,M00M05,M10M05,D04
94,2014-02-07,8453,8453,8270,8357,2100,M01,M00M01,M10M01,U04
95,2014-02-10,8540,8540,8337,8454,2278,M01,M00M01,M10M01,U04
96,2014-02-11,8444,8444,8106,8174,10664,M01,M00M01,M10M01,U04
97,2014-02-12,8492,8492,8173,8183,2582,M01,M00M01,M10M01,U04
98,2014-02-13,8453,8521,8125,8454,9790,K01,M00K01,M10K01,U03
99,2014-02-14,8453,8550,8154,8492,14680,K01,K00K01,S01K01,U04
100,2014-02-17,8530,9341,8530,8965,29364,P03,K00P03,S04P03,U04
101,2014-02-18,8974,9225,8965,9110,6564,P05,P00P05,P10P05,U01
102,2014-02-19,9148,9505,9148,9361,16900,P03,P00P03,P10P03,U04
103,2014-02-20,9370,10760,9370,10760,153347,P10,P00P10,P10P10,D04
104,2014-02-21,11290,11483,10277,10808,147621,M05,P10M05,P10M05,U04
105,2014-02-24,10760,10760,9939,10133,37740,M01,M00M01,S05M01,T01
106,2014-02-25,10615,11146,10374,10519,76838,M05,M00M05,M10M05,U04
107,2014-02-26,10518,10760,10132,10229,28053,M05,M00M05,M10M05,T01
108,2014-02-27,10277,10374,9795,9940,18157,M05,M00M05,M10M05,U02
109,2014-02-28,9939,10277,9843,10229,18040,P05,M00P05,M10P05,U04
110,2014-03-03,10374,10422,9891,10374,7538,K01,P00K01,S00K01,T01
111,2014-03-04,10229,11194,10036,10519,35421,P05,K00P05,P10P05,D04
112,2014-03-05,10856,11146,10663,11146,35100,P01,P00P01,P10P01,U04
113,2014-03-06,11290,12352,11290,12352,102083,P00,P00P00,P10P00,U02
114,2014-03-07,12738,12834,11869,11870,38926,M05,P00M05,P10M05,T01
115,2014-03-10,11869,12448,11725,12015,29360,P05,M00P05,S03P05,D04
116,2014-03-11,11918,12062,11725,11725,13320,M03,P00M03,S00M03,T01
117,2014-03-12,11628,12255,11483,11580,31695,M05,M00M05,S07M05,D04
118,2014-03-13,11725,11966,11483,11773,23748,K00,M00K00,M10K00,U04
119,2014-03-14,11580,12014,11483,11580,17721,K02,K00K02,S01K02,D04
120,2014-03-17,11676,11869,11435,11725,13322,K00,K00K00,P10K00,D04
121,2014-03-18,11725,12448,11628,12352,42132,P05,K00P05,P10P05,U04
122,2014-03-19,12690,12690,12062,12497,15460,M02,P00M02,P10M02,U04
123,2014-03-20,12690,12690,12159,12208,12371,M01,M00M01,S05M01,D04
124,2014-03-21,12159,12690,12062,12449,28051,P05,M00P05,M10P05,U03
125,2014-03-24,12352,12641,11869,11918,15568,M05,P00M05,S00M05,D04
126,2014-03-25,12062,12159,11339,11339,25558,M03,M00M03,S07M03,D04
127,2014-03-26,11435,11821,11387,11725,8187,P05,M00P05,M10P05,U03
128,2014-03-27,11676,11918,11435,11580,5430,M05,P00M05,S01M05,D04
129,2014-03-28,11580,11966,11435,11725,2610,P05,M00P05,S06P05,D04
130,2014-03-31,11628,11821,11242,11436,4940,M05,P00M05,S02M05,U02
131,2014-04-01,11628,11628,11242,11532,3590,M02,M00M02,S07M02,U04
132,2014-04-02,11435,12159,11435,11870,20840,P03,M00P03,M10P03,U04
133,2014-04-03,11918,12014,11773,11822,10561,M05,P00M05,S02M05,U03
134,2014-04-04,11966,12111,11918,12111,9110,P01,M00P01,S03P01,D04
135,2014-04-07,11869,12014,11725,11773,6400,M05,P00M05,S01M05,D04
136,2014-04-08,11821,11966,11676,11870,2247,K00,M00K00,S07K00,D04
137,2014-04-09,11869,12062,11773,11870,5261,K00,K00K00,S04K00,U04
138,2014-04-10,12111,12111,11628,11773,6700,M01,K00M01,S04M01,U04
139,2014-04-11,11773,11773,11483,11580,7100,M01,M00M01,S07M01,D04
140,2014-04-14,11580,11676,11483,11532,5170,M05,M00M05,M10M05,D04
141,2014-04-15,11580,11580,11387,11484,3920,M01,M00M01,M10M01,U04
142,2014-04-16,11483,11580,11387,11484,4512,K00,M00K00,S04K00,U04
143,2014-04-17,11628,11628,11290,11532,5403,M02,K00M02,S04M02,U04
144,2014-04-18,11676,11676,11580,11580,320,M00,M00M00,S05M00,U04
145,2014-04-21,11580,11676,11435,11436,1270,M05,M00M05,M10M05,U03
146,2014-04-22,11483,11483,11242,11387,2945,M01,M00M01,M10M01,U04
147,2014-04-23,11290,11290,11001,11050,3995,M01,M00M01,M10M01,U04
148,2014-04-24,11049,11097,10711,10712,5289,M05,M00M05,M10M05,D04
149,2014-04-25,10711,10856,10567,10567,2760,M03,M00M03,M10M03,U04
150,2014-04-28,11290,11290,10711,10712,710,M01,M00M01,M10M01,D04
151,2014-04-29,10711,10904,10567,10615,2340,M05,M00M05,M10M05,T01
152,2014-04-30,11146,11146,10567,10712,780,M01,M00M01,M10M01,U04
153,2014-05-02,10904,10904,10711,10712,50,M01,M00M01,M10M01,U04
154,2014-05-07,10615,10663,10325,10422,1920,M05,M00M05,M10M05,D04
155,2014-05-08,10422,10422,10277,10374,541,M02,M00M02,M10M02,D04
156,2014-05-09,10181,11001,10132,10615,1260,P05,M00P05,M10P05,D04
157,2014-05-12,10422,10615,10422,10615,400,P00,P00P00,S02P00,U04
158,2014-05-13,10615,10808,10374,10808,1030,P01,P00P01,P10P01,U04
159,2014-05-14,10711,10711,10470,10519,2192,M01,P00M01,P10M01,D04
160,2014-05-15,10422,10663,10374,10471,1423,K00,M00K00,S07K00,D04
161,2014-05-16,10325,10615,10325,10471,890,P03,K00P03,S08P03,D04
162,2014-05-19,10470,10470,10181,10181,3620,M00,P00M00,P10M00,U04
163,2014-05-20,10084,11580,10084,11387,25099,P13,M00P13,S07P13,U04
164,2014-05-21,11532,11532,11097,11387,7820,M02,P10M02,S02M02,D04
165,2014-05-22,11387,11387,11097,11194,4681,M01,M00M01,S03M01,U04
166,2014-05-23,11194,11532,11194,11291,5020,P04,M00P04,M10P04,U04
167,2014-05-26,11290,11532,11097,11098,5518,M05,P00M05,S00M05,U04
168,2014-05-27,11097,11097,10615,11098,5150,K01,M00K01,S07K01,U04
169,2014-05-28,11435,11532,10953,11532,6010,P02,K00P02,S08P02,U04
170,2014-05-29,11580,11628,11146,11146,3480,M03,P00M03,P10M03,D04
171,2014-05-30,11435,11725,11242,11436,11389,K00,M00K00,S07K00,U04
172,2014-06-02,11676,12834,11483,12545,65881,P05,K00P05,S01P05,T01
173,2014-06-03,12786,13993,12111,13559,58736,P05,P00P05,P10P05,T01
174,2014-06-05,13510,14475,13269,13897,26218,P05,P00P05,P10P05,U04
175,2014-06-09,13993,14234,13317,13655,15550,M05,P00M05,P10M05,U04
