,Date,stock_name,today_win,today_lose,tomorrow_win,tomorrow_lose,day2_win,day2_lose,real_profit,Nasdaq
0,2020-10-23,인콘,0.0,1.0,0.0,0.0,0.0,0.0,-0.019313304721030045,U03
0,2020-10-23,옵트론텍,0.0,1.0,0.0,0.0,0.0,0.0,-0.010574018126888218,U03
0,2020-10-23,유니온머티리얼,1.0,0.0,0.0,0.0,0.0,0.0,0.05035128805620609,U03
0,2020-10-23,엠벤처투자,0.0,1.0,0.0,0.0,0.0,0.0,-0.018292682926829267,U03
0,2020-10-23,와이엔텍,0.0,1.0,0.0,0.0,0.0,0.0,-0.034334763948497854,U03
0,2020-10-22,삼양통상,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-10-22,KH바텍,0.0,1.0,0.0,0.0,0.0,0.0,-0.016260162601626018,D04
0,2020-10-22,지엠비코리아,0.0,1.0,0.0,0.0,0.0,0.0,-0.029023746701846966,D04
0,2020-10-22,한국큐빅,0.0,1.0,0.0,0.0,0.0,0.0,-0.025991792065663474,D04
0,2020-10-22,메디프론,0.0,0.0,0.0,1.0,0.0,0.0,-0.024719101123595506,D04
0,2020-10-21,덱스터,0.0,0.0,0.0,1.0,0.0,0.0,-0.018867924528301886,U04
0,2020-10-21,네스엠,1.0,0.0,0.0,0.0,0.0,0.0,0.08,U04
0,2020-10-21,동방선기,0.0,1.0,0.0,0.0,0.0,0.0,-0.010542168674698794,U04
0,2020-10-21,오리엔트바이오,0.0,0.0,0.0,1.0,0.0,0.0,-0.03215434083601286,U04
0,2020-10-21,텔콘RF제약,0.0,1.0,0.0,0.0,0.0,0.0,-0.026200873362445413,U04
0,2020-10-20,한솔홀딩스,0.0,0.0,1.0,0.0,0.0,0.0,0.03840472673559823,D04
0,2020-10-20,모트렉스,0.0,1.0,0.0,0.0,0.0,0.0,-0.022284122562674095,D04
0,2020-10-20,와이솔,1.0,0.0,0.0,0.0,0.0,0.0,0.019417475728155338,D04
0,2020-10-20,한빛소프트,0.0,0.0,1.0,0.0,0.0,0.0,0.02312925170068027,D04
0,2020-10-20,이수앱지스,0.0,1.0,0.0,0.0,0.0,0.0,-0.019973368841544607,D04
0,2020-10-19,전파기지국,0.0,1.0,0.0,0.0,0.0,0.0,-0.013043478260869565,D04
0,2020-10-19,현대바이오,1.0,0.0,0.0,0.0,0.0,0.0,0.04926108374384237,D04
0,2020-10-19,네오팜,0.0,0.0,0.0,0.0,0.0,1.0,0.0018214936247723133,D04
0,2020-10-19,동우팜투테이블,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-10-19,에스텍파마,0.0,1.0,0.0,0.0,0.0,0.0,-0.012658227848101266,D04
0,2020-10-16,NI스틸,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-10-16,테스나,0.0,1.0,0.0,0.0,0.0,0.0,-0.02386934673366834,D04
0,2020-10-16,한빛소프트,0.0,1.0,0.0,0.0,0.0,0.0,-0.0316055625790139,D04
0,2020-10-16,문배철강,0.0,0.0,0.0,0.0,0.0,1.0,-0.016666666666666666,D04
0,2020-10-16,대한광통신,1.0,0.0,0.0,0.0,0.0,0.0,0.08,D04
0,2020-10-15,금호석유,0.0,1.0,0.0,0.0,0.0,0.0,-0.006920415224913495,D04
0,2020-10-15,신세계,0.0,1.0,0.0,0.0,0.0,0.0,-0.013986013986013986,D04
0,2020-10-15,이글벳,1.0,0.0,0.0,0.0,0.0,0.0,0.05357142857142857,D04
0,2020-10-15,화인베스틸,1.0,0.0,0.0,0.0,0.0,0.0,0.08,D04
0,2020-10-15,에스에이엠티,0.0,1.0,0.0,0.0,0.0,0.0,-0.018789144050104383,D04
0,2020-10-14,형지엘리트,0.0,0.0,0.0,1.0,0.0,0.0,-0.03139013452914798,T01
0,2020-10-14,LG이노텍,0.0,1.0,0.0,0.0,0.0,0.0,-0.018072289156626505,T01
0,2020-10-14,엠게임,0.0,1.0,0.0,0.0,0.0,0.0,-0.013539651837524178,T01
0,2020-10-14,KMH,1.0,0.0,0.0,0.0,0.0,0.0,0.08,T01
0,2020-10-14,롯데손해보험,0.0,0.0,1.0,0.0,0.0,0.0,0.0219435736677116,T01
0,2020-10-13,현대바이오랜드,1.0,0.0,0.0,0.0,0.0,0.0,0.08,U04
0,2020-10-13,필옵틱스,0.0,0.0,1.0,0.0,0.0,0.0,0.03496503496503497,U04
0,2020-10-13,심텍,0.0,1.0,0.0,0.0,0.0,0.0,-0.020833333333333332,U04
0,2020-10-13,유나이티드제약,0.0,1.0,0.0,0.0,0.0,0.0,-0.014230271668822769,U04
0,2020-10-13,일양약품,0.0,1.0,0.0,0.0,0.0,0.0,-0.03205128205128205,U04
0,2020-10-12,진원생명과학,0.0,1.0,0.0,0.0,0.0,0.0,-0.030721966205837174,U04
0,2020-10-12,레고켐바이오,0.0,1.0,0.0,0.0,0.0,0.0,-0.03328050713153724,U04
0,2020-10-12,현대바이오랜드,0.0,1.0,0.0,0.0,0.0,0.0,-0.007827788649706457,U04
0,2020-10-12,F&F,1.0,0.0,0.0,0.0,0.0,0.0,0.028017241379310345,U04
0,2020-10-12,유비쿼스,0.0,1.0,0.0,0.0,0.0,0.0,-0.038834951456310676,U04
0,2020-10-08,GV,0.0,1.0,0.0,0.0,0.0,0.0,-0.013392857142857142,U04
0,2020-10-08,영원무역,0.0,1.0,0.0,0.0,0.0,0.0,-0.015437392795883362,U04
0,2020-10-08,현대글로비스,1.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,U04
