,P_score,predict,real,stock_name,stock_code,Date,Nasdaq
0,92.46,P0,P0,리더스코스메틱,016100,2020-07-21,U04
0,87.9,P0,M0,SBI인베스트먼트,019550,2020-07-21,U04
0,87.59,P0,M0,와이솔,122990,2020-07-21,U04
0,84.34,P0,M0,네오팜,092730,2020-07-21,U04
0,80.25,P0,P0,디젠스,113810,2020-07-21,U04
0,100.0,P0,M0,세원셀론텍,091090,2020-07-20,U04
0,100.0,P0,K0,동우팜투테이블,088910,2020-07-20,U04
0,96.32,P0,P0,캠시스,050110,2020-07-20,U04
0,83.39,P0,P0,이노와이어리스,073490,2020-07-20,U04
0,83.33,P0,K0,영원무역,111770,2020-07-20,U04
0,91.55,P0,K0,부방,014470,2020-07-17,D04
0,90.31,P0,K0,녹십자셀,031390,2020-07-17,D04
0,82.8,P0,P0,쎄미시스코,136510,2020-07-17,D04
0,82.52,P0,P0,와이아이케이,232140,2020-07-17,D04
0,80.16,P0,M0,삼성카드,029780,2020-07-17,D04
0,93.75,P0,K0,우성사료,006980,2020-07-16,U04
0,92.96,P0,M0,신신제약,002800,2020-07-16,U04
0,88.73,P0,P0,리더스코스메틱,016100,2020-07-16,U04
0,88.4,P0,M0,한국정보공학,039740,2020-07-16,U04
0,83.76,P0,M0,에코마케팅,230360,2020-07-16,U04
0,100.0,P0,P0,ISC,095340,2020-07-15,U04
0,93.01,P0,M0,골프존뉴딘홀딩스,121440,2020-07-15,U04
0,91.06,P0,M0,로지시스,067730,2020-07-15,U04
0,89.75,P0,M0,CJ ENM,035760,2020-07-15,U04
0,88.08,P0,M0,아세아텍,050860,2020-07-15,U04
0,100.0,P0,M0,이엠코리아,095190,2020-07-14,D04
0,100.0,P0,K0,쎌마테라퓨틱스,015540,2020-07-14,D04
0,89.71,P0,M0,조아제약,034940,2020-07-14,D04
0,86.6,P0,M0,지엔코,065060,2020-07-14,D04
0,85.6,P0,P0,코세스,089890,2020-07-14,D04
0,100.0,P0,M0,헬릭스미스,084990,2020-07-13,U04
0,89.1,P0,M0,씨티씨바이오,060590,2020-07-13,U04
0,87.54,P0,M0,웰크론한텍,076080,2020-07-13,U04
0,84.93,P0,P0,종근당바이오,063160,2020-07-13,U04
0,83.62,P0,P0,키움증권,039490,2020-07-13,U04
0,100.0,P0,P1,EDGC,245620,2020-07-10,U04
0,91.24,P0,M0,CMG제약,058820,2020-07-10,U04
0,89.73,P0,M0,데일리블록체인,139050,2020-07-10,U04
0,80.66,P0,M0,이스트소프트,047560,2020-07-10,U04
0,75.61,P0,P0,메가스터디교육,215200,2020-07-10,U04
0,95.57,P0,M0,부방,014470,2020-07-09,U04
0,87.09,P0,K0,지역난방공사,071320,2020-07-09,U04
0,82.99,P0,P0,오리온,271560,2020-07-09,U04
0,78.89,P0,P0,우진비앤지,018620,2020-07-09,U04
0,76.63,P0,P1,MP한강,219550,2020-07-09,U04
0,100.0,P0,M0,조광ILI,044060,2020-07-08,D04
0,87.39,P0,M0,비에이치,090460,2020-07-08,D04
0,82.45,P0,M0,팬젠,222110,2020-07-08,D04
0,81.25,P0,P0,아나패스,123860,2020-07-08,D04
0,80.36,P0,P0,세화피앤씨,252500,2020-07-08,D04
0,100.0,P0,M0,이녹스,088390,2020-07-07,U04
0,100.0,P0,P0,피제이전자,006140,2020-07-07,U04
0,92.63,P0,M0,JW신약,067290,2020-07-07,U04
0,83.38,P0,M0,씨앤지하이테크,264660,2020-07-07,U04
0,80.05,P0,M0,종근당바이오,063160,2020-07-07,U04
0,98.59,P0,P1,코메론,049430,2020-07-06,U04
0,97.02,P1,M0,엠투엔,033310,2020-07-06,U04
0,88.36,P0,M0,SK디앤디,210980,2020-07-06,U04
0,88.06,P0,M0,쎄니트,037760,2020-07-06,U04
0,81.47,P0,P0,국순당,043650,2020-07-06,U04
0,100.0,P0,P0,NICE,034310,2020-07-03,U04
0,96.39,P0,P0,연우,115960,2020-07-03,U04
0,93.0,P0,K0,평화정공,043370,2020-07-03,U04
0,91.62,P0,M0,세우글로벌,013000,2020-07-03,U04
0,86.33,P0,M0,이엑스티,226360,2020-07-03,U04
0,96.71,P0,P0,마이크로프랜드,147760,2020-07-02,U04
0,88.11,P0,P0,헬릭스미스,084990,2020-07-02,U04
0,86.05,P0,P0,동방선기,099410,2020-07-02,U04
0,85.34,P0,P0,F&F,007700,2020-07-02,U04
0,83.33,P0,P0,바른손이앤에이,035620,2020-07-02,U04
0,99.45,P0,M0,인텔리안테크,189300,2020-07-01,U04
0,96.63,P0,M0,한성기업,003680,2020-07-01,U04
0,96.21,P0,M0,팬젠,222110,2020-07-01,U04
0,95.76,P0,P0,교보증권,030610,2020-07-01,U04
0,93.71,P0,M0,아시아나항공,020560,2020-07-01,U04
0,100.0,P0,M0,유엔젤,072130,2020-06-30,U04
0,91.18,P0,M0,가비아,079940,2020-06-30,U04
0,87.74,P0,P0,엘오티베큠,083310,2020-06-30,U04
0,87.2,P0,M0,서한,011370,2020-06-30,U04
