,P_score,predict,real,stock_name,stock_code,Date,Nasdaq
0,100.0,P0,P0,이엑스티,226360,2019-06-04,D04
0,93.16,P0,P0,루미마이크로,082800,2019-06-04,D04
0,91.55,P0,P0,크리스탈신소재,900250,2019-06-04,D04
0,88.06,P0,P1,대주전자재료,078600,2019-06-04,D04
0,87.4,P0,P0,동방,004140,2019-06-04,D04
0,91.04,P0,M0,이글루시큐리티,067920,2019-06-03,D04
0,90.82,P0,M0,대한약품,023910,2019-06-03,D04
0,90.24,P0,P0,골프존뉴딘홀딩스,121440,2019-06-03,D04
0,85.52,P0,M0,휴온스글로벌,084110,2019-06-03,D04
0,84.73,P0,K0,경창산업,024910,2019-06-03,D04
0,93.42,P0,P0,유나이티드제약,033270,2019-05-31,U03
0,90.73,P0,P0,삼진,032750,2019-05-31,U03
0,86.46,P0,P0,흥국에프엔비,189980,2019-05-31,U03
0,85.87,P0,P0,LG화학,051910,2019-05-31,U03
0,81.42,P0,M0,와이엔텍,067900,2019-05-31,U03
0,96.5,P0,M0,젬백스링크,064800,2019-05-30,D04
0,94.07,P0,M0,솔고바이오,043100,2019-05-30,D04
0,86.84,P0,M0,디아이,003160,2019-05-30,D04
0,85.67,P0,M0,남화토건,091590,2019-05-30,D04
0,82.15,P0,M0,아이마켓코리아,122900,2019-05-30,D04
0,95.18,P0,M0,기아차,000270,2019-05-29,D04
0,91.35,P0,M0,한국컴퓨터,054040,2019-05-29,D04
0,90.51,P0,M0,디에스케이,109740,2019-05-29,D04
0,88.47,P0,P0,화승인더,006060,2019-05-29,D04
0,80.68,P0,M0,백산,035150,2019-05-29,D04
0,99.31,P0,M0,파라텍,033540,2019-05-28,U02
0,80.93,P0,P0,하나투어,039130,2019-05-28,U02
0,80.27,P0,M0,제이씨케미칼,137950,2019-05-28,U02
0,75.72,P0,P0,레드캡투어,038390,2019-05-28,U02
0,74.73,P0,P0,S&K폴리텍,091340,2019-05-28,U02
0,100.0,P0,K0,대창,012800,2019-05-27,D04
0,91.63,P0,P0,와이엔텍,067900,2019-05-27,D04
0,88.0,P0,M0,이엠넷,123570,2019-05-27,D04
0,81.68,P0,M0,코오롱인더,120110,2019-05-27,D04
0,80.0,P0,K0,오션브릿지,241790,2019-05-27,D04
0,95.24,P0,M0,싸이맥스,160980,2019-05-24,D04
0,94.77,P0,M0,덴티움,145720,2019-05-24,D04
0,93.4,P0,M0,비에이치,090460,2019-05-24,D04
0,89.33,P0,P0,한국공항,005430,2019-05-24,D04
0,88.77,P0,M0,우리종금,010050,2019-05-24,D04
0,100.0,P0,M0,원익홀딩스,030530,2019-05-23,D04
0,98.69,P0,M0,코웨이,021240,2019-05-23,D04
0,97.53,P0,P0,대성산업,128820,2019-05-23,D04
0,90.14,P0,M0,나무가,190510,2019-05-23,D04
0,86.28,P0,K0,GST,083450,2019-05-23,D04
0,99.11,P0,P0,애경유화,161000,2019-05-22,U04
0,96.67,P0,M0,글로스퍼랩스,032860,2019-05-22,U04
0,87.46,P0,K0,베노홀딩스,206400,2019-05-22,U04
0,86.89,P0,P0,앤씨앤,092600,2019-05-22,U04
0,86.67,P0,P0,엔에스,217820,2019-05-22,U04
0,100.0,P0,P0,KG동부제철,016380,2019-05-21,D04
0,97.51,P0,K0,대정화금,120240,2019-05-21,D04
0,93.09,P0,P0,이노와이어리스,073490,2019-05-21,D04
0,88.37,P0,M0,아이즈비전,031310,2019-05-21,D04
0,82.2,P0,K0,한국특수형강,007280,2019-05-21,D04
0,100.0,P0,M0,TJ미디어,032540,2019-05-20,D04
0,98.06,P0,M0,엔케이,085310,2019-05-20,D04
0,97.22,P0,M0,삼영엠텍,054540,2019-05-20,D04
0,89.86,P0,M0,태광,023160,2019-05-20,D04
0,83.54,P0,M0,유니온커뮤니티,203450,2019-05-20,D04
0,81.96,P0,M0,중앙에너비스,000440,2019-05-17,U04
0,81.87,P0,P0,디엔에이링크,127120,2019-05-17,U04
0,79.78,P0,P0,코아스,071950,2019-05-17,U04
0,75.73,P0,P0,프로텍,053610,2019-05-17,U04
0,75.0,P0,M0,S&T모티브,064960,2019-05-17,U04
0,100.0,P0,M0,에이스테크,088800,2019-05-16,U04
0,92.15,P0,P0,삼본전자,111870,2019-05-16,U04
0,74.63,P0,M0,대림산업,000210,2019-05-16,U04
0,72.77,P0,P1,남선알미늄,008350,2019-05-16,U04
0,70.13,P0,M0,우성사료,006980,2019-05-16,U04
0,100.0,P0,M0,삼영화학,003720,2019-05-15,U04
0,100.0,P0,P0,한글과컴퓨터,030520,2019-05-15,U04
0,87.6,P0,P0,세화피앤씨,252500,2019-05-15,U04
0,84.19,P0,M0,새로닉스,042600,2019-05-15,U04
0,76.89,P0,P0,누리텔레콤,040160,2019-05-15,U04
0,100.0,P0,P0,HDC현대EP,089470,2019-05-14,D04
0,100.0,P0,P0,NICE평가정보,030190,2019-05-14,D04
0,86.96,P0,P0,서연탑메탈,019770,2019-05-14,D04
0,83.81,P0,P0,한국공항,005430,2019-05-14,D04
0,82.48,P0,M0,원풍,008370,2019-05-14,D04
0,90.57,P0,M0,유니테크노,241690,2019-05-13,U01
0,84.39,P0,M0,디아이,003160,2019-05-13,U01
0,78.82,P0,M0,삼호개발,010960,2019-05-13,U01
