날짜,시가,고가,저가,종가,거래량
2013-07-01,16500,18950,16500,18950,1500
2013-07-02,0,0,0,18950,0
2013-07-03,17000,17000,17000,17000,600
2013-07-04,14450,14450,14450,14450,100
2013-07-05,13450,13450,13450,13450,100
2013-07-08,0,0,0,13950,0
2013-07-09,0,0,0,14000,0
2013-07-10,0,0,0,14000,0
2013-07-11,15950,15950,15950,15950,100
2013-07-12,15950,15950,15950,15950,100
2013-07-15,15000,15000,15000,15000,100
2013-07-16,12750,12750,12750,12750,700
2013-07-17,11500,11500,11500,11500,3000
2013-07-18,11500,11500,11500,11500,500
2013-07-19,12000,12000,12000,12000,100
2013-07-22,12500,12500,12500,12500,100
2013-07-23,12850,12850,12850,12850,100
2013-07-24,12900,12900,12900,12900,100
2013-07-25,0,0,0,12900,0
2013-07-26,0,0,0,12900,0
2013-07-29,12900,12900,12900,12900,500
2013-07-30,12900,12900,12900,12900,14000
2013-07-31,13350,13350,13350,13350,100
2013-08-01,13350,15350,13350,15350,900
2013-08-02,0,0,0,15200,0
2013-08-05,17450,17450,15200,16000,13800
2013-08-06,17800,17800,16500,16500,3100
2013-08-07,17900,17900,17900,17900,100
2013-08-08,19500,19500,19500,19500,3000
2013-08-09,20450,20450,20450,20450,2000
2013-08-12,20450,20500,20450,20500,2300
2013-08-13,21500,21500,19500,20000,4200
2013-08-14,20400,20400,19950,19950,1100
2013-08-16,19000,19000,17500,17500,2300
2013-08-19,16000,17400,15500,17400,1100
2013-08-20,20000,20000,20000,20000,100
2013-08-21,17000,17000,17000,17000,300
2013-08-22,0,0,0,15900,0
2013-08-23,15900,15900,15900,15900,17000
2013-08-26,16500,16500,16500,16500,100
2013-08-27,18000,18000,18000,18000,100
2013-08-28,19800,19800,19800,19800,100
2013-08-29,20400,20400,20400,20400,100
2013-08-30,21900,21900,21900,21900,100
2013-09-02,20750,20750,20750,20750,100
2013-09-03,18400,18400,18400,18400,100
2013-09-04,20100,20100,20100,20100,100
2013-09-05,0,0,0,18100,0
2013-09-06,17000,17000,17000,17000,100
2013-09-09,19550,19550,19550,19550,100
2013-09-10,19550,20000,19550,20000,1700
2013-09-11,19750,19750,19750,19750,500
2013-09-12,17950,17950,17950,17950,100
2013-09-13,19400,19400,19400,19400,100
2013-09-16,16600,16600,16600,16600,100
2013-09-17,17000,17000,17000,17000,100
2013-09-23,17800,17800,14450,16500,5400
2013-09-24,18000,18000,16850,16850,2600
2013-09-25,16900,16900,16000,16000,11000
2013-09-26,16050,16050,13750,16000,9600
2013-09-27,15500,16100,15500,15850,21000
2013-09-30,15850,16000,15850,16000,20000
2013-10-01,0,0,0,15600,0
2013-10-02,16000,16000,16000,16000,10000
2013-10-04,15900,15900,15900,15900,2000
2013-10-07,15850,15850,15850,15850,1000
2013-10-08,0,0,0,15000,0
2013-10-10,14200,14200,14200,14200,100
2013-10-11,14200,14200,14200,14200,4000
2013-10-14,0,0,0,14200,0
2013-10-15,14200,14200,14100,14100,3100
2013-10-16,14100,15450,14100,15450,3500
2013-10-17,14100,14750,14100,14750,7300
2013-10-18,14750,14750,14750,14750,3000
2013-10-21,0,0,0,14750,0
2013-10-22,15500,15500,15400,15400,20000
2013-10-23,15400,15400,15400,15400,15000
