날짜,시가,고가,저가,종가,거래량
2012-01-02,161000,162500,155000,156000,70114
2012-01-03,157000,164000,156500,163500,87515
2012-01-04,164000,168000,162500,165000,71343
2012-01-05,165000,167000,159500,161500,61924
2012-01-06,161500,162500,155000,156500,118338
2012-01-09,157500,159000,154500,159000,58371
2012-01-10,159500,161500,158000,159500,131200
2012-01-11,161000,163000,160000,162000,49077
2012-01-12,163500,170000,161500,170000,94937
2012-01-13,168500,171500,165500,167000,158075
2012-01-16,165000,167500,162500,166000,50637
2012-01-17,169000,177000,169000,177000,146076
2012-01-18,176000,176000,170000,174500,128573
2012-01-19,174000,176500,167000,169000,139118
2012-01-20,168000,177000,168000,176500,87137
2012-01-25,174500,182500,174500,181000,87590
2012-01-26,179500,184500,178500,179500,89490
2012-01-27,181000,183000,179000,182000,79366
2012-01-30,182000,183000,174500,176000,134873
2012-01-31,175500,187500,175000,183000,122799
2012-02-01,181000,183000,175500,177000,119550
2012-02-02,178500,181000,176500,177000,130328
2012-02-03,178000,180000,177000,178000,57692
2012-02-06,178000,183500,178000,182000,54274
2012-02-07,186000,186000,183000,184500,55362
2012-02-08,182000,183000,180000,181000,101091
2012-02-09,182500,183000,177000,180000,87915
2012-02-10,178000,179000,170000,171000,165740
2012-02-13,172000,177500,171000,175000,74672
2012-02-14,173500,175000,172500,173000,50222
2012-02-15,172500,178000,172500,178000,55979
2012-02-16,174500,176000,172000,172500,47610
2012-02-17,172500,174000,168500,168500,65580
2012-02-20,168500,172500,167500,169000,70864
2012-02-21,168500,173500,168000,173500,50660
2012-02-22,173000,175000,170500,175000,55063
2012-02-23,172000,174500,171000,173000,68919
2012-02-24,174500,174500,171500,173500,65773
2012-02-27,173500,177000,171000,176500,70292
2012-02-28,175500,175500,171500,173500,48844
2012-02-29,171000,172500,166500,167000,165763
2012-03-02,168500,170000,165000,167500,105023
2012-03-05,168000,171500,167500,171000,97026
2012-03-06,169000,172500,168500,170000,97896
2012-03-07,170000,171500,168000,170500,42195
2012-03-08,171000,172500,170000,172000,63303
2012-03-09,174500,174500,170000,170500,44502
2012-03-12,170500,172000,169000,169500,42231
2012-03-13,169500,171000,169500,170000,80623
2012-03-14,171000,178000,170000,177500,126963
2012-03-15,177500,180500,176000,179500,78496
