날짜,시가,고가,저가,종가,거래량
2012-01-02,11429,11462,10895,11146,558771
2012-01-03,11179,11262,10761,11046,548659
2012-01-04,10945,11162,10745,10879,374040
2012-01-05,10945,10945,10545,10595,366676
2012-01-06,10761,10761,10228,10328,327318
2012-01-09,10411,11462,10328,11029,1384610
2012-01-10,11028,11362,10761,11263,775852
2012-01-11,11229,11329,10845,11179,431578
2012-01-12,11345,11662,10311,10362,1181532
2012-01-13,10394,10411,9977,10011,572532
2012-01-16,9911,10177,9727,9727,310321
2012-01-17,9810,10044,9760,9928,191724
2012-01-18,9994,10161,9610,9611,185224
2012-01-19,9677,9810,9310,9761,162975
2012-01-20,9710,9860,9577,9611,166886
2012-01-25,9677,9860,9543,9677,115451
2012-01-26,9744,9744,9560,9627,88331
2012-01-27,9610,9660,9393,9644,221443
2012-01-30,10027,10161,9744,9744,496214
2012-01-31,9727,9977,9727,9811,116346
2012-02-01,9927,9927,9710,9811,134531
2012-02-02,9927,9944,9594,9661,159153
2012-02-03,9677,9777,9510,9594,151096
2012-02-06,9627,9677,9460,9477,133623
2012-02-07,9477,9477,9260,9327,149399
2012-02-08,9327,9594,9327,9394,112963
2012-02-09,9427,9510,9343,9394,104964
2012-02-10,9443,9927,9427,9711,262400
2012-02-13,9627,9827,9543,9811,215866
2012-02-14,9860,10344,9794,10028,537526
2012-02-15,10211,10294,9894,10011,195969
2012-02-16,10027,10228,9827,9861,167204
2012-02-17,10011,10061,9827,9878,88003
2012-02-20,9927,10228,9877,10145,193788
2012-02-21,10194,10878,10111,10645,861587
2012-02-22,10645,10828,10511,10578,166579
2012-02-23,10761,11062,10678,10912,347580
2012-02-24,10928,10928,10361,10645,222125
2012-02-27,10711,11512,10678,10979,773869
2012-02-28,10878,11312,10795,11246,341095
2012-02-29,11429,11429,11078,11263,197490
2012-03-02,11329,11496,11095,11263,299949
2012-03-05,10878,10995,9927,10128,768216
2012-03-06,9977,9977,9627,9894,271709
2012-03-07,9744,10077,9594,10078,158151
2012-03-08,10177,10194,9860,10061,113145
2012-03-09,10094,10311,9927,10295,113847
2012-03-12,10194,10311,10027,10061,86034
2012-03-13,10077,10278,10044,10245,63539
2012-03-14,10244,10294,9961,10028,82576
2012-03-15,10027,10194,9894,10111,75448
2012-03-16,10127,10495,10044,10345,173080
2012-03-19,10495,11229,10495,10862,351452
2012-03-20,10945,11012,10678,10695,99750
2012-03-21,10661,10761,9927,10011,220180
2012-03-22,10061,10061,8776,9210,454130
2012-03-23,9260,9660,9260,9444,136244
2012-03-26,9477,9744,9477,9511,72056
2012-03-27,9627,9777,9343,9427,88477
2012-03-28,9510,9510,9043,9260,160567
2012-03-29,8976,9193,8659,8660,155821
2012-03-30,8743,8876,8342,8509,180813
2012-04-02,8426,8592,8325,8476,110197
2012-04-03,8609,8609,8342,8443,85774
2012-04-04,8342,8476,7908,8184,240928
2012-04-05,7842,8275,6974,8059,164517
2012-04-06,8092,8234,8092,8184,89423
2012-04-09,8200,8909,8134,8293,294900
2012-04-10,8342,8342,7883,8042,109077
2012-04-12,8025,8025,7691,7742,106065
2012-04-13,7792,8042,7792,8042,108607
2012-04-16,7892,8042,7883,8009,78814
2012-04-17,7983,8234,7942,7951,265437
2012-04-18,8125,8142,7942,7942,235660
2012-04-19,8008,8008,7842,7959,78459
2012-04-20,7958,7958,7508,7675,172944
2012-04-23,7833,7833,7508,7517,58099
2012-04-24,7591,7750,7508,7709,103084
2012-04-25,7708,8008,7708,7784,66457
2012-04-26,7875,8125,7591,7709,176035
2012-04-27,7708,7808,7525,7600,60342
2012-04-30,7641,7641,7316,7417,91174
2012-05-02,7358,7758,7174,7717,93784
2012-05-03,7716,7833,7600,7834,57223
2012-05-04,7691,8993,7691,8843,563989
2012-05-07,8793,9060,8659,8776,247627
2012-05-08,8776,9160,8642,8960,246327
2012-05-09,8976,9026,8626,8843,223108
2012-05-10,8943,8943,8659,8793,79564
2012-05-11,8776,8809,8359,8426,102711
2012-05-14,8526,8542,8134,8176,58335
2012-05-15,8125,8142,7650,7942,77401
2012-05-16,7725,7983,7691,7842,69444
2012-05-17,7808,8000,7808,7909,41864
2012-05-18,7825,7833,7508,7592,44013
2012-05-21,7441,7550,7283,7342,66906
2012-05-22,7433,7600,7374,7592,40748
2012-05-23,7541,7541,7224,7225,52382
2012-05-24,7233,7575,7233,7425,68265
2012-05-25,7424,7958,7399,7959,45876
