,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2018-07-13,59800,59800,47050,55600,1497451,M02,,,U04
1,2018-07-16,55300,58400,52500,55500,745751,K00,M00K00,,T01
2,2018-07-17,54000,65300,53100,60900,803024,P15,K00P15,S08P15,T01
3,2018-07-18,60600,66200,60500,61600,662837,P05,P10P05,P10P05,U04
4,2018-07-19,62400,63100,58500,61700,329582,M05,P00M05,P10M05,T01
5,2018-07-20,60600,61600,57000,59900,260702,M05,M00M05,S05M05,D04
6,2018-07-23,60400,60400,54600,55300,195014,M01,M00M01,M10M01,T01
7,2018-07-24,55000,60300,55000,57700,193416,P03,M00P03,M10P03,U04
8,2018-07-25,58200,58900,55700,56100,138363,M05,P00M05,S00M05,T01
9,2018-07-26,56500,57100,55800,56100,91464,M05,M00M05,S03M05,U04
10,2018-07-27,56300,59400,55400,57300,92347,P05,M00P05,M10P05,D04
11,2018-07-30,58200,58600,57000,58000,108242,M05,P00M05,S01M05,D04
12,2018-07-31,54000,55000,52100,52900,373912,M05,M00M05,S05M05,D04
13,2018-08-01,53400,53400,50800,50800,192356,M00,M00M00,M10M00,U04
14,2018-08-02,51000,52100,50300,50400,82121,M05,M00M05,M10M05,U04
15,2018-08-03,50500,52100,50200,51600,64625,P05,M00P05,M10P05,U04
16,2018-08-06,52000,52400,51300,51900,37525,M05,P00M05,S01M05,U02
17,2018-08-07,51600,51900,50500,51000,64058,M05,M00M05,S05M05,U04
18,2018-08-08,50800,51900,50800,51400,44236,P03,M00P03,M10P03,U04
19,2018-08-09,51400,52000,49850,51300,97178,M05,P00M05,S00M05,U01
20,2018-08-10,51500,51800,49350,49350,85719,M03,M00M03,S03M03,U01
21,2018-08-13,48600,49200,47150,47600,66200,M05,M00M05,M10M05,D04
22,2018-08-14,47500,48100,46950,47100,51834,M05,M00M05,M10M05,T01
23,2018-08-16,47100,47200,45100,45200,73381,M05,M00M05,M10M05,D04
24,2018-08-17,45400,45700,43850,44250,136075,M05,M00M05,M10M05,U04
25,2018-08-20,44350,45300,44000,44550,45372,K00,M00K00,M10K00,U02
26,2018-08-21,44300,48600,44200,48150,160497,P05,K00P05,S01P05,U01
27,2018-08-22,48100,48450,46800,47050,76288,M05,P00M05,P10M05,U04
28,2018-08-23,47300,47600,45000,45200,81328,M05,M00M05,S06M05,U04
29,2018-08-24,44950,48550,44950,47900,81373,P03,M00P03,M10P03,T01
30,2018-08-27,48250,48250,46850,47800,35040,M02,P00M02,S02M02,U04
31,2018-08-28,47350,49300,47250,49150,87336,P05,M00P05,S03P05,U04
32,2018-08-29,48500,51700,48500,51000,71813,P03,P00P03,S02P03,U02
33,2018-08-30,51500,58200,51000,57600,493831,P15,P00P15,P10P15,U04
34,2018-08-31,57200,59200,55500,59200,130474,P01,P10P01,P10P01,T01
35,2018-09-03,59000,59800,56400,57700,72006,M05,P00M05,P10M05,T01
36,2018-09-04,57700,58200,55300,56000,103737,M05,M00M05,S06M05,U03
37,2018-09-05,56000,58700,55900,56200,97433,K02,M00K02,M10K02,T01
38,2018-09-06,58300,60500,56700,59600,160864,P05,K00P05,S00P05,D04
39,2018-09-07,59800,59900,57800,58800,52949,M05,P00M05,P10M05,D04
40,2018-09-10,58600,59400,56200,58200,50951,M05,M00M05,S03M05,T01
41,2018-09-11,57600,63600,57600,61100,169232,P03,M00P03,M10P03,U03
42,2018-09-12,61200,62900,59500,60200,95829,M05,P00M05,S02M05,U04
43,2018-09-13,60200,62400,59400,61000,92897,P05,M00P05,S03P05,T01
44,2018-09-14,61200,63000,60600,62300,61560,P05,P00P05,S00P05,U04
45,2018-09-17,62500,64200,61500,63100,76117,P05,P00P05,P10P05,T01
46,2018-09-18,63100,64500,61100,63500,88670,P05,P00P05,P10P05,D04
47,2018-09-19,63100,64800,60400,60900,107512,M05,P00M05,P10M05,U04
48,2018-09-20,61000,61000,57700,59200,136265,M01,M00M01,S07M01,T01
49,2018-09-21,59600,62500,58200,61200,80247,P05,M00P05,M10P05,U04
50,2018-09-27,61200,61800,58400,59000,64014,M05,P00M05,S01M05,T01
51,2018-09-28,59000,61100,58100,59400,67146,P05,M00P05,S07P05,U04
52,2018-10-01,58900,59400,56200,56900,73803,M05,P00M05,S00M05,U01
53,2018-10-02,56900,57400,55200,55200,69475,M03,M00M03,S07M03,T01
54,2018-10-04,55200,57200,51100,52400,77568,M05,M00M05,M10M05,U04
