,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2019-10-18,3570,4640,3570,4640,433,P10,,,U04
1,2019-10-21,6030,6030,6030,6030,131,K00,P10K00,,D04
2,2019-10-22,7830,7830,7830,7830,14,K00,K00K00,P10K00,U04
3,2019-10-23,10150,10150,10150,10150,273,K00,K00K00,P10K00,D04
4,2019-10-24,13150,13150,13150,13150,304,K00,K00K00,P10K00,U03
5,2019-10-25,17050,17050,17050,17050,293,K00,K00K00,P10K00,U04
6,2019-10-28,0,0,0,17050,0,P10,K00P10,P10P10,U04
7,2019-10-29,22150,22150,22150,22150,680,K00,P10K00,P10K00,U04
8,2019-10-30,28400,28750,21050,28750,532247,P02,K00P02,P10P02,D04
9,2019-10-31,0,0,0,28750,0,P10,P00P10,P10P10,U04
10,2019-11-01,31200,36400,29350,34000,480639,P05,P10P05,P10P05,T01
11,2019-11-04,35300,36800,28350,28350,347995,M13,P00M13,P10M13,U04
12,2019-11-05,27100,27550,22150,23000,291943,M15,M10M15,S07M15,U04
13,2019-11-06,22800,25900,21350,24000,303947,P05,M10P05,M10P05,T01
14,2019-11-07,23550,23550,20250,21350,136605,M01,P00M01,S00M01,D04
15,2019-11-08,20800,22850,20250,20850,150637,K02,M00K02,S07K02,U04
16,2019-11-11,20650,22400,19800,19850,110751,M05,K00M05,S08M05,U04
17,2019-11-12,20450,20500,18100,18700,74621,M05,M00M05,S07M05,T01
18,2019-11-13,18700,19350,17850,18650,60486,M05,M00M05,M10M05,U03
19,2019-11-14,18650,18900,17850,18600,51540,M05,M00M05,M10M05,T01
20,2019-11-15,19900,21100,18500,19600,209556,M05,M00M05,S04M05,T01
21,2019-11-18,20200,20400,18650,19050,68666,M05,M00M05,M10M05,U04
22,2019-11-19,18200,19300,17600,18050,57057,M05,M00M05,M10M05,U02
23,2019-11-20,17550,18150,16900,17000,28829,M05,M00M05,M10M05,U03
24,2019-11-21,17100,17300,15700,15900,32210,M05,M00M05,M10M05,D04
25,2019-11-22,15550,15900,15050,15650,22456,P05,M00P05,M10P05,T01
26,2019-11-25,15950,16750,15550,16250,16074,P05,P00P05,S08P05,U02
27,2019-11-26,16000,16150,15300,15750,14452,M05,P00M05,P10M05,U04
28,2019-11-27,15750,16700,15000,16550,21431,P05,M00P05,S07P05,U03
29,2019-11-28,16300,16500,15450,15450,17378,M03,P00M03,S02M03,U03
30,2019-11-29,15400,15700,13900,14550,16316,M05,M00M05,S07M05,U04
31,2019-12-02,14150,14900,13500,14300,31313,P05,M00P05,M10P05,D04
32,2019-12-03,14000,18550,13650,18550,217178,P11,P00P11,S08P11,D04
33,2019-12-04,20100,22100,16300,16800,666852,M15,P10M15,P10M15,D04
34,2019-12-05,16350,16800,14100,15000,136457,M05,M10M05,S03M05,U04
35,2019-12-06,14750,17450,14200,14750,444225,K02,M00K02,M10K02,U01
36,2019-12-09,15200,15400,14300,14550,96990,M05,K00M05,M10M05,U04
37,2019-12-10,14650,18900,14600,15100,845717,P05,M00P05,S07P05,D04
38,2019-12-11,15900,18600,15500,18200,691613,P15,P00P15,S01P15,T01
39,2019-12-12,18000,18700,16800,17600,169552,M05,P10M05,P10M05,U04
40,2019-12-13,18500,22850,18000,22850,586457,P11,M00P11,S06P11,U04
41,2019-12-16,26150,29700,24650,29700,985159,P11,P10P11,S01P11,U03
42,2019-12-17,28750,35500,27300,28250,1630921,M05,P10M05,P10M05,U04
43,2019-12-18,27500,31150,26450,26500,713353,M05,M00M05,S06M05,U02
44,2019-12-19,27450,28000,25250,25600,343968,M05,M00M05,M10M05,U01
45,2019-12-20,25800,26100,22500,23750,216354,M05,M00M05,M10M05,U04
46,2019-12-23,23050,24050,21450,21700,150620,M05,M00M05,M10M05,U04
47,2019-12-24,21500,26000,21300,23900,763196,P15,M00P15,M10P15,U03
48,2019-12-26,23800,28350,22000,24750,769718,P05,P10P05,S02P05,U01
49,2019-12-27,25400,28400,25100,25200,627503,M05,P00M05,P10M05,U04
50,2019-12-30,26300,27350,25200,25200,324015,M03,M00M03,S05M03,T01
51,2020-01-02,25600,26850,25250,25600,168179,K02,M00K02,M10K02,U04
52,2020-01-03,25700,28250,24700,25800,432192,K00,K00K00,M10K00,U04
53,2020-01-06,25000,26100,24300,24650,186429,M05,K00M05,S04M05,D04
54,2020-01-07,24500,25250,23850,23900,83944,M05,M00M05,S07M05,U04
55,2020-01-08,24150,24500,22050,22700,92914,M05,M00M05,M10M05,T01
56,2020-01-09,23450,24800,22950,23700,114625,P05,M00P05,M10P05,U04
57,2020-01-10,24500,24850,23200,23500,80285,M05,P00M05,S01M05,U04
58,2020-01-13,23950,23950,22750,22750,39745,M00,M00M00,S03M00,T01
59,2020-01-14,23100,25350,22800,23000,138190,M05,M00M05,M10M05,U04
60,2020-01-15,23300,23350,22700,22750,32461,M05,M00M05,M10M05,T01
61,2020-01-16,23150,23850,22700,23100,55494,M05,M00M05,M10M05,U01
62,2020-01-17,23500,23550,22350,22450,43645,M05,M00M05,M10M05,U04
63,2020-01-20,22400,22850,22000,22050,31962,M05,M00M05,M10M05,U04
64,2020-01-21,22100,22400,21000,21300,30885,M05,M00M05,M10M05,U04
65,2020-01-22,21400,24500,21250,22600,398782,P05,M00P05,M10P05,T01
66,2020-01-23,22950,23550,22300,22350,70940,M05,P00M05,S01M05,U02
67,2020-01-28,21250,23000,20700,22200,80125,P05,M00P05,S03P05,D04
68,2020-01-29,22400,23000,21650,21650,52160,M03,P00M03,S08M03,U04
69,2020-01-30,21500,26500,21400,23250,536951,P05,M00P05,S03P05,U01
70,2020-01-31,22950,23700,21450,21500,94084,M05,P00M05,S02M05,U03
71,2020-02-03,20500,22350,19950,20850,90803,P05,M00P05,S07P05,D04
72,2020-02-04,21650,24600,21500,22650,298868,P05,P00P05,S08P05,U04
73,2020-02-05,23700,25300,23150,24550,210479,P05,P00P05,P10P05,U04
74,2020-02-06,24150,24900,23900,24800,89624,P05,P00P05,P10P05,U04
75,2020-02-07,25300,25900,23900,24900,88756,M05,P00M05,P10M05,U04
76,2020-02-10,24400,24850,23800,24200,60099,M05,M00M05,S05M05,D04
77,2020-02-11,24200,27400,24050,25400,283240,P05,M00P05,M10P05,U04
78,2020-02-12,25400,25900,24600,25000,58030,M05,P00M05,S02M05,U02
79,2020-02-13,25700,25750,24200,24300,42406,M05,M00M05,S03M05,U04
80,2020-02-14,24950,26550,24500,25300,135515,P05,M00P05,M10P05,T01
81,2020-02-17,25450,25700,24800,25100,27084,M05,P00M05,S01M05,T01
82,2020-02-18,25300,25500,23900,24750,29429,M05,M00M05,S03M05,U03
83,2020-02-19,24900,25300,24000,24650,20011,M05,M00M05,M10M05,T01
84,2020-02-20,24900,24900,23900,24400,17351,M01,M00M01,M10M01,U04
85,2020-02-21,24300,24350,23000,23000,20971,M03,M00M03,M10M03,D04
86,2020-02-24,22500,22500,21300,21750,23868,M01,M00M01,M10M01,D04
87,2020-02-25,21750,22800,21100,22500,20268,P05,M00P05,M10P05,D04
88,2020-02-26,22350,23300,21900,22950,18751,P05,P00P05,S02P05,D04
89,2020-02-27,22650,23200,22050,22050,10873,M03,P00M03,P10M03,U03
90,2020-02-28,22050,22500,20600,21000,12381,M05,M00M05,S07M05,D04
91,2020-03-02,21000,22000,20700,21550,10374,P05,M00P05,M10P05,T01
92,2020-03-03,22300,22450,21500,21700,9716,M05,P00M05,S00M05,U04
93,2020-03-04,21200,22800,21000,22550,18131,P05,M00P05,S05P05,D04
94,2020-03-05,22550,23300,22350,22600,14389,K00,P00K00,S02K00,U04
95,2020-03-06,22100,22500,21700,21950,7066,M05,K00M05,P10M05,D04
96,2020-03-09,21950,21950,20350,20500,9587,M01,M00M01,S07M01,D04
97,2020-03-10,19550,21200,19350,20600,15208,P05,M00P05,M10P05,D04
98,2020-03-11,21000,21000,18700,18750,16116,M11,P00M11,S00M11,U04
99,2020-03-12,18000,18900,15800,15800,37715,M13,M10M13,S07M13,D04
100,2020-03-13,13100,14550,12650,14000,38092,P05,M10P05,M10P05,D04
101,2020-03-16,14950,15400,13500,13500,22442,M03,P00M03,S08M03,U04
102,2020-03-17,12300,14800,12300,13800,17154,P13,M00P13,S03P13,D04
103,2020-03-18,14400,14400,12600,12600,17019,M10,P10M10,S00M10,U04
104,2020-03-19,13200,13200,9710,9940,39138,M11,M10M11,S03M11,D04
105,2020-03-20,10000,12900,9960,12900,128662,P11,M10P11,M10P11,U04
106,2020-03-23,12000,14200,11100,13100,97652,P05,P10P05,S01P05,D04
107,2020-03-24,13550,17000,13550,17000,30348,P10,P00P10,P10P10,T01
108,2020-03-25,18000,22000,17150,17900,177080,M05,P10M05,P10M05,U04
109,2020-03-26,18450,18450,17100,17500,54775,M01,M00M01,S05M01,D04
110,2020-03-27,19250,19450,15550,17600,86545,M05,M00M05,M10M05,U04
111,2020-03-30,16800,17750,16250,17750,27932,P01,M00P01,M10P01,D04
112,2020-03-31,18450,18450,16800,17750,37999,M01,P00M01,S00M01,U04
113,2020-04-01,17450,19900,17050,17100,129825,M05,M00M05,S03M05,D04
114,2020-04-02,17350,17650,16600,17300,22496,M05,M00M05,M10M05,D04
115,2020-04-03,18900,19850,17500,18250,72080,M05,M00M05,M10M05,U04
116,2020-04-06,19000,20900,18800,20050,80518,P05,M00P05,M10P05,D04
117,2020-04-07,20700,22050,19500,20150,46136,M05,P00M05,S01M05,U04
118,2020-04-08,21000,26150,20500,23400,462427,P15,M00P15,S05P15,D04
119,2020-04-09,26000,30400,24150,30050,539398,P15,P10P15,S01P15,U04
120,2020-04-10,27200,29900,23000,24100,571156,M15,P10M15,P10M15,U04
121,2020-04-13,25200,25900,22700,22950,83543,M05,M10M05,S07M05,U04
122,2020-04-14,26250,27200,23650,24700,290455,M05,M00M05,M10M05,U04
123,2020-04-16,26200,32100,24350,28950,883917,P15,M00P15,M10P15,D04
124,2020-04-17,28000,31500,26500,30100,372964,P05,P10P05,S01P05,U04
125,2020-04-20,28800,32650,28600,30700,307330,P05,P00P05,P10P05,U04
126,2020-04-21,29750,31300,27200,30000,225479,P05,P00P05,P10P05,D04
127,2020-04-22,28900,29300,28400,28450,72687,M05,P00M05,P10M05,D04
128,2020-04-23,29000,29000,27100,27500,47061,M01,M00M01,S07M01,U04
129,2020-04-24,27000,27150,25500,25900,41917,M05,M00M05,M10M05,T01
130,2020-04-27,26350,28850,26000,27500,66379,P05,M00P05,M10P05,U04
131,2020-04-28,27650,28350,26900,27600,36088,M05,P00M05,S01M05,U04
132,2020-04-29,27600,27950,27100,27600,15787,K00,M00K00,S05K00,D04
133,2020-05-04,26650,26950,26250,26350,15989,M05,K00M05,S04M05,D04
134,2020-05-06,26600,26850,25550,26450,15214,M05,M00M05,S07M05,U04
135,2020-05-07,26150,27950,26000,27650,16416,P05,M00P05,M10P05,U04
136,2020-05-08,28500,28600,27500,27550,30959,M05,P00M05,S02M05,U04
137,2020-05-11,27550,34500,26650,31800,733784,P15,M00P15,S03P15,U04
138,2020-05-12,32200,34000,31300,31900,255859,M05,P10M05,S02M05,U04
139,2020-05-13,32700,41450,32100,39700,837095,P15,M00P15,S05P15,D04
140,2020-05-14,38600,45750,37950,39750,395202,P05,P10P05,S01P05,D04
141,2020-05-15,38800,41500,36800,39150,154011,P05,P00P05,P10P05,U04
142,2020-05-18,39150,47650,38250,43750,436265,P15,P00P15,P10P15,U04
143,2020-05-19,42650,45200,42600,42800,74267,K02,P10K02,P10K02,U04
144,2020-05-20,42650,45000,42450,43400,98308,P05,K00P05,P10P05,D04
145,2020-05-21,43900,44650,43300,43400,37664,M05,P00M05,P10M05,U04
146,2020-05-22,43950,43950,42550,43100,34682,M01,M00M01,S03M01,D04
147,2020-05-25,43400,46300,42950,44650,137766,P05,M00P05,M10P05,D04
148,2020-05-26,45100,47650,44750,45350,123031,P05,P00P05,S01P05,U04
149,2020-05-27,45400,45700,44450,44750,28337,M05,P00M05,P10M05,U03
150,2020-05-28,44850,45350,40500,41950,45306,M05,M00M05,S07M05,U04
151,2020-05-29,41850,43950,41650,42650,17390,P05,M00P05,M10P05,D04
152,2020-06-01,43400,44800,42800,43100,37262,M05,P00M05,S00M05,U04
153,2020-06-02,43350,44200,42700,43400,15942,K00,M00K00,S05K00,U04
154,2020-06-03,40850,42000,39500,40400,49001,M05,K00M05,S04M05,U04
155,2020-06-04,40400,40400,38450,38450,20759,M00,M00M00,S07M00,U04
156,2020-06-05,38650,44950,38350,41600,138204,P05,M00P05,M10P05,D04
157,2020-06-08,43000,43000,40800,41100,20676,M01,P00M01,S01M01,U04
158,2020-06-09,41300,42200,40400,41300,13296,K00,M00K00,S03K00,U04
159,2020-06-10,41300,46400,39700,42850,245571,P05,K00P05,M10P05,U04
160,2020-06-11,43700,47850,43100,44000,266709,P05,P00P05,P10P05,U04
161,2020-06-12,40500,57200,40500,57200,246565,P10,P00P10,P10P10,D04
162,2020-06-15,72800,73100,42700,44600,769582,M15,P10M15,P10M15,U04
163,2020-06-16,48100,51800,43300,46100,290774,M05,M10M05,S03M05,U04
164,2020-06-17,45350,49800,44450,45700,119228,P05,M00P05,M10P05,U04
165,2020-06-18,44800,47050,44100,44100,43013,M04,P00M04,S08M04,U02
166,2020-06-19,44500,45800,38400,40950,84761,M05,M00M05,S07M05,U04
167,2020-06-22,40350,41000,38800,39700,27972,M05,M00M05,M10M05,T01
168,2020-06-23,39700,43650,39700,41450,133409,P03,M00P03,M10P03,U04
169,2020-06-24,41450,41550,39400,39600,32487,M05,P00M05,S02M05,U04
170,2020-06-25,39250,39250,37800,37950,20936,M01,M00M01,S07M01,D04
171,2020-06-26,39000,39150,36100,37100,16279,M05,M00M05,M10M05,U04
172,2020-06-29,35600,36500,35100,35300,15430,M05,M00M05,M10M05,D04
173,2020-06-30,35700,36750,33800,34150,11421,M05,M00M05,M10M05,U04
174,2020-07-01,33950,35700,33350,33350,16119,M04,M00M04,M10M04,U04
175,2020-07-02,34500,43350,33000,43350,141716,P11,M00P11,M10P11,U04
176,2020-07-03,38250,42900,37800,37800,227241,M04,P10M04,S01M04,U04
177,2020-07-06,39100,40900,37500,38650,88915,M05,M00M05,S06M05,U04
178,2020-07-07,38900,39400,37700,37700,31932,M03,M00M03,M10M03,U04
179,2020-07-08,39800,41550,37200,38300,84365,M05,M00M05,M10M05,D04
180,2020-07-09,38500,40200,37550,39150,54311,P05,M00P05,M10P05,U04
181,2020-07-10,39050,39050,37550,37700,22302,M01,P00M01,S01M01,U04
182,2020-07-13,38100,39300,36900,37250,34033,M05,M00M05,S07M05,U04
183,2020-07-14,37300,38200,36500,36500,15043,M03,M00M03,M10M03,D04
184,2020-07-15,37500,37550,36100,36250,12103,M05,M00M05,M10M05,U04
185,2020-07-16,36950,37950,36050,36250,14991,M05,M00M05,M10M05,U04
186,2020-07-17,36350,37400,36300,36700,10442,P05,M00P05,M10P05,D04
187,2020-07-20,37000,37600,36100,36450,8997,M05,P00M05,S01M05,U04
188,2020-07-21,36450,41600,36200,39150,175473,P05,M00P05,S03P05,U04
189,2020-07-22,38700,39000,37450,38200,22388,M05,P00M05,S02M05,D04
190,2020-07-23,38150,38600,36550,37100,19916,M05,M00M05,S06M05,U03
191,2020-07-24,37000,37500,36000,36000,17422,M03,M00M03,M10M03,D04
192,2020-07-27,36900,37100,35750,36300,10117,M05,M00M05,M10M05,D04
193,2020-07-28,37000,38650,36500,37700,59460,P05,M00P05,M10P05,U04
194,2020-07-29,39400,39400,37200,37200,27946,M00,P00M00,S01M00,D04
195,2020-07-30,37050,38400,37000,37000,9255,M04,M00M04,S03M04,U04
196,2020-07-31,37950,38700,36750,37700,11405,M05,M00M05,M10M05,U04
197,2020-08-03,37400,38550,36100,37250,24841,M05,M00M05,M10M05,U04
198,2020-08-04,38000,38000,36950,36950,9186,M00,M00M00,M10M00,U04
199,2020-08-05,36750,37700,36300,37100,9931,P05,M00P05,M10P05,U04
200,2020-08-06,37250,40950,37100,37600,73989,P05,P00P05,S00P05,U04
201,2020-08-07,38550,38550,37200,38000,21265,M01,P00M01,P10M01,U04
202,2020-08-10,39000,41050,38350,40000,115925,P05,M00P05,S05P05,D04
203,2020-08-11,40500,41850,38600,39500,65738,M05,P00M05,S01M05,D04
204,2020-08-12,38900,39500,38100,38550,23174,M05,M00M05,S03M05,D04
205,2020-08-13,38600,39400,38100,38350,13510,M05,M00M05,M10M05,U04
206,2020-08-14,38350,39000,38050,38100,8502,M05,M00M05,M10M05,U03
207,2020-08-18,39550,39550,35650,36300,12034,M01,M00M01,M10M01,U04
208,2020-08-19,36300,37850,36000,36350,7157,K02,M00K02,M10K02,U04
209,2020-08-20,36600,37250,34000,34000,10686,M03,K00M03,S00M03,D04
210,2020-08-21,33300,34750,33200,33400,11105,K02,M00K02,S07K02,U04
211,2020-08-24,33150,33700,32600,33050,8302,M05,K00M05,S08M05,U04
212,2020-08-25,33200,34350,33200,33500,5502,P04,M00P04,S07P04,U04
213,2020-08-26,33600,34300,30600,32450,26187,M05,P00M05,S01M05,U04
214,2020-08-27,32150,33450,32100,32100,10999,M04,M00M04,S07M04,U04
215,2020-08-28,32150,33350,31700,32100,12480,M05,M00M05,M10M05,D04
216,2020-08-31,32100,33050,32100,32300,5997,P04,M00P04,S04P04,U04
217,2020-09-01,32300,32750,32000,32450,4598,K00,P00K00,S04K00,U04
218,2020-09-02,33250,33250,32050,32700,4858,M01,K00M01,P10M01,U04
219,2020-09-03,32900,34950,32150,33950,28596,P05,M00P05,S05P05,U04
220,2020-09-04,33500,38000,31000,34050,78300,P05,P00P05,S01P05,D04
221,2020-09-07,44250,44250,43150,44250,186747,K01,P00K01,P10K01,D04
222,2020-09-08,42600,52800,40700,41450,764763,M05,K00M05,P10M05,D04
223,2020-09-09,39400,41500,38200,38500,86946,M05,M00M05,S07M05,D04
224,2020-09-10,39050,39700,36250,37350,34417,M05,M00M05,M10M05,U04
225,2020-09-11,36150,37000,35000,36050,25178,M05,M00M05,M10M05,D04
226,2020-09-14,36450,39700,35550,37450,85463,P05,M00P05,M10P05,D04
227,2020-09-15,37400,37800,36200,36750,13413,M05,P00M05,S01M05,U04
228,2020-09-16,36750,37400,35900,35950,19675,M05,M00M05,S06M05,U04
229,2020-09-17,36500,36700,35200,35300,8752,M05,M00M05,M10M05,D04
230,2020-09-18,35200,36150,34850,35600,8079,P05,M00P05,M10P05,D04
231,2020-09-21,35600,36250,34850,35000,8705,M05,P00M05,S00M05,D04
232,2020-09-22,34500,42000,33600,42000,158341,P11,M00P11,S07P11,T01
233,2020-09-23,39000,40050,37100,38050,97338,M05,P10M05,S02M05,U04
234,2020-09-24,36950,37950,35500,35500,31447,M03,M00M03,S06M03,D04
235,2020-09-25,35300,36500,34700,34700,14219,M04,M00M04,M10M04,U04
236,2020-09-28,34700,35500,34600,34600,12427,M04,M00M04,M10M04,U04
237,2020-09-29,34800,38250,34800,35500,38869,P04,M00P04,M10P04,U04
238,2020-10-05,35050,35900,35050,35300,5833,P04,P00P04,S01P04,D04
239,2020-10-06,35650,35700,35000,35450,4874,M05,P00M05,P10M05,U04
240,2020-10-07,35050,36100,35050,35900,4155,P03,M00P03,S05P03,D04
