,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2012-01-02,120500,122500,120000,122500,123725,P01,,,
1,2012-01-03,121000,126500,121000,126000,2277,P03,P00P03,,
2,2012-01-04,124000,126000,124000,126000,861,P00,P00P00,P10P00,U04
3,2012-01-05,126000,127500,125000,127500,2236,P01,P00P01,P10P01,T01
4,2012-01-06,126500,127500,126500,127500,22,P00,P00P00,P10P00,U04
5,2012-01-09,128000,128000,122000,124500,109,M01,P00M01,P10M01,U02
6,2012-01-10,124500,127000,123500,127000,1157,P01,M00P01,S07P01,U01
7,2012-01-11,124000,126500,122500,125000,7524,P05,P00P05,S00P05,U04
8,2012-01-12,125000,125500,120500,122000,4140,M05,P00M05,P10M05,U04
9,2012-01-13,122000,123000,121500,122000,1938,K00,M00K00,S07K00,U04
10,2012-01-16,122000,122000,121500,122000,305,K01,K00K01,M10K01,U04
11,2012-01-17,123500,123500,122000,122500,1350,M01,K00M01,S04M01,D04
12,2012-01-18,122500,123000,122000,122500,320,K00,M00K00,S05K00,U04
13,2012-01-19,123000,125000,122500,125000,603,P01,K00P01,S04P01,U04
14,2012-01-20,122500,122500,120000,122000,2273,M02,P00M02,P10M02,U04
15,2012-01-25,122000,123500,121000,122000,781,K00,M00K00,S07K00,U01
16,2012-01-26,121500,122000,121500,122000,95,K01,K00K01,S04K01,U04
17,2012-01-27,122000,122000,120500,122000,439,K01,K00K01,S04K01,D04
18,2012-01-30,122000,124000,120000,120500,4220,M05,K00M05,S04M05,U04
19,2012-01-31,121500,122000,119500,121500,2138,K01,M00K01,S07K01,T01
20,2012-02-01,121000,121500,120000,121000,17756,K00,K00K00,M10K00,U01
21,2012-02-02,120500,120500,119500,120000,63727,M01,K00M01,S04M01,U04
22,2012-02-03,120500,122000,120000,121000,2503,K00,M00K00,S04K00,U04
23,2012-02-06,121000,123000,118500,120500,10911,M05,K00M05,S04M05,U04
24,2012-02-07,120500,121000,119500,120500,3434,K00,M00K00,S04K00,T01
