,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2017-04-11,18400,23650,13700,21550,1555005,P15,,,U01
1,2017-04-12,21500,24150,19750,20450,1189603,M05,P10M05,,T01
2,2017-04-13,20000,20700,17200,17800,575045,M15,M00M15,S06M15,D04
3,2017-04-14,17500,23100,16550,19100,1159930,P05,M10P05,M10P05,D04
4,2017-04-17,19100,21300,17850,18100,585832,M05,P00M05,S00M05,D04
5,2017-04-18,18450,18500,17050,17550,203649,M05,M00M05,S03M05,U04
6,2017-04-19,17650,17800,16300,16450,120162,M05,M00M05,M10M05,T01
7,2017-04-20,16700,17000,15650,16350,148678,M05,M00M05,M10M05,U03
8,2017-04-21,16050,16700,15800,15900,53513,M05,M00M05,M10M05,U04
9,2017-04-24,16150,16150,14250,14550,100831,M01,M00M01,M10M01,T01
10,2017-04-25,14700,14950,14000,14150,91601,M05,M00M05,M10M05,U04
11,2017-04-26,14150,14350,13750,13900,67106,M05,M00M05,M10M05,U04
12,2017-04-27,13800,17250,13800,15500,710823,P14,M00P14,M10P14,T01
13,2017-04-28,15700,16600,14150,14450,194979,M05,P10M05,S02M05,U04
14,2017-05-02,14450,14600,13950,14050,40583,M05,M00M05,S03M05,U04
15,2017-05-04,14150,14350,13950,14150,24433,K00,M00K00,M10K00,D04
16,2017-05-08,14250,14650,13950,14000,22080,M05,K00M05,M10M05,U04
17,2017-05-10,14000,14300,13850,14000,27416,K00,M00K00,S07K00,U04
18,2017-05-11,14000,14100,13600,13800,29534,M05,K00M05,M10M05,U02
19,2017-05-12,13750,13950,13300,13800,18308,K01,M00K01,S07K01,T01
20,2017-05-15,14000,14000,13550,13650,7049,M01,K00M01,S08M01,U01
21,2017-05-16,13800,13850,13450,13550,14052,M05,M00M05,S07M05,U04
22,2017-05-17,13550,13750,13250,13450,10384,M05,M00M05,M10M05,U04
23,2017-05-18,13200,13500,12900,13200,18221,K00,M00K00,M10K00,D04
24,2017-05-19,13150,14250,13150,13450,62410,P04,K00P04,M10P04,U04
25,2017-05-22,14100,14100,13450,13550,19574,M01,P00M01,P10M01,U04
26,2017-05-23,13450,13900,13250,13650,16744,P05,M00P05,S05P05,U04
27,2017-05-24,13700,13900,13500,13550,15864,M05,P00M05,S00M05,U01
28,2017-05-25,13650,14500,13400,13650,75485,K02,M00K02,S03K02,U04
29,2017-05-26,13750,13800,13350,13600,26113,M05,K00M05,M10M05,U04
30,2017-05-29,13600,13900,13400,13600,36168,K00,M00K00,S07K00,U04
