,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2012-01-02,106000,107000,105000,105500,17800,M05,,,
1,2012-01-03,106500,108000,105500,107000,40299,K00,M00K00,,
2,2012-01-04,107500,108000,106000,106000,24646,M03,K00M03,S01M03,U04
3,2012-01-05,107000,109500,106500,108500,28142,P05,M00P05,S07P05,T01
4,2012-01-06,107500,108000,106000,107500,13483,K00,P00K00,S01K00,U04
5,2012-01-09,106500,107000,104000,107000,16320,K01,K00K01,P10K01,U02
6,2012-01-10,107000,108000,107000,107500,15475,K00,K00K00,S04K00,U01
7,2012-01-11,107500,108500,106000,106500,17393,M05,K00M05,S04M05,U04
8,2012-01-12,106000,109500,106000,109500,38053,P00,M00P00,S04P00,U04
9,2012-01-13,109000,111500,109000,110000,43577,P03,P00P03,S02P03,U04
10,2012-01-16,109000,110500,108500,110500,22201,P01,P00P01,P10P01,U04
11,2012-01-17,111000,112500,111000,112500,55044,P00,P00P00,P10P00,D04
12,2012-01-18,112500,115500,111000,115000,74418,P05,P00P05,P10P05,U04
13,2012-01-19,116000,117500,114000,117000,55670,P05,P00P05,P10P05,U04
14,2012-01-20,116500,120000,116500,119500,67560,P03,P00P03,P10P03,U04
15,2012-01-25,118500,120000,116500,117500,23378,M05,P00M05,P10M05,U01
16,2012-01-26,117500,117500,114500,115500,39561,M01,M00M01,S06M01,U04
17,2012-01-27,115500,120000,115500,119000,36348,P03,M00P03,M10P03,D04
18,2012-01-30,119000,119000,115500,116500,17958,M01,P00M01,S02M01,U04
19,2012-01-31,116000,120000,116000,120000,30643,P00,M00P00,S03P00,T01
20,2012-02-01,120000,123000,119000,123000,29051,P01,P00P01,S02P01,U01
21,2012-02-02,124500,130000,124500,130000,71325,P00,P00P00,P10P00,U04
22,2012-02-03,130000,130000,125500,127000,30923,M01,P00M01,P10M01,U04
23,2012-02-06,129000,130500,126000,127000,27038,M05,M00M05,S03M05,U04
24,2012-02-07,127000,127500,124500,127000,34418,K01,M00K01,M10K01,T01
25,2012-02-08,128000,130000,126500,130000,35969,P01,K00P01,M10P01,U01
26,2012-02-09,131000,133500,130500,133500,54082,P01,P00P01,P10P01,U04
27,2012-02-10,132500,133000,129000,129500,27568,M05,P00M05,P10M05,U04
28,2012-02-13,130000,130000,126500,128500,22080,M01,M00M01,S07M01,D04
29,2012-02-14,127500,130500,127000,129000,19939,P05,M00P05,M10P05,U04
30,2012-02-15,128000,130500,127500,130000,17017,P05,P00P05,S00P05,T01
31,2012-02-16,127500,128000,125000,125500,25999,M05,P00M05,P10M05,D04
32,2012-02-17,127000,129000,126500,128500,26721,P05,M00P05,S07P05,U04
33,2012-02-20,130500,132000,129000,130500,34452,K00,P00K00,S01K00,U04
34,2012-02-21,130000,130500,126000,128500,26151,M05,K00M05,P10M05,T01
35,2012-02-22,128500,129000,124000,125500,37415,M05,M00M05,S07M05,T01
36,2012-02-23,125500,126000,123000,126000,20582,K01,M00K01,M10K01,D04
37,2012-02-24,125000,126000,123000,124500,20780,M05,K00M05,S00M05,U04
38,2012-02-27,124000,124500,119000,120000,25307,M05,M00M05,S07M05,U03
39,2012-02-28,120000,121000,118500,120500,18531,K01,M00K01,M10K01,U01
40,2012-02-29,121500,124500,120500,124500,30553,P01,K00P01,S00P01,U04
41,2012-03-02,124500,126000,121500,125000,18098,K01,P00K01,P10K01,U04
42,2012-03-05,124000,124000,118500,119000,41086,M01,K00M01,P10M01,D04
43,2012-03-06,118000,120000,116000,120000,19557,P01,M00P01,S07P01,D04
44,2012-03-07,118000,118500,116500,116500,15636,M03,P00M03,S00M03,D04
45,2012-03-08,117500,119000,115500,119000,13083,P01,M00P01,S07P01,U04
46,2012-03-09,120500,120500,117000,119000,10978,M01,P00M01,S01M01,U04
47,2012-03-12,118500,118500,113500,113500,33885,M00,M00M00,S03M00,U04
48,2012-03-13,114000,116500,114000,116500,11294,P00,M00P00,M10P00,T01
49,2012-03-14,118000,119000,116500,116500,25070,M03,P00M03,S01M03,U04
50,2012-03-15,116000,117500,113000,114500,22235,M05,M00M05,S03M05,T01
51,2012-03-16,115000,116500,113000,116500,14185,P01,M00P01,M10P01,U04
52,2012-03-19,116000,118000,115500,118000,10916,P01,P00P01,S01P01,T01
53,2012-03-20,116500,118000,116500,118000,11731,P00,P00P00,P10P00,U04
54,2012-03-21,117500,117500,115000,115500,12330,M01,P00M01,P10M01,T01
55,2012-03-22,115000,115500,111500,112500,22231,M05,M00M05,S07M05,U01
56,2012-03-23,111000,114500,108000,113000,24378,P05,M00P05,M10P05,D04
57,2012-03-26,113000,113000,108000,108500,15076,M01,P00M01,S00M01,U02
58,2012-03-27,110000,113000,108500,113000,15327,P01,M00P01,S07P01,U04
59,2012-03-28,112500,114000,109500,113000,14318,K01,P00K01,S01K01,T01
60,2012-03-29,112000,113000,110000,113000,23821,P01,K00P01,P10P01,D04
61,2012-03-30,112000,116000,112000,116000,25198,P00,P00P00,S04P00,D04
62,2012-04-02,116500,117500,113500,115000,15553,M05,P00M05,P10M05,T01
63,2012-04-03,116500,117000,113500,114500,15645,M05,M00M05,S03M05,U04
64,2012-04-04,113500,114000,111500,112000,6613,M05,M00M05,M10M05,T01
65,2012-04-05,112000,112500,109000,110000,15163,M05,M00M05,M10M05,D04
66,2012-04-06,109000,113500,109000,111500,13433,P03,M00P03,M10P03,D04
67,2012-04-09,110500,112500,107500,107500,22771,M03,P00M03,S00M03,U04
68,2012-04-10,108000,110500,107000,109000,19032,P05,M00P05,S07P05,D04
69,2012-04-12,109500,111000,108500,111000,23371,P01,P00P01,S01P01,U04
70,2012-04-13,111500,112500,107500,109000,54228,M05,P00M05,P10M05,U04
71,2012-04-16,107500,108000,104000,106000,75416,M05,M00M05,S07M05,D04
72,2012-04-17,106500,107000,103500,105000,17337,M05,M00M05,M10M05,D04
73,2012-04-18,107500,107500,103500,105000,28112,M01,M00M01,M10M01,U04
74,2012-04-19,104500,106500,104000,105000,13945,K00,M00K00,M10K00,D04
75,2012-04-20,101500,101500,97600,99100,85079,M01,K00M01,S08M01,D04
76,2012-04-23,98200,99400,98200,99300,12345,P03,M00P03,S07P03,T01
77,2012-04-24,98500,98500,95700,96000,34653,M01,P00M01,S00M01,D04
78,2012-04-25,96100,96600,94000,95000,44677,M05,M00M05,S07M05,D04
79,2012-04-26,96000,97200,94100,94300,32967,M05,M00M05,M10M05,U04
80,2012-04-27,94000,94600,91000,91800,46959,M05,M00M05,M10M05,U04
81,2012-04-30,91500,91700,85900,87200,95079,M05,M00M05,M10M05,U04
82,2012-05-02,87600,91600,87400,90100,45177,P05,M00P05,M10P05,U02
83,2012-05-03,90200,93000,90200,92500,19273,P03,P00P03,S01P03,U04
84,2012-05-04,92400,94300,91500,94000,27961,P05,P00P05,P10P05,D04
85,2012-05-07,93000,93600,92500,93000,21712,K00,P00K00,P10K00,D04
86,2012-05-08,93100,94000,93000,93700,19390,P05,K00P05,P10P05,U01
87,2012-05-09,93600,93600,89300,89600,23575,M01,P00M01,S04M01,D04
88,2012-05-10,89500,90900,87500,90500,16174,P05,M00P05,S07P05,D04
89,2012-05-11,90500,90700,87000,87700,20981,M05,P00M05,S00M05,T01
90,2012-05-14,86900,88300,86000,86900,17712,K00,M00K00,S07K00,T01
91,2012-05-15,85000,85800,82500,85800,58257,P02,K00P02,M10P02,D04
92,2012-05-16,85100,86900,83900,84200,26928,M05,P00M05,P10M05,D04
93,2012-05-17,85000,87900,84800,87200,26554,P05,M00P05,S07P05,D04
94,2012-05-18,85700,87100,85200,85500,24169,M05,P00M05,S01M05,D04
95,2012-05-21,86300,86500,83900,86400,12454,K01,M00K01,S06K01,D04
96,2012-05-22,87400,87500,86300,87000,12895,M05,K00M05,S01M05,U04
97,2012-05-23,87000,87000,85200,85700,8198,M01,M00M01,S05M01,D04
98,2012-05-24,86400,86400,84700,85400,16794,M01,M00M01,M10M01,U04
99,2012-05-25,85400,88400,85200,87700,24328,P05,M00P05,M10P05,D04
100,2012-05-29,87600,90200,86000,90200,17179,P01,P00P01,S02P01,T01
101,2012-05-30,90100,90200,89100,90200,14082,K01,P00K01,P10K01,U04
102,2012-05-31,89200,91400,87600,91400,16170,P01,K00P01,P10P01,D04
103,2012-06-01,90200,90200,87700,87700,7918,M00,P00M00,P10M00,D04
104,2012-06-04,84900,85000,82700,83700,23248,M05,M00M05,S07M05,D04
105,2012-06-05,84000,84500,83100,84000,10022,K00,M00K00,M10K00,U04
106,2012-06-07,85800,86400,84600,84600,24937,M03,K00M03,M10M03,U04
107,2012-06-08,85900,86200,83700,84600,11453,M05,M00M05,S05M05,D04
108,2012-06-11,85500,88600,85500,88600,18049,P00,M00P00,M10P00,U04
109,2012-06-12,86600,88000,86000,87800,11004,P05,P00P05,S01P05,D04
110,2012-06-13,88700,88700,85800,86500,15302,M01,P00M01,P10M01,U04
111,2012-06-14,86500,87800,85900,87800,7330,P01,M00P01,S07P01,D04
112,2012-06-15,87300,88000,86600,88000,10770,P01,P00P01,S00P01,U04
113,2012-06-18,91200,91200,89300,89400,14730,M01,P00M01,P10M01,U04
114,2012-06-19,88500,89500,88300,89500,9259,P01,M00P01,S05P01,U04
115,2012-06-20,90600,90600,89200,89400,5880,M01,P00M01,S00M01,U04
116,2012-06-21,88500,89300,87000,88200,7760,M05,M00M05,S03M05,T01
117,2012-06-22,86200,86200,85000,86000,8101,M02,M00M02,M10M02,D04
118,2012-06-25,86000,86000,85000,86000,7953,K01,M00K01,M10K01,U04
119,2012-06-26,84800,87300,84800,86700,28891,P03,K00P03,S04P03,D04
120,2012-06-27,86700,87900,86000,87700,18100,P05,P00P05,P10P05,U04
121,2012-06-28,88000,88300,86900,87800,9079,M05,P00M05,P10M05,U04
122,2012-06-29,87100,88300,86200,88300,10430,P01,M00P01,S05P01,D04
123,2012-07-02,88800,89300,88500,88500,5756,M03,P00M03,S02M03,U04
124,2012-07-03,88400,92600,88400,92600,20512,P00,M00P00,S05P00,U04
125,2012-07-04,92900,94000,92400,92800,22062,M05,P00M05,S02M05,U04
126,2012-07-05,92600,94800,92600,94800,28356,P00,M00P00,S05P00,U04
127,2012-07-06,94700,94700,92700,94000,24662,M01,P00M01,S02M01,T01
128,2012-07-09,92700,93700,91600,91800,14351,M05,M00M05,S06M05,D04
129,2012-07-10,91800,92200,90200,91200,7712,M05,M00M05,M10M05,T01
130,2012-07-11,91100,92000,90200,90200,14698,M03,M00M03,M10M03,D04
131,2012-07-12,90500,90900,88700,88700,13295,M03,M00M03,M10M03,D04
132,2012-07-13,89000,89700,86800,89500,11648,P05,M00P05,M10P05,D04
133,2012-07-16,90400,91200,90100,91000,18508,P05,P00P05,S01P05,U04
134,2012-07-17,90300,93900,90200,93400,22849,P05,P00P05,P10P05,D04
135,2012-07-18,92600,94000,92400,92600,24844,K02,P00K02,P10K02,U04
136,2012-07-19,93400,94500,92000,92800,40139,M05,K00M05,P10M05,U04
137,2012-07-20,93200,94900,92800,94700,58881,P05,M00P05,S04P05,U04
138,2012-07-23,94000,94000,91600,92500,28640,M01,P00M01,S01M01,D04
139,2012-07-24,90800,92000,89500,90500,30100,M05,M00M05,S07M05,D04
140,2012-07-25,89400,91600,88800,90100,23750,P05,M00P05,M10P05,D04
141,2012-07-26,90800,93500,90600,93500,26318,P01,P00P01,S08P01,D04
142,2012-07-27,94200,94800,93700,94700,22331,P05,P00P05,P10P05,U04
143,2012-07-30,95000,95800,93900,94900,12524,M05,P00M05,P10M05,U04
144,2012-07-31,94800,97000,94800,96600,17207,P03,M00P03,S04P03,D04
145,2012-08-01,95600,97100,94800,97100,20399,P01,P00P01,S02P01,T01
146,2012-08-02,96900,97300,95300,96800,12627,M05,P00M05,P10M05,D04
147,2012-08-03,95100,95700,94700,95500,12176,K01,M00K01,S06K01,D04
148,2012-08-06,96900,99300,96900,98800,22743,P03,K00P03,S08P03,U04
149,2012-08-07,98300,98900,98100,98900,4771,P01,P00P01,P10P01,U04
150,2012-08-08,99400,100500,98900,99400,13486,K00,P00K00,P10K00,U04
151,2012-08-09,99800,102000,99200,102000,15209,P01,K00P01,P10P01,T01
152,2012-08-10,101500,102000,99900,102000,15690,K01,P00K01,P10K01,U03
153,2012-08-13,101000,102000,98900,98900,13590,M03,K00M03,P10M03,U01
154,2012-08-14,99400,101000,99000,101000,11653,P01,M00P01,S07P01,U01
155,2012-08-16,101000,101500,100000,101000,6643,K00,P00K00,S01K00,U04
156,2012-08-17,102000,102500,101500,102000,12889,K00,K00K00,P10K00,U04
157,2012-08-20,102000,102500,99700,100000,14415,M05,K00M05,S04M05,U04
158,2012-08-21,99400,99900,98400,99400,12446,K00,M00K00,S07K00,T01
159,2012-08-22,98900,99500,97800,99400,10134,P05,K00P05,M10P05,D04
160,2012-08-23,98500,98500,95900,96500,37246,M01,P00M01,S04M01,U03
161,2012-08-24,96000,97300,95200,97000,15380,P05,M00P05,S07P05,D04
162,2012-08-27,96000,98100,96000,97800,7882,P03,P00P03,S00P03,U04
163,2012-08-28,97800,97800,95000,96000,18220,M01,P00M01,P10M01,U02
164,2012-08-29,95300,95300,93300,93800,24478,M01,M00M01,S07M01,U02
165,2012-08-30,93500,93500,89900,90800,36890,M01,M00M01,M10M01,U02
166,2012-08-31,90500,91500,89900,90900,21335,K00,M00K00,M10K00,D04
167,2012-09-03,91100,92800,90600,91900,16956,P05,K00P05,S00P05,D04
168,2012-09-04,91200,93000,91200,92500,12100,P03,P00P03,P10P03,U04
169,2012-09-05,92400,92400,89700,90400,11514,M01,P00M01,P10M01,U03
170,2012-09-06,91000,91500,90400,90600,5133,M05,M00M05,S07M05,T01
171,2012-09-07,92700,94500,92100,94300,23482,P05,M00P05,M10P05,U04
172,2012-09-10,94300,94800,93800,94600,13231,K01,P00K01,S01K01,T01
173,2012-09-11,94800,95800,94200,95800,21506,P01,K00P01,P10P01,D04
174,2012-09-12,95800,97200,95800,97100,15929,P03,P00P03,P10P03,T01
175,2012-09-13,96900,97400,95400,97400,11043,P02,P00P02,P10P02,U04
176,2012-09-14,98700,100500,98300,100500,36551,P01,P00P01,P10P01,U04
177,2012-09-17,101000,102500,100500,101500,32859,K00,P00K00,P10K00,U04
178,2012-09-18,100500,101500,100500,101500,28828,P00,K00P00,P10P00,T01
179,2012-09-19,101000,101000,99200,100000,18926,M01,P00M01,S04M01,T01
180,2012-09-20,99800,99800,97800,98800,14721,M01,M00M01,S07M01,U02
181,2012-09-21,98800,99800,98200,99700,7052,P05,M00P05,M10P05,T01
