,date,open,high,low,close,volume,pattern1,pattern2,pattern3,nasdaq
0,2012-01-02,11000,11150,10800,11000,560,K00,,,
1,2012-01-03,11450,11450,10600,10900,440,M01,K00M01,,
2,2012-01-04,10900,10900,10700,10850,1880,M02,M00M02,S07M02,U02
3,2012-01-05,10800,10800,10550,10750,1730,M02,M00M02,M10M02,T01
4,2012-01-06,10550,10900,10550,10900,640,P00,M00P00,M10P00,U01
5,2012-01-09,10600,10800,10600,10800,6310,P00,P00P00,S02P00,T01
6,2012-01-10,10700,11250,10700,11200,8170,P03,P00P03,P10P03,T01
7,2012-01-11,11300,11300,10950,11100,90,M01,P00M01,P10M01,U01
8,2012-01-12,11100,11150,10750,10850,1015,M05,M00M05,S03M05,U01
9,2012-01-13,10700,11100,10700,10750,1031,K02,M00K02,M10K02,U01
10,2012-01-16,10800,10800,10550,10800,250,K01,K00K01,S08K01,U01
11,2012-01-17,10800,11150,10500,10850,810,K00,K00K00,S04K00,D01
12,2012-01-18,11100,11100,10700,10800,700,M01,K00M01,S04M01,U01
13,2012-01-19,11100,11100,10450,10450,3657,M00,M00M00,S07M00,U02
14,2012-01-20,10500,10700,10350,10600,340,P05,M00P05,M10P05,U01
15,2012-01-25,10950,11150,10700,11000,14591,K00,P00K00,S01K00,T01
16,2012-01-26,11200,11600,11000,11400,12622,P05,K00P05,P10P05,U02
17,2012-01-27,11400,12300,11400,11900,6990,P03,P00P03,P10P03,D01
18,2012-01-30,11900,12200,11700,11750,24319,M05,P00M05,P10M05,U01
19,2012-01-31,12000,12000,11750,11950,4400,M02,M00M02,S03M02,T01
20,2012-02-01,11900,12250,11900,12150,8860,P03,M00P03,M10P03,T01
21,2012-02-02,12000,12550,12000,12400,11878,P03,P00P03,S02P03,U02
22,2012-02-03,12600,12600,12350,12500,7700,M01,P00M01,P10M01,U01
23,2012-02-06,12550,12600,12400,12450,12610,M05,M00M05,S05M05,U02
24,2012-02-07,12550,12550,12250,12550,3350,K01,M00K01,M10K01,T01
25,2012-02-08,12500,12500,12300,12450,4530,M02,K00M02,S04M02,T01
26,2012-02-09,12450,12500,12400,12450,6760,K00,M00K00,S04K00,U01
27,2012-02-10,12450,13300,12200,12900,21640,P05,K00P05,S04P05,U01
28,2012-02-13,13150,13150,12800,12900,11765,M01,P00M01,P10M01,D01
29,2012-02-14,12950,13250,12900,13050,30290,P05,M00P05,S03P05,U01
30,2012-02-15,13400,13400,13000,13050,5590,M01,P00M01,S01M01,T01
31,2012-02-16,13050,13200,12850,12950,3080,M05,M00M05,S03M05,D01
32,2012-02-17,13200,13200,12850,13000,1621,M01,M00M01,M10M01,U02
33,2012-02-20,13000,13050,12700,13000,5250,K01,M00K01,M10K01,U02
34,2012-02-21,13300,13300,12900,13000,4900,M01,K00M01,M10M01,T01
35,2012-02-22,13000,13700,13000,13600,11590,P03,M00P03,S07P03,T01
36,2012-02-23,13250,13600,13250,13400,6780,P03,P00P03,S02P03,D01
37,2012-02-24,13550,13800,13500,13600,9330,K00,P00K00,P10K00,U01
38,2012-02-27,13750,13800,13500,13500,17940,M03,K00M03,P10M03,T01
39,2012-02-28,13400,14200,13400,14150,27840,P03,M00P03,S07P03,T01
40,2012-02-29,14100,14200,13800,14100,5503,K00,P00K00,S02K00,U01
41,2012-03-02,13950,14150,13850,14100,12490,P05,K00P05,P10P05,U01
42,2012-03-05,13850,14150,13850,14150,1820,P00,P00P00,P10P00,D01
