,date,close,open,change,nasdaq
62,2012-04-02,3091.57,3110.97,-0.0012,T01
63,2012-04-03,3119.7,3085.94,0.0091,U04
64,2012-04-04,3113.57,3119.65,-0.002,T01
65,2012-04-05,3068.09,3085.46,-0.0146,D04
66,2012-04-09,3080.5,3061.75,0.004,U04
67,2012-04-10,3047.08,3037.28,-0.0108,D04
68,2012-04-11,2991.22,3044.67,-0.0183,D04
69,2012-04-12,3016.46,3020.15,0.0084,U04
70,2012-04-13,3055.55,3023.11,0.013000000000000001,U04
71,2012-04-16,3011.33,3045.08,-0.014499999999999999,D04
72,2012-04-17,2988.4,3027.57,-0.0076,D04
73,2012-04-18,3042.82,3002.02,0.0182,U04
74,2012-04-19,3031.45,3031.82,-0.0037,D04
75,2012-04-20,3007.56,3028.2,-0.0079,D04
76,2012-04-23,3000.45,3023.73,-0.0024,T01
77,2012-04-24,2970.45,2969.0,-0.01,D04
78,2012-04-25,2961.6,2967.37,-0.003,D04
79,2012-04-26,3029.63,3013.65,0.023,U04
80,2012-04-27,3050.61,3029.62,0.0069,U04
81,2012-04-30,3069.2,3060.34,0.0060999999999999995,U04
82,2012-05-01,3046.36,3060.06,-0.0074,D04
83,2012-05-02,3050.44,3044.79,0.0013,U02
84,2012-05-03,3059.85,3035.07,0.0031,U04
85,2012-05-04,3024.3,3061.13,-0.0116,D04
86,2012-05-07,2956.34,3001.15,-0.0225,D04
87,2012-05-08,2957.76,2940.41,0.0005,U01
88,2012-05-09,2946.27,2939.36,-0.0039000000000000003,D04
89,2012-05-10,2934.71,2912.41,-0.0039000000000000003,D04
90,2012-05-11,2933.64,2950.21,-0.0004,T01
91,2012-05-14,2933.82,2919.35,0.0001,T01
92,2012-05-15,2902.58,2907.78,-0.0106,D04
93,2012-05-16,2893.76,2902.3,-0.003,D04
94,2012-05-17,2874.04,2904.67,-0.0068000000000000005,D04
95,2012-05-18,2813.69,2874.71,-0.021,D04
96,2012-05-21,2778.79,2814.43,-0.0124,D04
97,2012-05-22,2847.21,2782.55,0.0246,U04
98,2012-05-23,2839.08,2853.87,-0.0029,D04
99,2012-05-24,2850.12,2832.17,0.0039000000000000003,U04
100,2012-05-25,2839.38,2856.55,-0.0038,D04
101,2012-05-29,2837.53,2839.74,-0.0007000000000000001,T01
102,2012-05-30,2870.99,2853.27,0.0118,U04
103,2012-05-31,2837.36,2847.27,-0.011699999999999999,D04
104,2012-06-01,2827.34,2837.37,-0.0034999999999999996,D04
105,2012-06-04,2747.48,2810.13,-0.0282,D04
106,2012-06-05,2760.01,2747.61,0.0046,U04
107,2012-06-06,2778.11,2749.35,0.0066,U04
108,2012-06-07,2844.72,2796.23,0.024,U04
109,2012-06-08,2831.02,2872.05,-0.0048,D04
110,2012-06-11,2858.42,2823.82,0.0097,U04
111,2012-06-12,2809.73,2882.49,-0.017,D04
112,2012-06-13,2843.07,2815.84,0.011899999999999999,U04
113,2012-06-14,2818.61,2838.12,-0.0086,D04
114,2012-06-15,2836.33,2820.63,0.0063,U04
115,2012-06-18,2872.8,2839.4,0.0129,U04
116,2012-06-19,2895.33,2872.49,0.0078000000000000005,U04
117,2012-06-20,2929.76,2909.87,0.011899999999999999,U04
118,2012-06-21,2930.45,2932.96,0.0002,T01
119,2012-06-22,2859.09,2929.15,-0.024399999999999998,D04
120,2012-06-25,2892.42,2866.17,0.011699999999999999,U04
121,2012-06-26,2836.16,2863.89,-0.0195,D04
122,2012-06-27,2854.06,2845.4,0.0063,U04
123,2012-06-28,2875.32,2862.13,0.0074,U04
124,2012-06-29,2849.49,2853.89,-0.009000000000000001,D04
125,2012-07-02,2935.05,2902.44,0.03,U04
126,2012-07-03,2951.23,2938.41,0.0055000000000000005,U04
127,2012-07-05,2976.08,2950.81,0.0084,U04
128,2012-07-06,2976.12,2970.37,0.0,T01
129,2012-07-09,2937.33,2955.2,-0.013000000000000001,D04
130,2012-07-10,2931.77,2934.49,-0.0019,T01
131,2012-07-11,2902.33,2945.35,-0.01,D04
132,2012-07-12,2887.98,2898.77,-0.0049,D04
133,2012-07-13,2866.19,2867.08,-0.0075,D04
134,2012-07-16,2908.47,2874.06,0.0148,U04
135,2012-07-17,2896.94,2903.03,-0.004,D04
136,2012-07-18,2910.04,2911.46,0.0045000000000000005,U04
137,2012-07-19,2942.6,2904.24,0.011200000000000002,U04
138,2012-07-20,2965.9,2961.71,0.0079,U04
139,2012-07-23,2925.3,2957.02,-0.0137,D04
140,2012-07-24,2890.15,2877.51,-0.012,D04
141,2012-07-25,2862.99,2894.95,-0.009399999999999999,D04
142,2012-07-26,2854.24,2856.78,-0.0031,D04
143,2012-07-27,2893.25,2896.68,0.0137,U04
144,2012-07-30,2958.09,2906.5,0.022400000000000003,U04
145,2012-07-31,2945.84,2959.07,-0.0040999999999999995,D04
146,2012-08-01,2939.52,2945.08,-0.0021,T01
147,2012-08-02,2920.21,2956.72,-0.0066,D04
148,2012-08-03,2909.77,2900.46,-0.0036,D04
149,2012-08-06,2967.9,2951.28,0.02,U04
150,2012-08-07,2989.91,2978.16,0.0074,U04
151,2012-08-08,3015.86,3002.66,0.0087,U04
152,2012-08-09,3011.25,3003.77,-0.0015,T01
153,2012-08-10,3018.64,3009.86,0.0025,U03
154,2012-08-13,3020.86,3008.83,0.0007000000000000001,U01
155,2012-08-14,3022.52,3018.27,0.0005,U01
156,2012-08-15,3016.98,3032.67,-0.0018,T01
157,2012-08-16,3030.93,3013.33,0.0046,U04
158,2012-08-17,3062.39,3037.18,0.0104,U04
159,2012-08-20,3076.59,3067.11,0.0046,U04
160,2012-08-21,3076.21,3072.66,-0.0001,T01
161,2012-08-22,3067.26,3085.25,-0.0029,D04
162,2012-08-23,3073.67,3059.94,0.0021,U03
163,2012-08-24,3053.4,3065.82,-0.0066,D04
164,2012-08-27,3069.79,3045.22,0.0054,U04
165,2012-08-28,3073.19,3083.62,0.0011,U02
166,2012-08-29,3077.14,3069.4,0.0013,U02
167,2012-08-30,3081.19,3078.05,0.0013,U02
168,2012-08-31,3048.71,3066.73,-0.0105,D04
169,2012-09-04,3066.96,3069.64,0.006,U04
170,2012-09-05,3075.06,3063.25,0.0026,U03
171,2012-09-06,3069.27,3072.57,-0.0019,T01
172,2012-09-07,3135.81,3087.94,0.0217,U04
173,2012-09-10,3136.42,3133.22,0.0002,T01
174,2012-09-11,3104.02,3131.34,-0.0103,D04
175,2012-09-12,3104.53,3105.01,0.0002,T01
176,2012-09-13,3114.31,3115.33,0.0032,U04
177,2012-09-14,3155.83,3117.66,0.013300000000000001,U04
178,2012-09-17,3183.95,3166.24,0.0089,U04
179,2012-09-18,3178.67,3183.4,-0.0017000000000000001,T01
180,2012-09-19,3177.8,3173.62,-0.0003,T01
181,2012-09-20,3182.62,3179.04,0.0015,U02
182,2012-09-21,3175.96,3166.84,-0.0021,T01
183,2012-09-24,3179.96,3194.86,0.0013,U02
184,2012-09-25,3160.78,3155.35,-0.006,D04
185,2012-09-26,3117.73,3170.37,-0.013600000000000001,D04
186,2012-09-27,3093.7,3113.4,-0.0077,D04
187,2012-09-28,3136.6,3105.87,0.0139,U04
188,2012-10-01,3116.23,3125.31,-0.006500000000000001,D04
189,2012-10-02,3113.53,3130.31,-0.0009,T01
190,2012-10-03,3120.04,3127.73,0.0021,U03
191,2012-10-04,3135.23,3130.85,0.0049,U04
192,2012-10-05,3149.46,3142.38,0.0045000000000000005,U04
193,2012-10-08,3136.19,3161.21,-0.0042,D04
194,2012-10-09,3112.35,3121.33,-0.0076,D04
195,2012-10-10,3065.02,3108.01,-0.0152,D04
196,2012-10-11,3051.78,3066.25,-0.0043,D04
197,2012-10-12,3049.41,3075.89,-0.0008,T01
198,2012-10-15,3044.11,3049.08,-0.0017000000000000001,T01
199,2012-10-16,3064.18,3053.21,0.0066,U04
200,2012-10-17,3101.17,3073.21,0.0121,U04
201,2012-10-18,3104.12,3091.38,0.001,U02
202,2012-10-19,3072.87,3097.77,-0.0101,D04
203,2012-10-22,3005.62,3066.56,-0.0219,D04
204,2012-10-23,3016.96,3005.92,0.0038,U04
205,2012-10-24,2990.46,2989.44,-0.0088,D04
206,2012-10-25,2981.7,3011.82,-0.0029,D04
207,2012-10-26,2986.12,3005.04,0.0015,U02
208,2012-10-31,2987.95,2986.05,0.0006,U01
209,2012-11-01,2977.23,2986.85,-0.0036,D04
210,2012-11-02,3020.06,2987.54,0.0144,U04
211,2012-11-05,2982.13,3033.85,-0.0126,D04
212,2012-11-06,2999.66,2983.03,0.0059,U04
213,2012-11-07,3011.93,3003.71,0.0040999999999999995,U04
214,2012-11-08,2937.29,2976.46,-0.0248,D04
215,2012-11-09,2895.58,2942.09,-0.014199999999999999,D04
216,2012-11-12,2904.87,2892.57,0.0032,U04
217,2012-11-13,2904.25,2916.38,-0.0002,T01
218,2012-11-14,2883.89,2880.77,-0.006999999999999999,D04
219,2012-11-15,2846.81,2896.81,-0.0129,D04
220,2012-11-16,2836.94,2847.84,-0.0034999999999999996,D04
221,2012-11-19,2853.13,2838.9,0.005699999999999999,U04
222,2012-11-20,2916.07,2886.0,0.022099999999999998,U04
223,2012-11-21,2916.68,2910.73,0.0002,T01
224,2012-11-23,2926.55,2919.14,0.0034000000000000002,U04
225,2012-11-26,2966.85,2943.62,0.0138,U04
226,2012-11-27,2976.78,2961.02,0.0033,U04
227,2012-11-28,2967.79,2974.56,-0.003,D04
228,2012-11-29,2991.78,2952.02,0.008100000000000001,U04
229,2012-11-30,3012.03,3005.41,0.0068000000000000005,U04
230,2012-12-03,3010.24,3013.25,-0.0006,T01
231,2012-12-04,3002.2,3029.21,-0.0027,T01
232,2012-12-05,2996.69,3000.44,-0.0018,T01
233,2012-12-06,2973.7,2993.2,-0.0077,D04
234,2012-12-07,2989.27,2967.99,0.0052,U04
235,2012-12-10,2978.04,2999.69,-0.0038,D04
236,2012-12-11,2986.96,2973.19,0.003,U04
237,2012-12-12,3022.3,3005.43,0.0118,U04
238,2012-12-13,3013.81,3033.93,-0.0028000000000000004,D04
239,2012-12-14,2992.16,3007.83,-0.0072,D04
240,2012-12-17,2971.33,2976.95,-0.006999999999999999,D04
241,2012-12-18,3010.6,2975.5,0.0132,U04
242,2012-12-19,3054.53,3020.82,0.0146,U04
243,2012-12-20,3044.36,3059.03,-0.0033,D04
244,2012-12-21,3050.39,3050.3,0.002,U03
245,2012-12-24,3021.01,2998.6,-0.0096,D04
246,2012-12-26,3012.6,3013.89,-0.0028000000000000004,D04
247,2012-12-27,2990.16,3013.13,-0.0074,D04
248,2012-12-28,2985.91,2989.87,-0.0014000000000000002,T01
249,2012-12-31,2960.31,2965.12,-0.0086,D04
250,2013-01-02,3019.51,2955.45,0.02,U04
251,2013-01-03,3112.26,3091.33,0.030699999999999998,U04
252,2013-01-04,3100.57,3108.49,-0.0038,D04
253,2013-01-07,3101.66,3100.88,0.0004,U01
254,2013-01-08,3098.81,3089.17,-0.0009,T01
255,2013-01-09,3091.81,3098.46,-0.0023,T01
256,2013-01-10,3105.81,3099.65,0.0045000000000000005,U04
257,2013-01-11,3121.76,3125.64,0.0051,U04
258,2013-01-14,3125.64,3122.12,0.0012,U02
259,2013-01-15,3117.5,3113.65,-0.0026,T01
260,2013-01-16,3110.78,3101.06,-0.0022,T01
261,2013-01-17,3117.54,3110.72,0.0022,U03
262,2013-01-18,3136.0,3130.49,0.0059,U04
263,2013-01-22,3134.71,3127.91,-0.0004,T01
264,2013-01-23,3143.18,3135.63,0.0027,U03
265,2013-01-24,3153.67,3155.82,0.0033,U04
266,2013-01-25,3130.38,3125.67,-0.0074,D04
267,2013-01-28,3149.71,3140.65,0.0062,U04
268,2013-01-29,3154.3,3152.17,0.0015,U02
269,2013-01-30,3153.66,3149.62,-0.0002,T01
270,2013-01-31,3142.31,3157.43,-0.0036,D04
271,2013-02-01,3142.13,3140.67,-0.0001,T01
272,2013-02-04,3179.1,3162.94,0.0118,U04
273,2013-02-05,3131.17,3161.72,-0.0151,D04
274,2013-02-06,3171.58,3140.9,0.0129,U04
275,2013-02-07,3168.48,3159.38,-0.001,T01
276,2013-02-08,3165.13,3167.44,-0.0011,T01
277,2013-02-11,3193.87,3178.06,0.0091,U04
278,2013-02-12,3192.0,3192.53,-0.0006,T01
279,2013-02-13,3186.49,3190.73,-0.0017000000000000001,T01
280,2013-02-14,3196.88,3195.34,0.0033,U04
281,2013-02-15,3198.66,3182.74,0.0006,U01
282,2013-02-19,3192.03,3202.84,-0.0021,T01
283,2013-02-20,3213.59,3197.46,0.0068000000000000005,U04
284,2013-02-21,3164.41,3211.99,-0.015300000000000001,D04
285,2013-02-22,3131.49,3154.88,-0.0104,D04
286,2013-02-25,3161.82,3149.09,0.0097,U04
287,2013-02-26,3116.25,3180.59,-0.0144,D04
288,2013-02-27,3129.65,3126.23,0.0043,U04
289,2013-02-28,3162.26,3129.72,0.0104,U04
290,2013-03-01,3160.19,3161.43,-0.0007000000000000001,T01
291,2013-03-04,3169.74,3143.54,0.003,U04
292,2013-03-05,3182.03,3159.46,0.0039000000000000003,U04
293,2013-03-06,3224.13,3200.38,0.0132,U04
294,2013-03-07,3222.37,3233.31,-0.0005,T01
295,2013-03-08,3232.09,3224.5,0.003,U04
296,2013-03-11,3244.37,3245.85,0.0038,U04
297,2013-03-12,3252.87,3237.74,0.0026,U03
298,2013-03-13,3242.32,3244.85,-0.0032,D04
299,2013-03-14,3245.12,3243.04,0.0009,U01
300,2013-03-15,3258.93,3253.0,0.0043,U04
301,2013-03-18,3249.07,3260.46,-0.003,D04
302,2013-03-19,3237.59,3215.71,-0.0034999999999999996,D04
303,2013-03-20,3229.1,3246.7,-0.0026,T01
304,2013-03-21,3254.19,3251.91,0.0078000000000000005,U04
305,2013-03-22,3222.6,3228.17,-0.0097,D04
306,2013-03-25,3245.0,3235.3,0.006999999999999999,U04
307,2013-03-26,3235.3,3255.85,-0.003,D04
308,2013-03-27,3252.48,3249.95,0.0053,U04
309,2013-03-28,3256.52,3230.76,0.0012,U02
310,2013-04-01,3267.52,3257.32,0.0034000000000000002,U04
311,2013-04-02,3239.17,3268.63,-0.0087,D04
312,2013-04-03,3254.86,3252.55,0.0048,U04
313,2013-04-04,3218.6,3257.38,-0.0111,D04
314,2013-04-05,3224.98,3219.11,0.002,U03
315,2013-04-08,3203.86,3174.0,-0.006500000000000001,D04
316,2013-04-09,3222.25,3207.15,0.005699999999999999,U04
317,2013-04-10,3237.86,3229.81,0.0048,U04
318,2013-04-11,3297.25,3246.06,0.0183,U04
319,2013-04-12,3300.16,3289.59,0.0009,U01
320,2013-04-15,3294.95,3292.39,-0.0016,T01
321,2013-04-16,3216.49,3277.58,-0.023799999999999998,D04
322,2013-04-17,3264.63,3239.05,0.015,U04
323,2013-04-18,3204.67,3236.25,-0.0184,D04
324,2013-04-19,3166.36,3212.24,-0.012,D04
325,2013-04-22,3206.06,3169.32,0.0125,U04
326,2013-04-23,3233.55,3217.4,0.0086,U04
327,2013-04-24,3269.33,3252.8,0.0111,U04
328,2013-04-25,3269.65,3262.21,0.0001,T01
329,2013-04-26,3289.99,3279.82,0.0062,U04
330,2013-04-29,3279.26,3284.07,-0.0033,D04
331,2013-04-30,3307.02,3290.31,0.0085,U04
332,2013-05-01,3328.79,3308.05,0.0066,U04
333,2013-05-02,3299.13,3325.35,-0.0089,D04
334,2013-05-03,3340.62,3306.15,0.0126,U04
335,2013-05-06,3378.63,3371.41,0.011399999999999999,U04
336,2013-05-07,3392.97,3382.33,0.0042,U04
337,2013-05-08,3396.63,3398.83,0.0011,U02
338,2013-05-09,3413.27,3394.89,0.0049,U04
339,2013-05-10,3409.17,3408.94,-0.0012,T01
340,2013-05-13,3436.58,3414.84,0.008,U04
341,2013-05-14,3438.79,3429.53,0.0006,U01
342,2013-05-15,3462.61,3439.72,0.0069,U04
343,2013-05-16,3471.62,3455.67,0.0026,U03
344,2013-05-17,3465.24,3473.16,-0.0018,T01
345,2013-05-20,3498.97,3483.41,0.0097,U04
346,2013-05-21,3496.43,3490.46,-0.0007000000000000001,T01
347,2013-05-22,3502.12,3495.46,0.0016,U02
348,2013-05-23,3463.3,3503.48,-0.0111,D04
349,2013-05-24,3459.42,3426.07,-0.0011,T01
350,2013-05-28,3459.14,3438.28,-0.0001,T01
351,2013-05-29,3488.89,3497.9,0.0086,U04
352,2013-05-30,3467.52,3471.67,-0.0060999999999999995,D04
353,2013-05-31,3491.3,3473.21,0.0069,U04
354,2013-06-03,3455.91,3478.22,-0.0101,D04
355,2013-06-04,3465.37,3460.76,0.0027,U03
356,2013-06-05,3445.26,3467.02,-0.0058,D04
357,2013-06-06,3401.48,3432.85,-0.0127,D04
358,2013-06-07,3424.05,3404.41,0.0066,U04
359,2013-06-10,3469.22,3437.84,0.0132,U04
360,2013-06-11,3473.77,3475.68,0.0013,U02
361,2013-06-12,3436.95,3436.62,-0.0106,D04
362,2013-06-13,3400.43,3458.14,-0.0106,D04
363,2013-06-14,3445.36,3398.54,0.0132,U04
364,2013-06-17,3423.56,3442.31,-0.0063,D04
365,2013-06-18,3452.13,3449.97,0.0083,U04
366,2013-06-19,3482.18,3456.29,0.0087,U04
367,2013-06-20,3443.2,3483.59,-0.011200000000000002,D04
368,2013-06-21,3364.64,3405.14,-0.022799999999999997,D04
369,2013-06-24,3357.25,3367.81,-0.0022,T01
370,2013-06-25,3320.76,3326.38,-0.0109,D04
371,2013-06-26,3347.89,3350.59,0.008199999999999999,U04
372,2013-06-27,3376.22,3375.7,0.0085,U04
373,2013-06-28,3401.86,3395.79,0.0076,U04
374,2013-07-01,3403.25,3389.3,0.0004,U01
375,2013-07-02,3434.49,3430.48,0.0092,U04
376,2013-07-03,3433.4,3430.69,-0.0003,T01
377,2013-07-05,3443.67,3420.27,0.003,U04
378,2013-07-08,3479.38,3468.48,0.0104,U04
379,2013-07-09,3484.83,3493.81,0.0016,U02
380,2013-07-10,3504.26,3501.25,0.005600000000000001,U04
381,2013-07-11,3520.76,3502.11,0.004699999999999999,U04
382,2013-07-12,3578.3,3557.79,0.0163,U04
383,2013-07-15,3600.08,3579.58,0.0060999999999999995,U04
384,2013-07-16,3607.49,3601.09,0.0021,U03
385,2013-07-17,3598.5,3611.0,-0.0025,T01
386,2013-07-18,3610.0,3608.13,0.0032,U04
387,2013-07-19,3611.28,3610.03,0.0004,U01
388,2013-07-22,3587.61,3581.9,-0.0066,D04
389,2013-07-23,3600.39,3599.87,0.0036,U04
390,2013-07-24,3579.27,3606.7,-0.0059,D04
391,2013-07-25,3579.6,3605.26,0.0001,T01
392,2013-07-26,3605.19,3589.46,0.0070999999999999995,U04
393,2013-07-29,3613.16,3584.85,0.0022,U03
394,2013-07-30,3599.14,3604.29,-0.0039000000000000003,D04
395,2013-07-31,3616.47,3612.36,0.0048,U04
396,2013-08-01,3626.37,3627.66,0.0027,U03
397,2013-08-02,3675.74,3654.18,0.013600000000000001,U04
398,2013-08-05,3689.59,3671.11,0.0038,U04
399,2013-08-06,3692.95,3682.67,0.0009,U01
400,2013-08-07,3665.77,3685.39,-0.0074,D04
401,2013-08-08,3654.01,3658.53,-0.0032,D04
402,2013-08-09,3669.12,3672.21,0.0040999999999999995,U04
403,2013-08-12,3660.11,3664.27,-0.0025,T01
404,2013-08-13,3669.95,3645.78,0.0027,U03
405,2013-08-14,3684.44,3675.37,0.0039000000000000003,U04
406,2013-08-15,3669.27,3683.97,-0.0040999999999999995,D04
407,2013-08-16,3606.12,3625.36,-0.0172,D04
408,2013-08-19,3602.78,3603.78,-0.0009,T01
409,2013-08-20,3589.09,3601.88,-0.0038,D04
410,2013-08-21,3613.59,3596.77,0.0068000000000000005,U04
411,2013-08-22,3599.79,3603.68,-0.0038,D04
412,2013-08-23,3638.71,3614.14,0.0108,U04
413,2013-08-26,3657.79,3659.21,0.0052,U04
414,2013-08-27,3657.57,3661.8,-0.0001,T01
415,2013-08-28,3578.52,3616.06,-0.0216,D04
416,2013-08-29,3593.35,3579.11,0.0040999999999999995,U04
417,2013-08-30,3620.3,3587.07,0.0075,U04
418,2013-09-03,3589.87,3621.59,-0.0084,D04
419,2013-09-04,3612.61,3622.64,0.0063,U04
420,2013-09-05,3649.04,3619.05,0.0101,U04
421,2013-09-06,3658.78,3652.44,0.0027,U03
422,2013-09-09,3660.01,3672.82,0.0003,T01
423,2013-09-10,3706.18,3675.12,0.0126,U04
424,2013-09-11,3729.02,3724.67,0.0062,U04
425,2013-09-12,3725.01,3710.79,-0.0011,T01
426,2013-09-13,3715.97,3724.53,-0.0024,T01
427,2013-09-16,3722.18,3723.27,0.0017000000000000001,U03
428,2013-09-17,3717.85,3755.0,-0.0012,T01
429,2013-09-18,3745.7,3725.31,0.0075,U04
430,2013-09-19,3783.64,3751.29,0.0101,U04
431,2013-09-20,3789.38,3794.7,0.0015,U02
432,2013-09-23,3774.73,3796.28,-0.0039000000000000003,D04
433,2013-09-24,3765.29,3786.84,-0.0025,T01
434,2013-09-25,3768.25,3771.6,0.0008,U01
435,2013-09-26,3761.1,3772.59,-0.0019,T01
436,2013-09-27,3787.43,3774.95,0.006999999999999999,U04
437,2013-09-30,3781.59,3767.89,-0.0015,T01
438,2013-10-01,3771.48,3737.6,-0.0027,T01
439,2013-10-02,3817.98,3774.18,0.0123,U04
440,2013-10-03,3815.02,3793.11,-0.0008,T01
441,2013-10-04,3774.34,3809.9,-0.010700000000000001,D04
442,2013-10-07,3807.75,3774.72,0.0089,U04
443,2013-10-08,3770.38,3776.64,-0.0098,D04
444,2013-10-09,3694.83,3772.22,-0.02,D04
445,2013-10-10,3677.78,3701.62,-0.0046,D04
446,2013-10-11,3760.75,3721.58,0.0226,U04
447,2013-10-14,3791.87,3753.22,0.0083,U04
448,2013-10-15,3815.28,3767.49,0.0062,U04
449,2013-10-16,3794.01,3810.72,-0.005600000000000001,D04
450,2013-10-17,3839.43,3815.0,0.012,U04
451,2013-10-18,3863.15,3822.85,0.0062,U04
452,2013-10-21,3914.28,3893.36,0.0132,U04
453,2013-10-22,3920.05,3922.65,0.0015,U02
454,2013-10-23,3929.57,3935.54,0.0024,U03
455,2013-10-24,3907.07,3907.3,-0.005699999999999999,D04
456,2013-10-25,3928.96,3911.61,0.005600000000000001,U04
457,2013-10-28,3943.36,3955.98,0.0037,U04
458,2013-10-29,3940.13,3942.56,-0.0008,T01
459,2013-10-30,3952.34,3954.34,0.0031,U04
460,2013-10-31,3930.62,3962.4,-0.0055000000000000005,D04
461,2013-11-01,3919.71,3924.34,-0.0028000000000000004,D04
462,2013-11-04,3922.04,3932.45,0.0006,U01
463,2013-11-05,3936.59,3932.6,0.0037,U04
464,2013-11-06,3939.86,3925.06,0.0008,U01
465,2013-11-07,3931.95,3952.18,-0.002,T01
466,2013-11-08,3857.33,3935.81,-0.019,D04
467,2013-11-11,3919.23,3871.24,0.016,U04
468,2013-11-12,3919.79,3913.64,0.0001,T01
469,2013-11-13,3919.92,3907.82,0.0,T01
470,2013-11-14,3965.57,3899.38,0.0116,U04
471,2013-11-15,3972.74,3956.47,0.0018,U03
472,2013-11-18,3985.97,3978.27,0.0033,U04
473,2013-11-19,3949.07,3990.06,-0.009300000000000001,D04
474,2013-11-20,3931.55,3945.97,-0.0044,D04
475,2013-11-21,3921.27,3940.98,-0.0026,T01
476,2013-11-22,3969.16,3938.11,0.012199999999999999,U04
477,2013-11-25,3991.65,3977.31,0.005699999999999999,U04
478,2013-11-26,3994.57,4004.37,0.0007000000000000001,U01
479,2013-11-27,4017.75,3996.7,0.0058,U04
480,2013-11-29,4044.75,4026.92,0.0067,U04
481,2013-12-02,4059.89,4057.16,0.0037,U04
482,2013-12-03,4045.26,4065.66,-0.0036,D04
483,2013-12-04,4037.2,4038.99,-0.002,T01
484,2013-12-05,4038.0,4020.33,0.0002,T01
485,2013-12-06,4033.16,4037.99,-0.0012,T01
486,2013-12-09,4062.52,4069.86,0.0073,U04
487,2013-12-10,4068.75,4073.75,0.0015,U02
488,2013-12-11,4060.49,4061.17,-0.002,T01
489,2013-12-12,4003.81,4061.67,-0.013999999999999999,D04
490,2013-12-13,3998.4,4004.75,-0.0014000000000000002,T01
491,2013-12-16,4000.97,4015.53,0.0006,U01
492,2013-12-17,4029.52,4019.37,0.0070999999999999995,U04
