,날짜,종목코드,회사명,거래량
347,2019-02-01,238090,앤디포스,38310.0
348,2019-02-01,004270,남성,471883.0
349,2019-02-01,095190,이엠코리아,4122326.0
350,2019-02-01,109820,진매트릭스,32237.0
351,2019-02-01,011150,CJ씨푸드,92482.0
352,2019-02-01,047310,파워로직스,970568.0
353,2019-02-01,011810,STX,87796.0
354,2019-02-01,009070,KCTC,1856203.0
355,2019-02-01,017550,수산중공업,1518346.0
356,2019-02-01,217500,러셀,243019.0
357,2019-02-01,065950,웰크론,493340.0
358,2019-02-01,087260,모바일어플라이언스,65438.0
359,2019-02-01,012860,모베이스전자,428607.0
360,2019-02-01,006050,국영지앤엠,1408023.0
361,2019-02-01,010820,퍼스텍,1242444.0
362,2019-02-01,025980,아난티,5496936.0
363,2019-02-01,002900,동양물산,3332840.0
364,2019-02-01,078130,국일제지,5023670.0
365,2019-02-07,042110,에스씨디,509087.0
366,2019-02-07,052900,KMH하이텍,381567.0
367,2019-02-07,052600,한네트,125738.0
368,2019-02-07,016600,큐캐피탈,6875855.0
369,2019-02-07,054090,삼진엘앤디,101643.0
370,2019-02-07,037400,우리조명,60537.0
371,2019-02-07,001510,SK증권,2108993.0
372,2019-02-07,269620,시스웍,102500.0
373,2019-02-07,090710,휴림로봇,1395330.0
374,2019-02-07,214270,퓨쳐스트림네트웍스,321501.0
375,2019-02-07,159580,제로투세븐,62786.0
376,2019-02-07,118990,모트렉스,87421.0
377,2019-02-07,215480,토박스코리아,15772328.0
378,2019-02-07,195990,에이비프로바이오,2728680.0
379,2019-02-07,900260,로스웰,162258.0
380,2019-02-07,003310,대주산업,357338.0
381,2019-02-07,058850,KTcs,325667.0
382,2019-02-07,137950,제이씨케미칼,62482.0
383,2019-02-07,005290,동진쎄미켐,882790.0
384,2019-02-07,096630,에스코넥,655599.0
385,2019-02-07,111870,삼본전자,1343954.0
386,2019-02-08,037230,한국팩키지,159757.0
387,2019-02-08,014160,대영포장,3522094.0
388,2019-02-08,006890,태경케미컬,167743.0
389,2019-02-08,011000,진원생명과학,203722.0
390,2019-02-08,122350,삼기,317736.0
391,2019-02-08,054670,대한뉴팜,59002.0
