,날짜,종목코드,회사명,거래량
0,2020-11-11,005390,신성통상,3918020.0
1,2020-11-11,011780,금호석유,1029363.0
2,2020-11-11,027830,대성창투,2036125.0
3,2020-11-11,047400,유니온머티리얼,20337888.0
4,2020-11-11,049630,재영솔루텍,3339552.0
5,2020-11-11,051980,센트럴바이오,1033540.0
6,2020-11-11,053110,소리바다,28173688.0
7,2020-11-11,066570,LG전자,881416.0
8,2020-11-11,080720,한국유니온제약,3939642.0
9,2020-11-11,089010,켐트로닉스,689506.0
10,2020-11-11,137940,넥스트아이,1946473.0
11,2020-11-11,258790,소프트캠프,5639008.0
