,P_score,predict,real,stock_name,stock_code,Date
0,58.6,P0,P1,팬오션,028670,2020-11-09
0,54.32,P0,P0,러셀,217500,2020-11-09
0,51.07,P0,P0,남성,004270,2020-11-09
0,46.72,P0,K0,삼성엔지니어링,028050,2020-11-09
0,41.76,M0,M0,SV인베스트먼트,289080,2020-11-09
