,Date,stock_name,today_win,today_lose,tomorrow_win,tomorrow_lose,day2_win,day2_lose,real_profit,Nasdaq
0,2020-09-07,코위버,1.0,0.0,0.0,0.0,0.0,0.0,0.02830188679245283,D04
0,2020-09-07,캠시스,1.0,0.0,0.0,0.0,0.0,0.0,0.013675213675213675,D04
0,2020-09-07,WI,0.0,0.0,1.0,0.0,0.0,0.0,0.04,D04
0,2020-09-07,세원셀론텍,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-09-07,유니온머티리얼,1.0,0.0,0.0,0.0,0.0,0.0,0.015,D04
0,2020-09-04,YBM넷,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-09-04,SFA반도체,1.0,0.0,0.0,0.0,0.0,0.0,0.03927492447129909,D04
0,2020-09-04,상상인,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-09-04,키움증권,1.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,D04
0,2020-09-04,SKC,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-09-03,큐로컴,0.0,0.0,0.0,1.0,0.0,0.0,-0.05138339920948617,U04
0,2020-09-03,유니크,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-09-03,태광,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-09-03,태평양물산,1.0,0.0,0.0,0.0,0.0,0.0,0.01643835616438356,U04
0,2020-09-03,금호석유,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-09-02,아이디스,0.0,0.0,0.0,0.0,0.0,1.0,-0.02773497688751926,U04
0,2020-09-02,NICE평가정보,0.0,0.0,1.0,0.0,0.0,0.0,0.025210084033613446,U04
0,2020-09-02,램테크놀러지,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-09-02,한국테크놀로지그룹,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-09-02,엔케이,0.0,0.0,1.0,0.0,0.0,0.0,0.025,U04
0,2020-09-01,엑세스바이오,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-09-01,나라엠앤디,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-09-01,서원,0.0,0.0,0.0,0.0,0.0,1.0,-0.05386740331491713,U04
0,2020-09-01,다산네트웍스,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-09-01,한전KPS,0.0,0.0,1.0,0.0,0.0,0.0,0.018050541516245487,U04
0,2020-08-31,포메탈,1.0,0.0,0.0,0.0,0.0,0.0,0.023696682464454975,U04
0,2020-08-31,성우테크론,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-08-31,팬오션,0.0,0.0,0.0,0.0,0.0,1.0,-0.001440922190201729,U04
0,2020-08-31,미래에셋대우,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-08-31,SKC,0.0,0.0,0.0,0.0,0.0,1.0,-0.037815126050420166,U04
0,2020-08-28,한국타이어앤테크놀로지,1.0,0.0,0.0,0.0,0.0,0.0,0.010273972602739725,D04
0,2020-08-28,아이디스,0.0,0.0,1.0,0.0,0.0,0.0,0.04,D04
0,2020-08-28,프리엠스,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-08-28,쌍용차,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-08-28,모나미,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-08-27,바른손,0.0,1.0,0.0,0.0,0.0,0.0,-0.1011608623548922,U04
0,2020-08-27,나노스,0.0,0.0,0.0,1.0,0.0,0.0,-0.11940298507462686,U04
0,2020-08-27,녹십자,0.0,0.0,0.0,0.0,0.0,1.0,-0.03278688524590164,U04
0,2020-08-27,모나미,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-08-27,투비소프트,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-26,녹십자,0.0,0.0,0.0,0.0,0.0,1.0,-0.045207956600361664,U04
0,2020-08-26,에이치엘비,0.0,0.0,0.0,0.0,0.0,1.0,-0.03066812705366922,U04
0,2020-08-26,대림산업,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-08-26,한국항공우주,0.0,0.0,0.0,0.0,0.0,1.0,-0.03023758099352052,U04
0,2020-08-26,모나리자,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-08-25,에스엘,1.0,0.0,0.0,0.0,0.0,0.0,0.03319502074688797,U04
0,2020-08-25,대주전자재료,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-25,로체시스템즈,1.0,0.0,0.0,0.0,0.0,0.0,0.018691588785046728,U04
0,2020-08-25,스튜디오드래곤,0.0,0.0,0.0,0.0,0.0,1.0,-0.020731707317073172,U04
0,2020-08-25,남선알미늄,0.0,0.0,0.0,0.0,0.0,1.0,-0.043233082706766915,U04
0,2020-08-24,동국S&C,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-24,젬백스링크,1.0,0.0,0.0,0.0,0.0,0.0,0.01568627450980392,U04
0,2020-08-24,한국전력,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-08-24,셀트리온제약,1.0,0.0,0.0,0.0,0.0,0.0,0.022789425706472195,U04
0,2020-08-24,보광산업,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-21,루미마이크로,1.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,U04
0,2020-08-21,랩지노믹스,0.0,0.0,0.0,1.0,0.0,0.0,-0.0725,U04
0,2020-08-21,휠라홀딩스,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-21,에이테크솔루션,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-08-21,한국카본,1.0,0.0,0.0,0.0,0.0,0.0,0.024173027989821884,U04
0,2020-08-20,종근당,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-08-20,제이엔케이히터,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-08-20,프로스테믹스,1.0,0.0,0.0,0.0,0.0,0.0,0.02,D04
0,2020-08-20,신일제약,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-08-20,필옵틱스,0.0,0.0,0.0,0.0,0.0,1.0,-0.021897810218978103,D04
0,2020-08-19,이수앱지스,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-19,남선알미늄,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-19,이글벳,1.0,0.0,0.0,0.0,0.0,0.0,0.01932367149758454,U04
0,2020-08-19,빛샘전자,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-19,영진약품,1.0,0.0,0.0,0.0,0.0,0.0,0.03161397670549085,U04
0,2020-08-18,신흥에스이씨,0.0,0.0,0.0,0.0,0.0,1.0,-0.08360477741585233,U04
0,2020-08-18,신성이엔지,0.0,0.0,0.0,1.0,0.0,0.0,-0.1220472440944882,U04
0,2020-08-18,비케이탑스,0.0,0.0,0.0,1.0,0.0,0.0,-0.056140350877192984,U04
0,2020-08-18,이랜텍,0.0,0.0,0.0,1.0,0.0,0.0,-0.07086614173228346,U04
0,2020-08-18,차바이오텍,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-14,원익QnC,0.0,0.0,0.0,1.0,0.0,0.0,-0.06583072100313479,U03
0,2020-08-14,코리아에스이,0.0,0.0,0.0,1.0,0.0,0.0,-0.14606741573033707,U03
0,2020-08-14,아가방컴퍼니,0.0,0.0,0.0,1.0,0.0,0.0,-0.05517241379310345,U03
0,2020-08-14,예스티,0.0,0.0,0.0,1.0,0.0,0.0,-0.06557377049180328,U03
0,2020-08-14,텔레필드,0.0,0.0,0.0,1.0,0.0,0.0,-0.12884834663625996,U03
0,2020-08-13,다날,1.0,0.0,0.0,0.0,0.0,0.0,0.03205128205128205,U04
0,2020-08-13,롯데케미칼,0.0,0.0,0.0,0.0,0.0,1.0,-0.09043927648578812,U04
0,2020-08-13,디스플레이텍,0.0,0.0,0.0,0.0,0.0,1.0,-0.03951367781155015,U04
0,2020-08-13,대한유화,0.0,0.0,0.0,0.0,0.0,1.0,-0.04878048780487805,U04
0,2020-08-13,빅텍,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-12,신일제약,0.0,0.0,0.0,1.0,0.0,0.0,-0.05054151624548736,D04
0,2020-08-12,대한그린파워,0.0,0.0,0.0,0.0,0.0,1.0,-0.0072992700729927005,D04
0,2020-08-12,이스타코,0.0,0.0,1.0,0.0,0.0,0.0,0.04,D04
0,2020-08-12,대한유화,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-08-12,와이지-원,0.0,0.0,0.0,0.0,0.0,1.0,-0.014736842105263158,D04
0,2020-08-11,DB손해보험,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-08-11,보광산업,0.0,0.0,0.0,0.0,0.0,1.0,-0.047685834502103785,D04
0,2020-08-11,빅텍,0.0,0.0,0.0,0.0,1.0,0.0,0.01,D04
0,2020-08-11,코리아에스이,0.0,0.0,0.0,0.0,0.0,1.0,-0.053003533568904596,D04
0,2020-08-11,심텍홀딩스,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-08-10,JW신약,0.0,0.0,0.0,0.0,0.0,1.0,-0.02905982905982906,D04
0,2020-08-10,SK머티리얼즈,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-08-10,이랜텍,1.0,0.0,0.0,0.0,0.0,0.0,0.018050541516245487,D04
0,2020-08-10,프로스테믹스,1.0,0.0,0.0,0.0,0.0,0.0,0.05,D04
0,2020-08-10,한국주철관,1.0,0.0,0.0,0.0,0.0,0.0,0.01935483870967742,D04
0,2020-08-07,에코프로,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-07,제넥신,0.0,0.0,0.0,0.0,0.0,1.0,-0.0471841704718417,U04
0,2020-08-07,CS,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-07,한일단조,0.0,0.0,0.0,0.0,0.0,1.0,-0.015665796344647518,U04
0,2020-08-07,키네마스터,0.0,0.0,0.0,0.0,0.0,1.0,-0.044534412955465584,U04
0,2020-08-06,유니온머티리얼,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-06,신세계건설,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-08-06,성신양회,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-08-06,신성이엔지,0.0,0.0,0.0,0.0,0.0,1.0,-0.042105263157894736,U04
0,2020-08-06,한양디지텍,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-08-05,아이센스,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-08-05,삼진엘앤디,0.0,0.0,1.0,0.0,0.0,0.0,0.04,U04
0,2020-08-05,뉴보텍,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-05,네패스,0.0,0.0,0.0,0.0,0.0,1.0,-0.030434782608695653,U04
0,2020-08-05,농심,0.0,0.0,0.0,0.0,0.0,1.0,-0.010512483574244415,U04
0,2020-08-04,넥스트BT,0.0,0.0,0.0,0.0,1.0,0.0,0.01,U04
0,2020-08-04,에이텍티앤,0.0,0.0,0.0,0.0,0.0,1.0,-0.06887755102040816,U04
0,2020-08-04,앤씨앤,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-04,메디톡스,1.0,0.0,0.0,0.0,0.0,0.0,0.041426129184113376,U04
0,2020-08-04,테스나,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
0,2020-08-03,이건산업,0.0,0.0,0.0,0.0,0.0,1.0,-0.01564537157757497,U04
0,2020-08-03,현대미포조선,0.0,0.0,0.0,0.0,0.0,1.0,-0.016025641025641024,U04
0,2020-08-03,유비케어,1.0,0.0,0.0,0.0,0.0,0.0,0.05,U04
