,P_score,predict,real,stock_name,stock_code,Date,Nasdaq
0,90.51,P0,P0,해성산업,034810,2020-04-08,D04
0,86.91,P0,P0,케이피티유,054410,2020-04-08,D04
0,80.58,P0,P1,국동,005320,2020-04-08,D04
0,79.86,P0,P0,SBI핀테크솔루션즈,950110,2020-04-08,D04
0,79.72,P0,P0,GS,078930,2020-04-08,D04
0,100.0,P0,P0,웰바이오텍,010600,2020-04-07,U04
0,100.0,P0,M0,한양디지텍,078350,2020-04-07,U04
0,87.76,P0,K0,가온미디어,078890,2020-04-07,U04
0,83.27,P0,P0,덕산하이메탈,077360,2020-04-07,U04
0,79.72,P0,K0,클리오,237880,2020-04-07,U04
0,85.66,P0,P0,에코프로,086520,2020-04-06,D04
0,83.94,P0,P0,가온미디어,078890,2020-04-06,D04
0,82.2,P0,P0,롯데케미칼,011170,2020-04-06,D04
0,81.24,P0,P0,동성제약,002210,2020-04-06,D04
0,79.94,P0,K0,펩트론,087010,2020-04-06,D04
0,92.58,P0,K0,현대약품,004310,2020-04-03,U04
0,90.62,P0,M0,삼화전기,009470,2020-04-03,U04
0,86.68,P0,P0,형지엘리트,093240,2020-04-03,U04
0,84.25,P0,P0,세화피앤씨,252500,2020-04-03,U04
0,84.22,P0,P0,케이피티유,054410,2020-04-03,U04
0,90.85,P0,M0,심텍,222800,2020-04-02,D04
0,90.58,P0,M0,인텔리안테크,189300,2020-04-02,D04
0,80.06,P0,P0,삼화전기,009470,2020-04-02,D04
0,79.7,P0,P0,세명전기,017510,2020-04-02,D04
0,79.38,P0,P0,우신시스템,017370,2020-04-02,D04
0,93.45,P0,M0,NHN벅스,104200,2020-04-01,D04
0,89.87,P0,P0,케이씨텍,281820,2020-04-01,D04
0,86.87,P0,P0,네패스,033640,2020-04-01,D04
0,84.81,P0,M0,엘브이엠씨홀딩스,900140,2020-04-01,D04
0,81.56,P0,K0,블루콤,033560,2020-04-01,D04
0,99.43,P0,P0,키네마스터,139670,2020-03-31,U04
0,95.53,P0,M0,아이센스,099190,2020-03-31,U04
0,90.43,P0,P0,비즈니스온,138580,2020-03-31,U04
0,86.62,P0,M0,사조오양,006090,2020-03-31,U04
0,86.25,P0,P0,BGF리테일,282330,2020-03-31,U04
0,100.0,P0,P1,장원테크,174880,2020-03-30,D04
0,93.37,P0,M0,유진기업,023410,2020-03-30,D04
0,89.63,P0,P0,한온시스템,018880,2020-03-30,D04
0,87.67,P0,M0,대유에이텍,002880,2020-03-30,D04
0,85.7,P0,P0,인탑스,049070,2020-03-30,D04
0,92.6,P0,M0,동방,004140,2020-03-27,U04
0,91.51,P0,M0,제이준코스메틱,025620,2020-03-27,U04
0,87.11,P0,M0,신도리코,029530,2020-03-27,U04
0,86.88,P0,M0,잇츠한불,226320,2020-03-27,U04
0,85.71,P0,M0,하이트진로,000080,2020-03-27,U04
0,89.6,P0,K0,코스모화학,005420,2020-03-26,D04
0,79.95,P0,P0,부국철강,026940,2020-03-26,D04
0,79.48,P0,M0,네패스,033640,2020-03-26,D04
0,75.51,P0,P0,수성,084180,2020-03-26,D04
0,71.78,P0,P0,크린앤사이언스,045520,2020-03-26,D04
0,83.65,P0,P0,휴비츠,065510,2020-03-25,U04
