,date,open,high,low,close,volume,pattern1
0,2012-01-02,4070,4100,4060,4085,25451,K00
1,2012-01-03,4100,4160,4100,4130,45291,P03
2,2012-01-04,4135,4160,4125,4150,42911,K00
3,2012-01-05,4150,4290,4110,4270,85140,P05
4,2012-01-06,4300,4325,4220,4240,45535,M05
5,2012-01-09,4290,4480,4275,4360,200420,P05
6,2012-01-10,4400,4440,4335,4395,61661,M05
7,2012-01-11,4400,5000,4400,4610,745913,P03
8,2012-01-12,4680,4680,4520,4585,175382,M01
9,2012-01-13,4585,4670,4515,4515,100026,M03
10,2012-01-16,4455,4535,4445,4470,59300,K00
11,2012-01-17,4535,4730,4435,4650,175501,P05
12,2012-01-18,4650,4750,4550,4570,86982,M05
13,2012-01-19,4620,4620,4540,4550,53924,M01
14,2012-01-20,4560,4680,4550,4600,58024,P05
15,2012-01-25,4600,4660,4565,4640,47089,P05
16,2012-01-26,4640,4925,4640,4800,198037,P03
17,2012-01-27,4800,4925,4725,4745,69277,M05
18,2012-01-30,4740,4945,4740,4885,97121,P03
19,2012-01-31,4895,4940,4790,4840,77812,M05
20,2012-02-01,4810,4840,4730,4800,95471,M05
21,2012-02-02,4840,4840,4725,4795,49548,M01
22,2012-02-03,4825,4825,4690,4740,100184,M01
23,2012-02-06,4785,4785,4640,4650,58160,M01
24,2012-02-07,4690,4700,4630,4650,36135,M05
25,2012-02-08,4650,4715,4600,4650,70183,K00
26,2012-02-09,4700,4825,4660,4760,124209,P05
27,2012-02-10,4850,4920,4760,4800,128301,M05
28,2012-02-13,4800,4865,4750,4865,86279,P01
29,2012-02-14,5150,5200,4945,4990,401045,M05
30,2012-02-15,5080,5390,4990,5050,552523,M05
31,2012-02-16,5010,5010,4825,4840,233583,M01
32,2012-02-17,4850,4950,4850,4915,104358,P03
33,2012-02-20,4885,4915,4805,4820,97827,M05
34,2012-02-21,4830,4870,4785,4825,64497,M05
35,2012-02-22,4810,4875,4790,4875,91160,P01
36,2012-02-23,4840,4945,4820,4860,66539,K00
37,2012-02-24,4870,4920,4835,4855,46594,M05
38,2012-02-27,4860,4910,4810,4810,51284,M03
39,2012-02-28,4810,4870,4600,4630,142103,M05
40,2012-02-29,4670,4730,4655,4680,53734,K00
41,2012-03-02,4685,4790,4665,4750,40187,P05
42,2012-03-05,4790,4790,4655,4665,45286,M01
43,2012-03-06,4630,4660,4570,4660,73821,P01
44,2012-03-07,4625,4660,4580,4580,59437,M03
45,2012-03-08,4600,4750,4560,4675,93060,P05
46,2012-03-09,4630,4800,4630,4735,35902,P03
47,2012-03-12,4815,5090,4600,4900,263601,P05
48,2012-03-13,4900,4925,4750,4900,69442,K01
49,2012-03-14,4920,4925,4825,4850,35461,M05
