,date,open,high,low,close,volume,pattern1,new_pat1
0,2012-01-02,2920,2980,2860,2940,51880,P05,
1,2012-01-03,2925,2995,2915,2995,89069,P01,P00
2,2012-01-04,2995,2995,2940,2975,41667,M01,M00
3,2012-01-05,2975,2980,2930,2960,57913,M05,M00
4,2012-01-06,2960,2960,2890,2930,44895,M01,M00
5,2012-01-09,2945,2965,2890,2965,32594,P02,P00
6,2012-01-10,2975,2985,2890,2960,106211,M05,M01
7,2012-01-11,2950,3240,2930,3145,493457,P05,P03
8,2012-01-12,3095,3160,3065,3075,98954,M05,M03
9,2012-01-13,3070,3275,3070,3200,322750,P03,P03
10,2012-01-16,3225,3315,3130,3130,179441,M03,M03
11,2012-01-17,3140,3250,3100,3170,147615,P05,P03
12,2012-01-18,3210,3250,3095,3165,84340,M05,M01
13,2012-01-19,3150,3190,3130,3140,50026,M05,M00
14,2012-01-20,3170,3170,3130,3130,39734,M00,M00
15,2012-01-25,3120,3180,3080,3110,56783,M05,M00
16,2012-01-26,3055,3135,3040,3115,58862,P05,P00
17,2012-01-27,3115,3185,3080,3150,83429,P05,P00
18,2012-01-30,3150,3180,3105,3150,42518,K00,K00
19,2012-01-31,3090,3180,3090,3155,77407,P03,P00
20,2012-02-01,3130,3310,3130,3250,200974,P03,P00
21,2012-02-02,3280,3300,3205,3270,82217,M05,M01
22,2012-02-03,3270,3315,3180,3230,75083,M05,M00
23,2012-02-06,3230,3280,3200,3230,79751,K00,K00
24,2012-02-07,3180,3415,3180,3380,169509,P03,P00
25,2012-02-08,3385,3400,3285,3310,128561,M05,M00
26,2012-02-09,3310,3430,3265,3380,136088,P05,P00
27,2012-02-10,3385,3500,3360,3380,219325,M05,M03
28,2012-02-13,3400,3500,3330,3420,128228,P05,P05
29,2012-02-14,3420,3420,3310,3340,94288,M01,M00
30,2012-02-15,3325,3365,3250,3335,156883,K00,K01
31,2012-02-16,3340,3340,3255,3270,102747,M01,M00
32,2012-02-17,3400,3760,3400,3760,1166535,P10,P10
33,2012-02-20,3900,3990,3715,3750,1393757,M05,M03
34,2012-02-21,3785,3890,3625,3785,568878,K00,K00
35,2012-02-22,3800,3820,3665,3665,324599,M03,M00
36,2012-02-23,3675,3715,3580,3600,199231,M05,M00
37,2012-02-24,3610,3710,3540,3610,255801,K00,K00
38,2012-02-27,3650,3660,3515,3515,177369,M03,M00
39,2012-02-28,3515,3560,3385,3390,235530,M05,M00
40,2012-02-29,3400,3465,3375,3420,140612,P05,P00
41,2012-03-02,3455,3560,3415,3550,234978,P05,P00
42,2012-03-05,3550,3570,3460,3470,75385,M05,M00
43,2012-03-06,3435,3485,3295,3310,239907,M05,M00
44,2012-03-07,3230,3330,3165,3320,119378,P05,P00
45,2012-03-08,3410,3410,3320,3375,137129,M01,M00
46,2012-03-09,3420,3435,3355,3360,103179,M05,M00
47,2012-03-12,3385,3450,3370,3435,81856,P05,P00
48,2012-03-13,3440,3455,3380,3435,107774,M05,M00
49,2012-03-14,3480,3480,3360,3395,154128,M01,M00
50,2012-03-15,3385,3395,3295,3340,180008,M05,M00
51,2012-03-16,3340,3385,3295,3300,102545,M05,M00
52,2012-03-19,3300,3355,3300,3335,111051,P03,P00
53,2012-03-20,3360,3820,3335,3605,1251678,P05,P04
54,2012-03-21,3605,3940,3555,3760,757028,P05,P03
55,2012-03-22,3760,3785,3610,3690,198106,M05,M01
56,2012-03-23,3555,3960,3550,3905,293507,P05,P00
57,2012-03-26,3990,4265,3930,4110,570458,P05,P03
58,2012-03-27,4110,4110,3990,4040,197258,M01,M00
59,2012-03-28,3975,4160,3915,3925,169691,M05,M03
60,2012-03-29,3830,3875,3670,3755,216322,M05,M01
61,2012-03-30,3790,3845,3670,3800,148791,K00,K01
62,2012-04-02,3800,3925,3765,3925,105389,P01,P00
63,2012-04-03,3920,3955,3825,3825,76821,M03,M00
64,2012-04-04,3780,3950,3660,3660,96866,M03,M03
65,2012-04-05,3655,3655,3475,3575,123126,M01,M01
66,2012-04-06,3540,3775,3540,3740,108182,P03,P00
67,2012-04-09,3770,3790,3595,3640,201965,M05,M00
68,2012-04-10,3640,4070,3635,3885,338524,P05,P04
69,2012-04-12,3955,4065,3825,3945,180411,M05,M05
70,2012-04-13,3995,4250,3955,4170,313075,P05,P03
71,2012-04-16,4100,4180,4050,4180,76618,P01,P00
72,2012-04-17,4200,4325,4045,4100,126720,M05,M03
73,2012-04-18,4150,4250,4035,4200,144797,P05,P01
74,2012-04-19,4210,4475,4100,4240,211303,P05,P05
75,2012-04-20,4205,4245,4100,4130,94137,M05,M00
76,2012-04-23,4130,4335,4115,4240,126575,P05,P03
77,2012-04-24,4130,4300,4130,4245,102129,P03,P00
78,2012-04-25,4245,4450,4220,4375,179900,P05,P00
79,2012-04-26,4470,4760,4380,4380,475951,M04,M04
80,2012-04-27,4420,4540,4240,4290,175905,M05,M03
81,2012-04-30,4250,4370,4110,4285,127940,P05,P01
82,2012-05-02,4290,4480,4180,4400,91899,P05,P01
83,2012-05-03,4400,4460,4295,4370,77754,M05,M00
84,2012-05-04,4320,4440,4275,4305,100513,M05,M03
85,2012-05-07,4250,4360,4050,4100,155576,M05,M03
86,2012-05-08,4190,4475,4130,4360,299392,P05,P03
87,2012-05-09,4420,4445,4280,4300,77181,M05,M00
88,2012-05-10,4280,4400,4250,4300,49966,K00,K02
89,2012-05-11,4340,4340,4110,4190,84752,M01,M00
90,2012-05-14,4190,4250,4120,4235,50230,P05,P00
91,2012-05-15,4195,4200,4000,4200,59105,K01,K01
92,2012-05-16,4090,4195,4000,4000,61472,M03,M03
93,2012-05-17,3925,4030,3825,3940,233295,K00,K00
94,2012-05-18,3880,3890,3745,3785,140226,M05,M00
95,2012-05-21,3790,3895,3785,3860,49907,P05,P00
96,2012-05-22,3880,3995,3880,3965,83664,P03,P00
97,2012-05-23,4010,4040,3900,3940,74454,M05,M00
98,2012-05-24,3955,4000,3855,3890,125163,M05,M00
99,2012-05-25,3870,4025,3865,3960,88028,P05,P00
100,2012-05-29,3995,4030,3900,4020,60873,P05,P01
101,2012-05-30,4080,4200,4050,4100,150908,K00,K02
102,2012-05-31,4030,4150,4030,4150,50023,P00,P00
103,2012-06-01,4200,4200,4090,4150,63348,M01,M00
104,2012-06-04,3950,4060,3840,3940,67091,M05,M05
105,2012-06-05,3970,3970,3825,3850,84550,M01,M00
106,2012-06-07,3920,3970,3825,3880,172666,M05,M00
107,2012-06-08,3895,3950,3800,3820,172879,M05,M00
108,2012-06-11,3885,3955,3855,3940,94042,P05,P00
109,2012-06-12,3950,3950,3870,3920,34122,M01,M00
110,2012-06-13,3965,3965,3900,3905,65289,M01,M00
111,2012-06-14,3930,3945,3885,3910,60736,M05,M00
112,2012-06-15,3960,4050,3915,3990,124019,P05,P00
113,2012-06-18,4085,4100,3995,3995,89165,M03,M00
114,2012-06-19,3995,4115,3955,4055,64629,P05,P00
115,2012-06-20,4125,4130,4055,4080,47796,M05,M00
116,2012-06-21,4055,4160,4055,4100,50460,P03,P00
117,2012-06-22,4060,4090,3980,4080,34452,K01,K01
118,2012-06-25,4080,4130,4000,4080,14643,K00,K00
119,2012-06-26,4025,4105,4010,4055,26178,P05,P00
120,2012-06-27,4085,4085,3970,4050,46121,M02,M00
121,2012-06-28,4035,4090,4005,4075,14042,P05,P00
122,2012-06-29,4000,4090,3930,4055,39313,P05,P00
123,2012-07-02,4095,4100,4000,4060,44390,M05,M00
124,2012-07-03,3980,4110,3980,4060,44761,P03,P00
125,2012-07-04,4080,4090,4040,4080,20163,K01,K01
126,2012-07-05,4035,4260,4035,4235,121036,P03,P00
127,2012-07-06,4235,4435,4235,4300,104120,P04,P03
128,2012-07-09,4270,4335,4145,4290,58182,K01,K01
129,2012-07-10,4325,4415,4260,4400,142927,P05,P00
130,2012-07-11,4400,4580,4310,4495,143961,P05,P01
131,2012-07-12,4460,4555,4335,4340,56419,M05,M03
132,2012-07-13,4445,4450,4150,4370,76382,M05,M01
133,2012-07-16,4445,4445,4370,4440,62493,M02,M00
134,2012-07-17,4455,4465,4360,4400,35664,M05,M00
135,2012-07-18,4335,4450,4260,4345,49484,K00,K00
136,2012-07-19,4360,4405,4250,4320,43541,M05,M00
137,2012-07-20,4330,4330,4060,4100,145697,M01,M00
138,2012-07-23,4065,4100,3885,3970,124473,M05,M01
139,2012-07-24,3920,3995,3880,3990,25468,P05,P00
140,2012-07-25,3990,3990,3880,3930,39823,M01,M00
141,2012-07-26,3990,4015,3850,3900,35821,M05,M00
142,2012-07-27,3965,3975,3900,3920,24065,M05,M00
143,2012-07-30,3910,3985,3890,3950,28653,P05,P00
144,2012-07-31,3950,3950,3875,3940,34871,M02,M00
145,2012-08-01,3880,3940,3875,3900,43060,P05,P00
146,2012-08-02,3945,3945,3850,3880,24914,M01,M00
147,2012-08-03,3880,3920,3760,3785,49273,M05,M00
148,2012-08-06,3790,3840,3720,3770,43123,M05,M00
149,2012-08-07,3800,3805,3750,3780,17029,M05,M00
150,2012-08-08,3750,3825,3745,3815,72915,P05,P00
151,2012-08-09,3815,3925,3815,3900,30329,P03,P00
152,2012-08-10,3860,3960,3850,3880,71001,P05,P03
153,2012-08-13,3900,3900,3800,3800,31551,M00,M00
154,2012-08-14,3820,3830,3670,3670,160930,M03,M00
155,2012-08-16,3605,3645,3510,3565,235922,M05,M00
156,2012-08-17,3565,3680,3565,3670,59829,P03,P00
157,2012-08-20,3680,3720,3635,3715,38883,P05,P00
158,2012-08-21,3725,3765,3680,3715,31025,M05,M00
159,2012-08-22,3690,3735,3630,3685,29677,M05,M00
160,2012-08-23,3675,3705,3635,3660,13693,M05,M00
161,2012-08-24,3660,3705,3550,3615,39260,M05,M00
162,2012-08-27,3615,3615,3455,3510,174984,M01,M00
163,2012-08-28,3530,3530,3455,3515,119579,M02,M00
164,2012-08-29,3530,3580,3475,3495,51703,M05,M00
165,2012-08-30,3500,3500,3445,3455,79751,M01,M00
166,2012-08-31,3460,3490,3390,3490,147005,P02,P01
167,2012-09-03,3495,3545,3460,3490,55836,M05,M00
168,2012-09-04,3490,3510,3435,3460,119307,M05,M00
169,2012-09-05,3460,3490,3385,3440,74506,M05,M00
170,2012-09-06,3460,3460,3400,3440,58794,M02,M00
171,2012-09-07,3450,3460,3415,3440,24823,M05,M00
172,2012-09-10,3450,3535,3390,3400,83584,M05,M03
173,2012-09-11,3350,3440,3350,3435,111424,P03,P00
174,2012-09-12,3445,3465,3410,3465,61307,P01,P00
175,2012-09-13,3480,3495,3400,3490,184643,K01,K01
176,2012-09-14,3500,3645,3495,3530,109930,P05,P03
177,2012-09-17,3530,3575,3455,3490,45470,M05,M00
178,2012-09-18,3495,3510,3465,3510,81002,K01,K01
179,2012-09-19,3500,3545,3450,3470,115112,M05,M00
180,2012-09-20,3500,3570,3470,3555,145033,P05,P00
181,2012-09-21,3560,3570,3505,3540,53488,M05,M00
182,2012-09-24,3505,3565,3495,3520,74335,K00,K02
183,2012-09-25,3500,3545,3470,3485,45255,M05,M00
184,2012-09-26,3460,3525,3450,3475,52147,K00,K02
185,2012-09-27,3435,3490,3435,3490,106089,P00,P00
186,2012-09-28,3530,3545,3490,3510,55773,M05,M00
187,2012-10-02,3510,3600,3475,3495,28304,M05,M03
188,2012-10-04,3500,3520,3470,3515,46468,K01,K01
189,2012-10-05,3500,3560,3495,3550,44161,P05,P00
190,2012-10-08,3565,3565,3475,3480,56273,M01,M00
191,2012-10-09,3480,3535,3480,3490,58253,K02,K02
192,2012-10-10,3500,3500,3445,3450,72878,M01,M00
193,2012-10-11,3455,3490,3435,3470,51986,K00,K00
194,2012-10-12,3495,3525,3490,3505,44292,K00,K02
195,2012-10-15,3485,3560,3450,3520,102220,P05,P00
196,2012-10-16,3560,3565,3460,3500,87059,M05,M00
197,2012-10-17,3480,3540,3480,3495,60876,K00,K02
198,2012-10-18,3500,3540,3415,3510,82385,K01,K01
199,2012-10-19,3500,3560,3470,3510,77124,K00,K00
200,2012-10-22,3500,3500,3400,3400,190775,M00,M00
201,2012-10-23,3390,3475,3365,3380,135941,M05,M03
202,2012-10-24,3325,3380,3325,3360,65628,P03,P00
203,2012-10-25,3330,3365,3290,3305,68670,M05,M00
204,2012-10-26,3300,3300,3160,3240,166159,M01,M01
205,2012-10-29,3190,3225,3125,3185,137733,M05,M00
206,2012-10-30,3145,3220,3145,3200,50188,P03,P00
207,2012-10-31,3200,3285,3200,3260,60938,P03,P00
208,2012-11-01,3230,3400,3230,3280,30381,P04,P03
209,2012-11-02,3255,3310,3255,3300,28096,P03,P00
210,2012-11-05,3260,3305,3185,3240,61584,M05,M00
211,2012-11-06,3280,3285,3210,3280,34951,K01,K01
212,2012-11-07,3250,3340,3250,3305,55485,P03,P00
213,2012-11-08,3300,3300,3235,3280,14534,M02,M00
214,2012-11-09,3220,3280,3190,3270,31874,P05,P00
215,2012-11-12,3760,3760,3690,3760,705622,K01,K01
216,2012-11-13,3900,4320,3830,4320,2157606,P11,P10
217,2012-11-14,4450,4570,4180,4200,1158386,M05,M03
218,2012-11-15,4195,4275,3990,4185,539693,M05,M01
219,2012-11-16,4145,4190,3815,3825,470409,M05,M00
220,2012-11-19,3785,3910,3780,3850,292751,P05,P00
221,2012-11-20,3860,3915,3795,3900,265931,P05,P00
222,2012-11-21,3880,3940,3835,3835,207618,M03,M00
223,2012-11-22,3850,3940,3845,3845,154045,M04,M03
224,2012-11-23,3880,3925,3785,3840,140355,M05,M00
225,2012-11-26,3865,3900,3745,3775,86807,M05,M00
226,2012-11-27,3710,3810,3710,3750,129296,P03,P00
227,2012-11-28,3805,3805,3700,3715,46685,M01,M00
228,2012-11-29,3720,3800,3720,3755,83889,P03,P00
229,2012-11-30,3795,3815,3725,3735,43241,M05,M00
230,2012-12-03,3785,3855,3735,3855,149272,P01,P00
231,2012-12-04,3890,4170,3850,3850,679345,M04,M04
232,2012-12-05,3800,3870,3655,3855,120581,P05,P01
233,2012-12-06,3850,4050,3770,3770,208747,M04,M04
234,2012-12-07,3750,3845,3710,3715,84909,M05,M03
235,2012-12-10,3680,3760,3680,3700,51711,P04,P00
236,2012-12-11,3715,3785,3685,3740,44699,P05,P00
237,2012-12-12,3740,3790,3730,3755,28520,K00,K02
238,2012-12-13,3755,3900,3720,3870,60117,P05,P00
239,2012-12-14,3875,3880,3775,3775,62338,M03,M00
240,2012-12-17,3815,3845,3785,3795,65945,M05,M00
241,2012-12-18,3800,3850,3740,3770,69737,M05,M00
242,2012-12-20,3810,3820,3740,3810,39998,K01,K01
243,2012-12-21,3780,3900,3775,3790,62939,K02,K02
244,2012-12-24,3780,3880,3750,3815,65713,P05,P00
245,2012-12-26,3850,3950,3830,3950,77546,P01,P00
246,2012-12-27,4000,4255,3955,4160,155821,P05,P03
247,2012-12-28,4110,4200,4050,4160,121107,P05,P00
248,2013-01-02,4190,4250,4095,4170,80030,M05,M00
249,2013-01-03,4250,4275,4095,4105,54699,M05,M00
250,2013-01-04,4160,4200,4070,4150,50825,M05,M00
251,2013-01-07,4155,4205,4070,4155,45085,K00,K00
252,2013-01-08,4155,4460,4155,4370,225248,P03,P03
253,2013-01-09,4370,4450,4250,4300,72784,M05,M00
254,2013-01-10,4300,4620,4275,4450,186814,P05,P03
255,2013-01-11,4515,4515,4365,4410,61333,M01,M00
256,2013-01-14,4415,4575,4280,4355,101504,M05,M03
257,2013-01-15,4355,4395,4250,4350,138302,M05,M01
258,2013-01-16,4300,4530,4300,4440,68236,P03,P03
259,2013-01-17,4400,4500,4330,4410,52612,K00,K00
260,2013-01-18,4450,5070,4385,5070,439057,P11,P10
261,2013-01-21,5200,5450,5000,5140,845909,M05,M05
262,2013-01-22,5160,5230,5000,5120,247376,M05,M01
263,2013-01-23,5120,5220,4825,4830,410157,M05,M00
264,2013-01-24,4875,4875,4765,4770,91402,M01,M00
265,2013-01-25,4770,4880,4570,4695,226824,M05,M05
266,2013-01-28,4670,4690,4530,4670,104608,K01,K01
267,2013-01-29,4675,4855,4670,4785,157826,P05,P00
268,2013-01-30,4750,4850,4310,4310,178824,M03,M03
269,2013-01-31,4400,4465,4280,4310,207804,M05,M00
270,2013-02-01,4310,4400,4260,4300,44990,M05,M03
271,2013-02-04,4340,4340,4130,4220,88781,M01,M01
272,2013-02-05,4180,4285,4145,4190,44366,K00,K02
273,2013-02-06,4185,4335,4185,4300,53139,P03,P00
274,2013-02-07,4300,4460,4260,4370,32565,P05,P03
275,2013-02-08,4450,4450,4315,4375,24569,M01,M00
276,2013-02-12,4400,4400,4295,4350,31907,M01,M00
277,2013-02-13,4355,4435,4330,4390,39791,P05,P00
278,2013-02-14,4375,4750,4375,4635,93060,P03,P03
279,2013-02-15,4635,4850,4620,4825,121844,P05,P00
280,2013-02-18,4800,4980,4750,4860,48296,P05,P03
281,2013-02-19,4900,4905,4795,4830,29790,M05,M00
282,2013-02-20,4855,5020,4815,4890,128909,P05,P03
283,2013-02-21,4890,5200,4890,5170,232860,P03,P00
284,2013-02-22,5200,5400,4980,5080,187266,M05,M03
285,2013-02-25,5120,5350,5000,5290,192909,P05,P01
286,2013-02-26,5290,5350,5150,5260,96883,M05,M01
287,2013-02-27,5290,5310,5070,5180,88915,M05,M01
288,2013-02-28,5200,5240,5020,5110,82199,M05,M00
289,2013-03-04,5120,5860,5100,5580,279605,P05,P04
290,2013-03-05,5590,6080,5580,6000,254301,P05,P00
291,2013-03-06,6000,6000,5790,5820,101825,M01,M00
292,2013-03-07,5770,6220,5770,6000,159259,P03,P03
293,2013-03-08,6710,6880,5960,6160,876222,M05,M05
294,2013-03-11,6120,6200,5800,5920,242020,M05,M00
295,2013-03-12,5860,6120,5840,5980,162792,P05,P03
296,2013-03-13,5940,6160,5940,6100,131799,P03,P00
297,2013-03-14,6180,6230,6060,6190,78836,K01,K01
298,2013-03-15,6310,6490,6180,6380,213340,P05,P01
