,date,open,high,low,close,volume,pattern1,new_pat1
0,2019-03-05,61100,65600,59900,63200,3952178,P05,
1,2019-03-06,64400,69600,63700,68700,1484460,P05,P00
2,2019-03-07,70300,72400,69200,70000,1019641,M05,M03
3,2019-03-08,70000,70800,67600,69900,472140,M05,M01
4,2019-03-11,69600,70300,66100,69200,394610,M05,M01
5,2019-03-12,69400,70500,66700,67200,335275,M05,M00
6,2019-03-13,67100,67200,63900,66000,450481,M05,M01
7,2019-03-14,67000,70700,66100,70000,696862,P05,P00
8,2019-03-15,70100,71200,66400,68400,478728,M05,M01
9,2019-03-18,68000,69100,65800,67600,397879,M05,M01
10,2019-03-19,68300,72700,67700,72700,983813,P01,P00
11,2019-03-20,73200,74000,70400,71400,598601,M05,M00
12,2019-03-21,72200,74500,71500,73000,632634,P05,P03
13,2019-03-22,73100,73500,68400,69900,1087240,M05,M01
14,2019-03-25,68500,68800,66000,67400,625647,M05,M01
15,2019-03-26,67900,69100,66600,68300,191816,P05,P00
16,2019-03-27,69300,71000,68100,70500,293264,P05,P00
17,2019-03-28,69300,69300,62200,62600,842311,M01,M00
18,2019-03-29,62600,63200,57300,61100,759934,M05,M01
19,2019-04-01,60100,61700,59700,60900,205471,P05,P00
20,2019-04-02,61500,61700,58500,59200,241092,M05,M00
21,2019-04-03,60800,62000,60100,61100,286951,K00,K00
22,2019-04-04,61400,61600,60300,60900,133461,M05,M00
23,2019-04-05,59100,60400,59100,59600,231598,P03,P00
24,2019-04-08,60000,63700,59800,63500,358571,P05,P00
25,2019-04-09,63800,66000,63700,64800,320935,P05,P00
26,2019-04-10,64800,66600,64300,66200,181172,P05,P00
27,2019-04-11,66800,67000,64800,67000,156310,K01,K01
28,2019-04-12,66900,67700,65800,66000,125457,M05,M00
29,2019-04-15,65600,66000,62700,63900,184514,M05,M00
30,2019-04-16,63800,63800,61900,62600,132714,M01,M00
31,2019-04-17,63000,64200,62200,63000,90849,K00,K00
32,2019-04-18,63200,64300,62500,63000,87808,M05,M00
33,2019-04-19,62700,64000,62600,63300,80498,P05,P00
34,2019-04-22,63300,64500,63100,64500,111601,P01,P00
35,2019-04-23,65000,65000,63500,63900,105095,M01,M00
36,2019-04-24,64500,64700,61700,62700,135733,M05,M00
37,2019-04-25,63100,63100,61400,62700,90808,M02,M01
38,2019-04-26,62300,62700,61200,61600,67455,M05,M00
39,2019-04-29,61600,62500,61300,62300,69793,P05,P00
40,2019-04-30,62800,62800,61200,62000,78747,M01,M00
41,2019-05-02,61800,64400,61500,64100,146771,P05,P00
42,2019-05-03,64100,65900,64100,65300,185627,P03,P00
43,2019-05-07,64000,64600,63000,64400,82382,P05,P00
44,2019-05-08,63400,63500,62200,63300,108551,M05,M00
45,2019-05-09,62600,63200,57400,58600,336207,M05,M00
46,2019-05-10,58700,59700,55900,59000,134099,P05,P01
47,2019-05-13,58300,58500,55300,56600,156522,M05,M01
48,2019-05-14,55000,56800,53400,55000,189995,K00,K00
49,2019-05-15,55700,59100,55300,59000,132998,P05,P00
50,2019-05-16,59000,59700,57300,58300,97709,M05,M00
51,2019-05-17,58300,59200,55700,56100,127151,M05,M00
52,2019-05-20,56400,57100,53600,53900,137961,M05,M00
53,2019-05-21,54000,54500,52400,53400,118513,M05,M00
54,2019-05-22,54800,57200,54300,54900,237586,K02,K02
55,2019-05-23,55600,56500,55000,55900,135852,P05,P00
56,2019-05-24,55400,57000,55000,56500,87606,P05,P00
57,2019-05-27,57200,60700,56000,59000,173618,P05,P05
58,2019-05-28,60000,60000,58400,59200,105921,M01,M00
59,2019-05-29,59200,60500,57900,59100,113599,M05,M05
60,2019-05-30,60200,64200,60200,62400,477505,P03,P03
61,2019-05-31,61700,62600,59300,59800,253600,M05,M00
62,2019-06-03,59700,62600,58400,62000,251305,P05,P01
63,2019-06-04,62000,65000,61700,64500,417782,P05,P00
64,2019-06-05,62800,65500,62500,65100,651430,P05,P00
65,2019-06-07,64400,67400,64400,67000,293611,P03,P00
66,2019-06-10,67800,68500,63600,65800,383588,M05,M01
67,2019-06-11,65400,67200,64100,66500,344482,P05,P00
68,2019-06-12,66300,67200,64700,65800,210873,M05,M00
69,2019-06-13,65100,68200,65000,66100,695617,P05,P03
70,2019-06-14,66100,66600,63700,64500,202765,M05,M00
71,2019-06-17,64300,64600,62600,63400,114066,M05,M00
72,2019-06-18,63500,64100,59000,60000,429429,M05,M00
73,2019-06-19,60800,60800,57700,57900,413827,M01,M00
74,2019-06-20,57200,59200,56700,58600,181973,P05,P00
75,2019-06-21,58500,60000,57700,58600,152147,K00,K02
76,2019-06-24,58700,59200,58000,58100,98898,M05,M00
77,2019-06-25,59000,60700,58700,59400,185455,P05,P03
78,2019-06-26,59700,59700,58600,58700,64497,M01,M00
79,2019-06-27,58700,60200,58400,59300,77141,P05,P00
80,2019-06-28,59300,60100,58800,59700,103900,P05,P00
81,2019-07-01,60000,60500,58800,59900,89441,M05,M00
82,2019-07-02,59600,60300,58400,58400,82434,M03,M00
83,2019-07-03,59500,60900,58700,59800,191698,P05,P00
84,2019-07-04,60300,60700,59100,60200,116251,M05,M00
85,2019-07-05,60300,60400,58000,60000,121501,M05,M01
86,2019-07-08,59700,59800,56000,56400,177122,M05,M00
87,2019-07-09,56100,57500,55300,56100,164660,K00,K02
88,2019-07-10,56300,57400,56100,56800,74451,P05,P00
89,2019-07-11,57000,59700,56900,59400,134249,P05,P00
90,2019-07-12,59100,64000,58900,63400,426572,P05,P00
91,2019-07-15,63500,64300,62100,63500,158004,K00,K01
92,2019-07-16,64100,66000,63200,63300,292448,M05,M03
93,2019-07-17,65800,66500,64000,65300,449003,M05,M01
94,2019-07-18,64600,64900,63400,63900,182662,M05,M00
95,2019-07-19,64300,65200,62600,63300,167229,M05,M00
96,2019-07-22,63600,63700,61100,61800,176844,M05,M00
97,2019-07-23,60900,60900,57400,58000,616846,M01,M00
98,2019-07-24,58400,59300,57400,58300,159688,M05,M00
99,2019-07-25,58000,58800,56500,57100,153338,M05,M00
100,2019-07-26,56800,57400,56500,56900,107013,K00,K00
101,2019-07-29,56600,56600,54200,54300,195840,M01,M00
102,2019-07-30,54500,56000,53500,56000,115133,P01,P00
103,2019-07-31,55600,58200,54600,57700,150151,P05,P00
104,2019-08-01,57100,57800,55800,56400,94675,M05,M00
105,2019-08-02,54800,57100,54100,56100,131447,P05,P00
106,2019-08-05,55200,55800,50600,50900,245584,M05,M00
107,2019-08-06,49000,52100,48450,49350,209354,P05,P04
108,2019-08-07,49450,51000,49450,51000,136160,P00,P00
109,2019-08-08,51600,53900,51300,53600,119676,P05,P00
110,2019-08-09,54400,54500,52400,53300,77330,M05,M00
111,2019-08-12,53300,54100,52500,53000,66520,M05,M00
112,2019-08-13,52900,52900,51000,51300,102436,M01,M00
113,2019-08-14,52600,53900,51800,53500,88352,P05,P00
114,2019-08-16,52300,52800,51700,52300,73482,K00,K00
115,2019-08-19,53000,53100,52100,52700,44285,M05,M00
116,2019-08-20,53600,57800,53600,57800,255251,P00,P00
117,2019-08-21,57800,58600,56900,58000,118462,K00,K00
118,2019-08-22,58100,59600,57600,58600,168749,P05,P00
119,2019-08-23,57300,59500,56300,59000,195568,P05,P00
120,2019-08-26,57500,58000,55700,56100,219128,M05,M00
121,2019-08-27,57900,58300,55900,56300,161467,M05,M00
122,2019-08-28,56300,59200,56300,59200,130624,P00,P00
123,2019-08-29,59700,59700,58500,59300,125141,M02,M00
124,2019-08-30,59900,60600,59100,59400,113252,M05,M00
125,2019-09-02,58500,58500,56300,57600,199710,M01,M01
126,2019-09-03,57400,58400,57000,57500,80906,K00,K02
127,2019-09-04,57400,57600,56200,56600,179744,M05,M00
128,2019-09-05,56700,57700,56400,56800,183051,K00,K02
129,2019-09-06,57400,57400,54800,55600,215654,M01,M00
130,2019-09-09,56300,56400,53000,53100,265223,M05,M00
131,2019-09-10,53400,53900,52500,53900,129024,P01,P00
132,2019-09-11,54000,54400,53200,53600,110109,M05,M00
133,2019-09-16,54000,54800,53200,54600,127493,P05,P00
134,2019-09-17,53500,53800,52100,52700,294354,M05,M00
135,2019-09-18,52800,53000,51900,52400,113440,M05,M00
136,2019-09-19,52400,53400,52200,52600,124906,K00,K02
137,2019-09-20,52600,53300,52300,53300,252946,P01,P00
138,2019-09-23,53400,53700,52500,52500,109650,M03,M00
139,2019-09-24,52600,53300,52100,52500,92196,M05,M00
140,2019-09-25,52100,52100,48250,49450,482512,M01,M01
141,2019-09-26,49500,50200,47950,48400,288971,M05,M00
142,2019-09-27,48200,49650,48200,49500,112444,P03,P00
143,2019-09-30,48750,49550,48050,49400,78922,P05,P00
144,2019-10-01,49700,50300,49400,49950,116426,P05,P00
145,2019-10-02,49500,49500,48300,48400,129516,M01,M00
146,2019-10-04,48000,48500,47250,47300,126141,M05,M00
147,2019-10-07,47350,47700,44950,45150,240899,M05,M00
148,2019-10-08,44650,47000,44550,46800,173137,P05,P00
149,2019-10-10,46250,49450,46150,49000,216710,P05,P00
150,2019-10-11,49150,50100,48550,48800,93887,M05,M00
151,2019-10-14,49450,50800,49450,50500,164025,P03,P00
152,2019-10-15,50700,51000,49350,49900,71428,M05,M00
153,2019-10-16,50300,50800,49150,50600,102619,P05,P01
154,2019-10-17,50900,51000,49150,49450,89521,M05,M00
155,2019-10-18,49550,51800,49200,49750,228332,K02,K02
156,2019-10-21,50200,50200,47650,47900,167904,M01,M00
157,2019-10-22,47850,48100,46150,48000,214994,K01,K01
158,2019-10-23,48000,48650,47200,47350,121342,M05,M00
159,2019-10-24,48200,50300,48200,49400,235603,P03,P00
160,2019-10-25,50000,50500,47800,48250,169489,M05,M00
161,2019-10-28,48450,52300,48450,52300,369893,P00,P00
162,2019-10-29,52800,52900,50700,51200,171211,M05,M00
163,2019-10-30,51200,52500,50200,51700,182214,P05,P00
164,2019-10-31,51900,52400,51100,51500,109484,M05,M00
165,2019-11-01,51900,51900,50800,51200,95975,M01,M00
166,2019-11-04,51200,52300,51000,51200,113245,K02,K02
167,2019-11-05,51700,51700,50900,51200,80053,M01,M00
168,2019-11-06,51500,52100,51000,51500,79423,K00,K00
169,2019-11-07,51500,51700,49900,50400,112048,M05,M00
170,2019-11-08,51000,51400,50500,50600,83342,M05,M00
171,2019-11-11,51000,51700,50600,50900,89875,M05,M00
172,2019-11-12,51400,51400,49350,49600,115269,M01,M00
173,2019-11-13,50300,50300,48300,48700,81652,M01,M00
174,2019-11-14,48750,49300,48500,48950,52551,K00,K00
175,2019-11-15,48800,50900,48400,50900,137939,P01,P00
176,2019-11-18,51000,51500,50100,51500,91077,P01,P00
177,2019-11-19,51500,52400,50800,51900,126516,P05,P00
178,2019-11-20,51900,54100,51900,52400,302061,P04,P03
179,2019-11-21,52700,53300,50600,50800,109652,M05,M00
180,2019-11-22,50800,53700,50800,53300,306766,P03,P00
181,2019-11-25,53400,53600,52700,53500,119853,K01,K01
182,2019-11-26,53800,54000,52900,53100,214557,M05,M00
183,2019-11-27,53100,53600,51700,53200,91358,K01,K01
