,date,open,high,low,close,volume,pattern1,new_pat1
0,2012-01-02,12900,13250,12800,13000,40267,P05,
1,2012-01-03,13000,13300,12650,12750,54127,M05,M03
2,2012-01-04,12850,12950,12400,12550,58156,M05,M00
3,2012-01-05,12600,13000,12400,12950,41120,P05,P00
4,2012-01-06,12750,12950,12400,12700,35263,M05,M01
5,2012-01-09,12400,12800,12400,12750,15244,P03,P00
6,2012-01-10,12600,13300,12600,13200,37310,P03,P00
7,2012-01-11,13200,13350,12850,12950,24245,M05,M00
8,2012-01-12,12950,12950,12500,12850,21964,M02,M01
9,2012-01-13,13000,13000,12600,12650,27713,M01,M00
10,2012-01-16,12400,12650,12250,12550,20414,P05,P00
11,2012-01-17,12500,12750,12200,12500,42559,K00,K00
12,2012-01-18,12350,12600,12300,12500,14015,P05,P00
13,2012-01-19,12400,13200,12250,13000,45816,P05,P00
14,2012-01-20,12900,13100,12550,12900,21563,K00,K01
15,2012-01-25,12700,12950,12600,12600,22797,M04,M00
16,2012-01-26,12650,12800,12400,12600,21307,M05,M00
17,2012-01-27,12500,12750,12300,12500,18736,K00,K00
18,2012-01-30,12350,12550,12250,12450,13240,P05,P00
19,2012-01-31,12350,12500,12100,12400,27023,K00,K01
20,2012-02-01,12250,12800,12250,12700,23428,P03,P00
21,2012-02-02,12850,13000,12600,12850,21996,K00,K00
22,2012-02-03,13050,13050,12700,12900,32972,M01,M00
23,2012-02-06,13000,13050,12550,12800,20092,M05,M00
24,2012-02-07,12700,12950,12500,12550,22456,M05,M00
25,2012-02-08,12400,12700,12300,12600,29003,P05,P00
26,2012-02-09,12450,12600,12200,12300,30661,M05,M00
27,2012-02-10,12400,13000,12300,12850,41765,P05,P00
28,2012-02-13,13000,14750,13000,14750,297494,P10,P10
29,2012-02-14,14850,15000,14400,14800,162886,M05,M01
30,2012-02-15,14800,15400,14200,14850,117779,K00,K00
31,2012-02-16,14550,14950,14000,14200,75878,M05,M03
32,2012-02-17,14500,15700,14200,15350,245801,P05,P05
33,2012-02-20,15600,15850,14900,14950,91572,M05,M00
34,2012-02-21,14950,15150,14500,14550,80722,M05,M00
