,date,open,high,low,close,volume,pattern1,new_pat1
0,2017-12-07,49500,49500,39900,42300,1502563,M11,
1,2017-12-08,42000,53300,41150,46000,1622121,P05,P03
2,2017-12-11,48500,51000,45050,45400,285631,M05,M04
3,2017-12-12,45800,45900,41900,43000,299679,M05,M01
4,2017-12-13,43000,44850,42950,43200,94899,K02,K02
5,2017-12-14,43900,43900,42300,42600,71267,M01,M00
6,2017-12-15,42400,43950,42250,42450,50477,K02,K02
7,2017-12-18,43650,43650,41250,41300,86592,M01,M00
8,2017-12-19,41500,41700,39600,41400,117957,M05,M01
9,2017-12-20,41700,41700,39000,39000,108531,M00,M00
10,2017-12-21,39000,40800,38100,38900,54693,M05,M05
11,2017-12-22,38900,39300,37900,38250,48086,M05,M00
12,2017-12-26,38100,38300,36950,37000,108355,M05,M00
13,2017-12-27,37050,39150,36550,37050,77432,K02,K02
14,2017-12-28,37650,39750,37500,39250,70011,P05,P00
15,2018-01-02,39650,41800,39250,41450,84782,P05,P00
16,2018-01-03,41400,43000,40950,42450,74811,P05,P00
17,2018-01-04,42950,42950,41600,42400,43873,M01,M00
18,2018-01-05,42700,42700,41100,41550,45669,M01,M00
19,2018-01-08,41550,42000,39550,40250,62299,M05,M00
20,2018-01-09,39850,40300,38300,38500,49862,M05,M00
21,2018-01-10,38550,39750,38000,38300,59811,M05,M03
22,2018-01-11,38200,39400,38200,38800,24404,P03,P00
23,2018-01-12,39000,39000,37400,37800,58790,M01,M00
24,2018-01-15,37600,37650,36600,36900,69534,M05,M00
25,2018-01-16,37000,37000,36200,36450,83074,M01,M00
26,2018-01-17,36350,36950,35000,35200,118686,M05,M00
27,2018-01-18,35550,37400,35350,36850,61235,P05,P00
28,2018-01-19,37500,37500,36200,36650,27300,M01,M00
29,2018-01-22,37150,37500,36100,36450,40128,M05,M00
30,2018-01-23,36600,36900,36200,36700,20951,K00,K01
31,2018-01-24,36900,38300,36750,37150,69423,P05,P03
32,2018-01-25,37800,37900,37100,37550,37930,M05,M00
33,2018-01-26,37600,38000,37000,37700,43877,K00,K01
34,2018-01-29,38100,38700,37650,38000,47938,M05,M00
35,2018-01-30,37900,38050,37450,37650,32621,M05,M00
36,2018-01-31,37400,37800,36450,37500,44136,K01,K01
