,date,open,high,low,close,volume,pattern1
0,2017-09-29,2353,2421,2336,2354,866000,K02
1,2017-10-10,2359,3044,2359,2405,6185504,P04
2,2017-10-11,2432,2472,2399,2410,648448,M05
3,2017-10-12,2432,2438,2393,2399,304886,M05
4,2017-10-13,2399,2614,2399,2422,618696,P04
5,2017-10-16,2421,2631,2393,2569,849269,P05
6,2017-10-17,2659,2766,2449,2490,714106,M05
7,2017-10-18,2489,2648,2455,2473,625510,M05
8,2017-10-19,2489,2823,2472,2597,2281443,P05
9,2017-10-20,2693,2800,2506,2535,850692,M05
10,2017-10-23,2546,2568,2500,2569,187044,P02
11,2017-10-24,2534,2563,2478,2478,174079,M03
12,2017-10-25,2489,2563,2438,2541,326137,P05
13,2017-10-26,2540,2580,2495,2541,177832,K00
14,2017-10-27,2551,2551,2495,2512,127174,M01
15,2017-10-30,2506,2534,2489,2512,60229,K00
16,2017-10-31,2495,2529,2472,2490,96065,M05
17,2017-11-01,2478,2529,2466,2518,69104,P05
18,2017-11-02,2523,2591,2506,2529,128447,K00
19,2017-11-03,2529,2783,2517,2563,1017817,P05
20,2017-11-06,2602,3010,2568,2693,3585274,P05
21,2017-11-07,2693,2749,2619,2637,591606,M05
22,2017-11-08,2625,2670,2591,2642,359740,P05
23,2017-11-09,2795,2840,2636,2671,527716,M05
24,2017-11-10,2670,2670,2568,2569,200145,M01
25,2017-11-13,2574,2614,2523,2563,103677,M05
26,2017-11-14,2563,2585,2540,2552,51467,M05
27,2017-11-15,2563,2580,2483,2490,193714,M05
28,2017-11-16,2500,2534,2483,2501,61679,K00
29,2017-11-17,2506,2517,2472,2501,71575,M05
30,2017-11-20,2495,2534,2472,2518,52475,P05
31,2017-11-21,2506,2546,2455,2456,119201,M05
32,2017-11-22,2466,2619,2455,2569,271532,P05
33,2017-11-23,2591,2591,2512,2574,78799,M02
34,2017-11-24,2580,2608,2506,2546,81676,M05
35,2017-11-27,2597,2631,2517,2580,109573,M05
36,2017-11-28,2546,2614,2523,2557,97511,K00
37,2017-11-29,2580,2585,2517,2541,56519,M05
38,2017-11-30,2517,2574,2512,2563,57492,P05
39,2017-12-01,2574,2574,2512,2529,46218,M01
40,2017-12-04,2529,2529,2483,2490,34667,M01
41,2017-12-05,2478,2517,2472,2507,23224,P05
42,2017-12-06,2506,2585,2489,2563,82338,P05
43,2017-12-07,2597,2597,2517,2546,20894,M01
44,2017-12-08,2523,2574,2500,2574,67104,P01
45,2017-12-11,2557,2648,2523,2648,76871,P01
46,2017-12-12,2659,2676,2568,2620,70014,M05
47,2017-12-13,2653,2653,2540,2569,56526,M01
48,2017-12-14,2546,2580,2529,2569,46552,P05
49,2017-12-15,2568,2585,2523,2524,24865,M05
50,2017-12-18,2523,2551,2461,2495,57977,M05
51,2017-12-19,2512,2517,2449,2478,27083,M05
52,2017-12-20,2500,2506,2455,2473,19622,M05
53,2017-12-21,2489,2489,2387,2416,111960,M01
54,2017-12-22,2438,2472,2416,2467,24417,P05
55,2017-12-26,2438,2461,2393,2456,25132,P05
56,2017-12-27,2444,2472,2421,2467,10116,P05
57,2017-12-28,2438,2512,2438,2478,20831,P03
58,2018-01-02,2489,2489,2455,2478,36507,M02
59,2018-01-03,2506,2512,2449,2490,48488,M05
60,2018-01-04,2483,2500,2449,2473,30192,M05
61,2018-01-05,2483,2483,2455,2456,9404,M01
62,2018-01-08,2449,2506,2444,2495,20706,P05
63,2018-01-09,2489,2506,2466,2495,17854,K00
64,2018-01-10,2472,2506,2472,2495,7192,P03
65,2018-01-11,2478,2506,2472,2501,7929,P05
66,2018-01-12,2478,2546,2478,2524,26133,P03
67,2018-01-15,2495,2540,2478,2478,14554,M04
68,2018-01-16,2478,2517,2466,2518,17132,P01
69,2018-01-17,2506,2523,2489,2512,33136,K00
70,2018-01-18,2506,2523,2495,2512,10900,K00
71,2018-01-19,2500,2529,2495,2524,15161,P05
72,2018-01-22,2506,2534,2500,2501,34088,M05
73,2018-01-23,2506,2563,2506,2552,71814,P03
74,2018-01-24,2659,2732,2574,2608,311840,M05
75,2018-01-25,2597,2800,2574,2699,655916,P05
