,date,open,high,low,close,volume,pattern1
0,2012-01-02,11700,11800,11350,11450,122389,M05
1,2012-01-03,11500,11950,11400,11850,219608,P05
2,2012-01-04,11800,11900,11650,11800,183532,K00
3,2012-01-05,11800,11800,11600,11600,105222,M00
4,2012-01-06,11750,11750,11250,11400,144337,M01
5,2012-01-09,11500,11500,11250,11300,61913,M01
6,2012-01-10,11400,11700,11300,11600,191504,P05
7,2012-01-11,11600,11650,11200,11200,164564,M03
8,2012-01-12,11250,11650,11100,11500,146196,P05
9,2012-01-13,11500,11700,11300,11400,132067,M05
10,2012-01-16,11400,11400,11000,11050,205742,M01
11,2012-01-17,11150,11250,11000,11150,254438,K00
12,2012-01-18,11150,11200,11000,11200,194797,K01
13,2012-01-19,11200,11300,11050,11150,137933,M05
14,2012-01-20,11250,11300,10900,11000,398007,M05
15,2012-01-25,11050,11150,10900,11050,289775,K00
16,2012-01-26,11050,11250,11000,11250,444551,P01
17,2012-01-27,11250,11300,11050,11150,252360,M05
18,2012-01-30,11200,11700,11150,11700,648595,P01
19,2012-01-31,11800,11800,11600,11800,207129,K01
20,2012-02-01,11850,11950,11700,11950,398208,P01
21,2012-02-02,12050,12450,12000,12350,402336,P05
22,2012-02-03,12200,12350,11800,12000,357990,M05
23,2012-02-06,12100,12100,11800,11900,178206,M01
24,2012-02-07,11900,12350,11900,12300,339530,P03
25,2012-02-08,12200,12350,11750,11850,594561,M05
26,2012-02-09,11850,11850,11500,11650,798147,M01
27,2012-02-10,11700,12050,11650,12050,379515,P01
28,2012-02-13,12100,12150,11950,12100,184479,K00
29,2012-02-14,12150,12200,12000,12150,129505,K00
30,2012-02-15,12150,12250,11950,12250,238281,P01
31,2012-02-16,12200,12200,11900,11900,186679,M00
32,2012-02-17,11950,12100,11900,12000,170195,K00
33,2012-02-20,12000,12150,11950,11950,222897,M04
34,2012-02-21,11950,12100,11850,12000,163611,K00
35,2012-02-22,12000,12650,11900,12650,444107,P01
36,2012-02-23,12500,12700,12100,12250,447852,M05
37,2012-02-24,12400,12550,12200,12500,263043,P05
38,2012-02-27,12550,12600,12100,12100,175653,M03
39,2012-02-28,12300,12350,12100,12250,197187,M05
40,2012-02-29,12200,12600,12200,12550,325020,P03
41,2012-03-02,12550,12950,12400,12950,406339,P01
42,2012-03-05,12800,12950,12650,12850,219492,K00
43,2012-03-06,12900,13050,12800,13000,372922,P05
44,2012-03-07,12900,13000,12800,12900,231647,K00
45,2012-03-08,12900,13000,12750,12800,156504,M05
46,2012-03-09,12800,12900,12550,12800,209294,K00
47,2012-03-12,12700,12750,12400,12600,373808,M05
48,2012-03-13,12600,12800,12550,12800,85336,P01
49,2012-03-14,12900,12900,12700,12800,145331,M01
50,2012-03-15,12750,12900,12550,12800,146955,K00
51,2012-03-16,12750,12900,12550,12600,212259,M05
52,2012-03-19,12600,12750,12550,12700,171940,P05
53,2012-03-20,12600,12800,12600,12800,160944,P00
54,2012-03-21,12850,12850,12650,12750,116423,M01
55,2012-03-22,12800,13000,12700,13000,234189,P01
56,2012-03-23,13000,13300,12950,13300,207514,P01
57,2012-03-26,13300,13450,13250,13350,192639,K00
58,2012-03-27,13350,13400,13200,13350,104434,K00
59,2012-03-28,13150,13350,12850,13350,525461,P01
60,2012-03-29,12900,13200,12750,13200,301962,P01
61,2012-03-30,13000,13050,12750,12900,255168,M05
62,2012-04-02,12850,12900,12500,12650,263126,M05
63,2012-04-03,12650,12750,12350,12350,214004,M03
64,2012-04-04,12350,12400,12100,12100,151196,M03
65,2012-04-05,12100,12150,11750,12100,264427,K01
66,2012-04-06,12150,12150,11800,12000,229051,M01
67,2012-04-09,11900,11900,11450,11450,395559,M00
68,2012-04-10,11450,11900,11400,11900,435455,P01
69,2012-04-12,11900,11900,11550,11750,247939,M01
70,2012-04-13,11800,11900,11550,11600,282372,M05
71,2012-04-16,11600,11750,11550,11550,159261,M04
72,2012-04-17,11600,11900,11500,11800,256168,P05
73,2012-04-18,12000,12000,11600,11800,197765,M01
74,2012-04-19,11700,11850,11700,11800,57805,P03
75,2012-04-20,11800,11800,11600,11600,46941,M00
76,2012-04-23,11550,11700,11400,11550,181894,K00
77,2012-04-24,11450,11500,11100,11400,260906,M05
78,2012-04-25,11500,11550,11200,11400,178915,M05
79,2012-04-26,11500,11750,11450,11700,199413,P05
80,2012-04-27,11700,11800,11400,11700,210111,K00
81,2012-04-30,11700,11850,11500,11700,107353,K00
82,2012-05-02,11750,12000,11750,12000,251402,P00
83,2012-05-03,11900,12150,11800,12150,132183,P01
84,2012-05-04,12150,12400,12100,12400,98709,P01
85,2012-05-07,12350,12400,12150,12300,37931,M05
86,2012-05-08,12300,12500,12000,12450,124833,P05
87,2012-05-09,12400,12550,12150,12550,202302,P01
88,2012-05-10,12450,12550,12250,12550,212612,P01
89,2012-05-11,12450,12500,12100,12200,226513,M05
90,2012-05-14,12250,12300,11800,11800,127866,M03
91,2012-05-15,11700,11900,11550,11750,238993,K00
92,2012-05-16,11700,11800,11250,11250,225829,M03
93,2012-05-17,11450,11800,11400,11550,228283,P05
94,2012-05-18,11400,11600,11300,11400,119428,K00
95,2012-05-21,11600,11800,11350,11350,241893,M03
96,2012-05-22,11500,11700,11400,11650,110807,P05
97,2012-05-23,11700,11800,11500,11600,86978,M05
98,2012-05-24,11550,11700,11350,11500,99963,M05
99,2012-05-25,11500,11650,11100,11350,186209,M05
100,2012-05-29,11250,11400,11200,11300,96163,K00
101,2012-05-30,11400,11650,11300,11500,141492,P05
102,2012-05-31,11400,11700,11400,11700,61881,P00
103,2012-06-01,11600,11800,11400,11800,110103,P01
104,2012-06-04,11400,11650,11200,11200,165713,M03
105,2012-06-05,11350,11350,11200,11200,66480,M00
106,2012-06-07,11300,11400,10900,10950,228536,M05
107,2012-06-08,10950,11100,10700,10800,233678,M05
108,2012-06-11,10900,11000,10350,10400,388205,M05
109,2012-06-12,10350,10600,10150,10250,404256,M05
110,2012-06-13,10350,10750,10200,10650,408677,P05
111,2012-06-14,10600,10650,10300,10500,428811,M05
112,2012-06-15,10450,10550,9910,9910,1198688,M03
113,2012-06-18,10150,10400,10100,10400,798720,P01
114,2012-06-19,10300,10500,10250,10400,217769,P05
115,2012-06-20,10500,10500,10300,10400,193419,M01
116,2012-06-21,10350,10600,10300,10600,166171,P01
117,2012-06-22,10500,10600,10350,10600,120976,P01
118,2012-06-25,10600,10600,10400,10400,78644,M00
119,2012-06-26,10300,11000,10300,11000,348848,P00
120,2012-06-27,10900,11050,10750,10950,229483,K00
121,2012-06-28,11100,11150,10850,11000,163875,M05
122,2012-06-29,10850,11200,10800,11200,197903,P01
123,2012-07-02,11350,11350,11000,11000,142071,M00
124,2012-07-03,11000,11100,10850,10900,74653,M05
125,2012-07-04,11000,11000,10750,11000,165362,K01
126,2012-07-05,10950,11000,10750,11000,250527,K01
127,2012-07-06,10900,11000,10750,10900,112807,K00
128,2012-07-09,11000,11050,10850,11050,220126,K01
129,2012-07-10,11150,11300,10950,11250,233498,P05
130,2012-07-11,11250,11250,11050,11200,112061,M02
131,2012-07-12,11300,11300,10950,10950,105835,M00
132,2012-07-13,10900,11200,10750,11150,249239,P05
133,2012-07-16,11200,11250,11100,11200,119608,K00
134,2012-07-17,11200,11300,11100,11200,191704,K00
135,2012-07-18,11150,11150,10900,11000,142422,M01
136,2012-07-19,11100,11250,11000,11050,121583,M05
137,2012-07-20,11150,11150,10750,11000,330209,M01
138,2012-07-23,10850,10900,10750,10750,47308,M03
139,2012-07-24,10700,10750,10450,10750,147033,K01
140,2012-07-25,10700,10700,10350,10600,208201,M02
141,2012-07-26,10500,10650,10200,10550,487861,K01
142,2012-07-27,10500,10550,10350,10350,251863,M03
143,2012-07-30,10550,10600,10350,10400,165625,M05
144,2012-07-31,10350,10450,10200,10200,409677,M03
145,2012-08-01,10250,10450,10200,10350,262695,P05
146,2012-08-02,10400,10450,10250,10350,177883,M05
147,2012-08-03,10250,10600,10250,10600,262587,P00
148,2012-08-06,10600,10650,10450,10550,167414,M05
149,2012-08-07,10550,10750,10500,10750,178468,P01
150,2012-08-08,10750,10800,10500,10750,265820,K01
151,2012-08-09,10700,10900,10600,10900,303261,P01
152,2012-08-10,10800,11300,10800,11300,474204,P00
153,2012-08-13,11300,11700,11050,11700,354763,P01
154,2012-08-14,11550,11850,11450,11850,461257,P01
155,2012-08-16,11750,12250,11700,12150,363799,P05
156,2012-08-17,12150,12150,11850,12100,379358,M02
157,2012-08-20,12150,12150,11950,12100,229896,M02
158,2012-08-21,12050,12500,12050,12500,437487,P00
159,2012-08-22,12350,12600,12250,12500,203751,P05
160,2012-08-23,12450,12600,12300,12500,204539,K00
161,2012-08-24,12400,12500,12350,12500,263400,P01
162,2012-08-27,12450,12500,12050,12450,423830,K01
163,2012-08-28,12350,12550,12250,12500,213071,P05
164,2012-08-29,12400,12650,12250,12650,359814,P01
165,2012-08-30,12650,12650,12350,12350,248878,M00
166,2012-08-31,12300,12600,12300,12600,303728,P00
167,2012-09-03,12900,12900,12500,12850,687495,M02
168,2012-09-04,12850,12850,12450,12650,317894,M01
169,2012-09-05,12550,12650,12000,12600,282633,K01
170,2012-09-06,12600,12800,12450,12800,255164,P01
171,2012-09-07,12850,12950,12600,12700,504177,M05
172,2012-09-10,12650,12750,12550,12650,393597,K00
173,2012-09-11,12650,12850,12450,12750,134110,P05
174,2012-09-12,12800,12850,12650,12850,187977,K01
175,2012-09-13,12850,13000,12750,13000,336451,P01
176,2012-09-14,13100,13600,12850,13600,654260,P01
177,2012-09-17,13500,13550,12800,13300,661191,M05
178,2012-09-18,13100,13250,12900,13200,589701,P05
179,2012-09-19,13150,13250,12950,13250,435365,P01
180,2012-09-20,13200,13250,12950,12950,363040,M03
181,2012-09-21,13000,13150,12900,12950,498538,M05
182,2012-09-24,12950,13050,12600,12900,338140,M05
183,2012-09-25,12900,13000,12700,12800,502161,M05
184,2012-09-26,12700,12750,12350,12350,380359,M03
185,2012-09-27,12200,12500,12200,12300,651218,P04
186,2012-09-28,12400,12850,12350,12650,358311,P05
187,2012-10-02,12650,12900,12550,12650,404578,K00
188,2012-10-04,12750,13000,12450,13000,603534,P01
189,2012-10-05,12900,13400,12800,13400,625433,P01
190,2012-10-08,13250,13500,13050,13050,1222397,M03
191,2012-10-09,13050,13600,13050,13500,676293,P03
192,2012-10-10,13150,13650,13000,13250,1061969,P05
193,2012-10-11,13350,14050,13250,13700,1185118,P05
194,2012-10-12,13950,14700,13750,14650,1482235,P05
195,2012-10-15,14750,15250,14650,14850,1242428,P05
196,2012-10-16,15300,15300,14150,15050,894821,M02
197,2012-10-17,15200,16000,14800,15700,503849,P05
198,2012-10-18,15500,15700,14300,14300,816744,M03
199,2012-10-19,14350,14500,14050,14500,232842,P01
200,2012-10-22,14500,15050,14300,14800,272459,P05
201,2012-10-23,14800,15250,14600,14900,185824,P05
202,2012-10-24,14700,15250,14650,15000,276211,P05
203,2012-10-25,15000,15000,14400,14400,116112,M00
