,date,open,high,low,close,volume,pattern1
0,2012-01-02,22000,22500,21700,21800,3020,M05
1,2012-01-03,22000,22900,21700,22450,8830,P05
2,2012-01-04,22100,23000,21850,21850,9119,M04
3,2012-01-05,21750,22150,21700,21850,3635,K00
4,2012-01-06,21800,21900,21600,21600,4010,M03
5,2012-01-09,21300,21800,21250,21800,5730,P01
6,2012-01-10,21500,22050,21300,21750,2155,P05
7,2012-01-11,21500,21950,21400,21650,3771,P05
8,2012-01-12,21500,22000,21500,21750,3809,P03
9,2012-01-13,21600,21900,21550,21550,2185,M04
10,2012-01-16,21050,21900,21050,21700,1602,P03
11,2012-01-17,21500,22250,21400,21400,3940,M04
12,2012-01-18,21600,21600,21300,21550,1280,M02
13,2012-01-19,22850,22850,21400,22000,2536,M01
14,2012-01-20,22000,22000,21500,21650,1100,M01
15,2012-01-25,22000,22000,21500,21500,972,M00
16,2012-01-26,21500,21600,21400,21500,1810,K00
17,2012-01-27,21500,22000,21300,21550,2160,K00
18,2012-01-30,21300,22000,21300,21500,1511,P04
19,2012-01-31,21800,23300,21650,22050,6520,P05
20,2012-02-01,22200,22450,22000,22100,2130,M05
21,2012-02-02,22600,23000,22000,22200,4720,M05
22,2012-02-03,22800,22900,22350,22650,3270,M05
23,2012-02-06,22650,22900,22000,22200,3025,M05
24,2012-02-07,22400,22400,21850,21950,3200,M01
25,2012-02-08,22300,22700,22000,22300,3290,K00
26,2012-02-09,22450,24300,22450,23600,18978,P03
27,2012-02-10,23350,25450,23200,24250,27011,P05
28,2012-02-13,24300,25250,24050,24550,8180,P05
29,2012-02-14,24550,25300,24550,24700,5290,P04
30,2012-02-15,25000,26550,25000,25900,9762,P03
31,2012-02-16,26550,26550,25100,25600,5383,M01
32,2012-02-17,25500,25900,24000,24100,6194,M05
33,2012-02-20,25000,25000,24050,24450,5271,M01
34,2012-02-21,24450,24500,24100,24400,2820,M05
35,2012-02-22,24150,24500,23050,23350,9162,M05
36,2012-02-23,23300,23500,22700,23500,2900,P02
37,2012-02-24,23200,23750,23100,23650,4750,P05
38,2012-02-27,24400,24400,23250,23250,2055,M00
39,2012-02-28,22850,23250,22550,23000,4460,P05
40,2012-02-29,23500,24500,22800,23950,4910,P05
41,2012-03-02,23700,24100,23150,23500,2006,M05
42,2012-03-05,23800,23800,22700,22900,4725,M01
43,2012-03-06,22900,24200,22850,23450,4031,P05
44,2012-03-07,22850,26000,22850,25000,11430,P03
45,2012-03-08,25750,25750,24250,24800,2950,M01
46,2012-03-09,25450,25450,24000,24950,3407,M01
47,2012-03-12,25300,25300,24300,24750,1436,M01
48,2012-03-13,25000,25000,23950,24050,2982,M01
49,2012-03-14,24050,24500,23500,24000,2032,M05
50,2012-03-15,23800,24250,23450,23900,2342,K00
51,2012-03-16,23900,24650,23800,24500,1910,P05
52,2012-03-19,24100,24450,23900,23950,350,M05
53,2012-03-20,23950,24000,23300,23300,1730,M03
54,2012-03-21,23400,24800,23300,23800,1410,P05
55,2012-03-22,23600,23650,23400,23400,639,M03
56,2012-03-23,23950,23950,23150,23400,510,M01
57,2012-03-26,23400,23500,23300,23500,800,K01
58,2012-03-27,24100,24100,23000,23100,2451,M01
59,2012-03-28,23000,24000,23000,23250,1023,P04
60,2012-03-29,23050,23350,22700,22850,3420,M05
61,2012-03-30,22850,23250,22850,23250,1900,P00
62,2012-04-02,23250,23250,22900,22950,1110,M01
63,2012-04-03,22950,24100,22950,23950,6010,P03
64,2012-04-04,23950,23950,23000,23200,2340,M01
65,2012-04-05,23400,23450,23050,23050,830,M03
66,2012-04-06,23050,23300,22800,22900,2050,M05
67,2012-04-09,23050,23400,22650,22900,3830,M05
68,2012-04-10,23250,23250,22900,22900,1110,M00
69,2012-04-12,23000,24300,23000,24200,4340,P03
70,2012-04-13,24500,25100,24200,24800,5010,P05
71,2012-04-16,24100,24450,23600,24300,520,P05
72,2012-04-17,24250,24400,23800,23800,420,M03
73,2012-04-18,23400,24200,23200,24200,1680,P01
74,2012-04-19,24000,24200,24000,24200,100,P00
75,2012-04-20,24950,24950,23500,23900,430,M01
76,2012-04-23,23750,24350,23050,23100,2527,M05
77,2012-04-24,22950,24200,22950,23500,790,P03
78,2012-04-25,23750,23750,23100,23100,810,M00
79,2012-04-26,23100,23500,22900,23200,630,K00
80,2012-04-27,23100,23900,22800,23700,4520,P05
81,2012-04-30,23250,24200,22750,23050,4342,M05
82,2012-05-02,22550,23000,22500,22750,6960,P05
83,2012-05-03,22800,22950,22800,22850,1160,K00
84,2012-05-04,22800,23750,22800,22900,902,K02
85,2012-05-07,22850,23100,22700,22700,4780,M03
