,date,open,high,low,close,volume,pattern1
0,2020-03-04,10200,11100,10100,10350,11968752,P05
1,2020-03-05,10650,11850,10400,11450,8851788,P05
2,2020-03-06,11200,11800,11000,11750,3012721,P05
3,2020-03-09,11400,11550,10850,11050,1955200,M05
4,2020-03-10,10950,11200,10300,11100,2096952,P05
5,2020-03-11,10950,10950,9910,9980,1434024,M01
6,2020-03-12,9840,9870,8600,9050,2059703,M05
7,2020-03-13,8060,9350,7930,9050,1459433,P15
8,2020-03-16,9100,9190,8000,8000,865799,M13
9,2020-03-17,7600,8080,6780,7010,3492890,M05
10,2020-03-18,7300,7400,6360,6450,3157135,M15
11,2020-03-19,6780,6960,5190,5500,5774276,M15
12,2020-03-20,5800,6030,5420,5890,1573391,P05
13,2020-03-23,5450,5550,4820,4900,1807131,M15
14,2020-03-24,5250,6330,5060,6180,2999268,P15
15,2020-03-25,6380,7600,6350,6860,3950636,P05
16,2020-03-26,7000,7660,6600,7030,2193209,K00
17,2020-03-27,7600,9070,7460,8860,4524019,P15
18,2020-03-30,8500,9450,8370,9080,2740620,P05
19,2020-03-31,9290,9560,8540,8790,1763131,M05
20,2020-04-01,8760,9040,8000,8180,1245041,M05
21,2020-04-02,8180,8770,7980,8770,1431231,P01
22,2020-04-03,8810,8930,8450,8600,582334,M05
23,2020-04-06,8600,9380,8430,9300,1960212,P05
24,2020-04-07,9400,9700,9180,9680,1613410,P05
25,2020-04-08,9750,10600,9640,9990,2249530,P05
26,2020-04-09,10400,10800,9930,10050,1231540,M05
27,2020-04-10,10050,10650,9660,10650,998044,P01
28,2020-04-13,10700,10800,10200,10450,866119,M05
29,2020-04-14,10500,11050,10200,10450,990985,M05
30,2020-04-16,10400,10850,10200,10850,597898,P01
31,2020-04-17,11000,11600,10800,11500,2077042,P05
32,2020-04-20,11450,11750,11150,11350,823190,M05
33,2020-04-21,11150,11200,10050,10650,1500325,M05
34,2020-04-22,10300,10500,9850,10350,1283815,K01
35,2020-04-23,10550,10600,10000,10200,720525,M05
36,2020-04-24,10050,10400,9780,10000,752031,M05
37,2020-04-27,10100,10450,9950,10350,668774,P05
38,2020-04-28,10450,11150,10250,10650,1075188,P05
39,2020-04-29,10650,10850,10150,10450,498373,M05
40,2020-05-04,10050,10600,10050,10400,422091,P03
41,2020-05-06,10600,10800,10300,10600,483328,K00
42,2020-05-07,10550,11850,10550,11800,2143242,P13
43,2020-05-08,12550,13350,11950,12050,5234710,M05
44,2020-05-11,11950,13000,11650,13000,1823102,P01
45,2020-05-12,13000,13850,12300,13600,3283944,P05
46,2020-05-13,13350,14650,13100,14500,2749021,P05
47,2020-05-14,14400,15450,14100,14950,1913748,P05
48,2020-05-15,14950,15200,13650,14400,1316452,M05
49,2020-05-18,15300,16200,14000,14950,3668919,M05
50,2020-05-19,15000,15200,14100,14850,1310957,M05
51,2020-05-20,14600,15000,14400,14800,1038262,P05
52,2020-05-21,14650,14750,13800,14050,1564695,M05
53,2020-05-22,14050,14100,12650,12900,2940746,M05
54,2020-05-25,12750,14100,12500,14050,2123095,P15
55,2020-05-26,14350,14350,13600,13850,1209635,M01
56,2020-05-27,13900,14000,13200,13350,871418,M05
57,2020-05-28,13400,13850,12350,12650,1394551,M05
58,2020-05-29,12550,12850,12000,12300,1148208,M05
59,2020-06-01,12450,13600,12450,13400,1075254,P03
60,2020-06-02,13250,14100,13250,13750,969902,P03
61,2020-06-03,14350,14750,13800,14050,1831749,M05
62,2020-06-04,14100,14450,13500,13750,1281379,M05
63,2020-06-05,13800,14200,13700,14100,888428,P05
64,2020-06-08,14350,14400,13750,13850,613916,M05
65,2020-06-09,14150,14200,13650,13700,617257,M05
66,2020-06-10,13700,14000,13550,13750,539231,K00
67,2020-06-11,13600,13750,12950,13200,1119698,M05
68,2020-06-12,12400,13050,12150,12900,1004970,P05
69,2020-06-15,12850,12950,11400,11400,999092,M13
70,2020-06-16,11900,12800,11900,12600,996043,P03
71,2020-06-17,12400,13650,12400,13200,1246503,P03
72,2020-06-18,13450,13550,12650,12900,786630,M05
73,2020-06-19,13000,13200,12500,12700,495252,M05
74,2020-06-22,12750,12750,12300,12500,519163,M01
75,2020-06-23,12550,12800,12150,12200,626423,M05
76,2020-06-24,12450,12900,12250,12700,772371,P05
77,2020-06-25,12350,13650,12250,13000,1952161,P05
78,2020-06-26,13500,14250,13450,14050,3449214,P05
79,2020-06-29,13950,14650,13550,14100,2175504,P05
80,2020-06-30,14400,14550,13500,13500,5928735,M03
81,2020-07-01,14100,14550,13700,13800,3466853,M05
