,date,open,high,low,close,volume,pattern1
0,2012-01-02,10273,10331,10009,10159,199323,M05
1,2012-01-03,10273,10449,10037,10189,417104,M05
2,2012-01-04,10302,10449,9802,9894,388034,M05
3,2012-01-05,9980,10243,9745,9953,429759,M05
4,2012-01-06,10009,10125,9832,10011,303363,K00
5,2012-01-09,10185,10302,10037,10070,335990,M05
6,2012-01-10,10243,10391,10098,10159,297719,M05
7,2012-01-11,10155,10215,9802,9865,292877,M05
8,2012-01-12,9802,9862,9452,9542,399446,M05
9,2012-01-13,9480,9657,9246,9308,332241,M05
10,2012-01-16,9098,9510,9098,9454,185525,P03
11,2012-01-17,9452,9568,8776,8866,592116,M05
12,2012-01-18,8952,9275,8865,8955,266085,K02
13,2012-01-19,9040,9216,8981,9102,195974,P05
14,2012-01-20,9157,9246,8865,8955,259400,M05
15,2012-01-25,8981,9129,8865,8897,222172,M05
16,2012-01-26,8892,9070,8865,8897,155975,K02
17,2012-01-27,9010,9157,8922,9102,291024,P05
18,2012-01-30,9216,9480,9187,9220,257537,K02
19,2012-01-31,9157,9334,9010,9131,142953,M05
20,2012-02-01,9070,9157,8865,8983,236427,M05
21,2012-02-02,9070,9187,8865,8955,204133,M05
22,2012-02-03,8981,9334,8952,9308,335225,P05
23,2012-02-06,9304,9304,8600,8838,455283,M01
24,2012-02-07,8776,8865,8336,8543,474733,M05
25,2012-02-08,8570,8629,8218,8368,627280,M05
26,2012-02-09,8394,8922,8336,8897,426354,P05
27,2012-02-10,8865,9246,8629,9014,563257,P05
28,2012-02-13,9098,9187,8922,9102,231822,K00
29,2012-02-14,9070,9187,9010,9014,194152,M05
30,2012-02-15,9010,9129,8865,9043,228955,K00
31,2012-02-16,9157,9510,9129,9220,521398,P05
32,2012-02-17,9452,9597,9246,9337,274960,M05
33,2012-02-20,9392,9421,9010,9043,231460,M05
34,2012-02-21,9070,9304,9040,9189,169976,P05
35,2012-02-22,9304,9334,9129,9220,185570,M05
36,2012-02-23,9157,9216,8952,8955,173503,M05
37,2012-02-24,8981,9010,8687,8983,215308,K01
38,2012-02-27,9040,9040,8746,8750,128512,M01
39,2012-02-28,8746,8952,8687,8779,155730,K00
40,2012-02-29,8922,9275,8865,9220,388964,P05
41,2012-03-02,9334,9334,9129,9189,248296,M01
42,2012-03-05,9187,9421,9098,9308,250825,P05
43,2012-03-06,9421,9745,9421,9688,877675,P03
44,2012-03-07,9568,9657,9421,9660,384177,P01
45,2012-03-08,9657,9892,9510,9747,360217,P05
46,2012-03-09,9921,10068,9715,9777,457243,M05
