,date,open,high,low,close,volume,pattern1,new_pat1
0,2012-01-02,781,806,769,788,1418354,P05,
1,2012-01-03,788,901,788,894,4990800,P13,P10
2,2012-01-04,908,993,867,964,9355983,P05,P05
3,2012-01-05,985,1089,922,981,12055362,M05,M05
4,2012-01-06,952,1045,947,1031,12819594,P05,P00
5,2012-01-09,1000,1019,877,904,6640745,M05,M01
6,2012-01-10,905,929,876,887,4024695,M05,M03
7,2012-01-11,891,902,789,827,3260399,M05,M01
8,2012-01-12,828,856,806,843,1597638,P05,P01
9,2012-01-13,842,859,824,836,865955,M05,M03
10,2012-01-16,843,853,828,841,1475115,M05,M00
11,2012-01-17,849,894,842,869,3508529,P05,P03
12,2012-01-18,869,873,822,823,1783938,M05,M00
13,2012-01-19,804,836,804,815,713233,P03,P03
14,2012-01-20,811,829,811,826,577433,P03,P00
15,2012-01-25,845,892,842,868,2919017,P05,P03
16,2012-01-26,874,887,839,854,2361064,M05,M00
17,2012-01-27,877,980,859,981,10209951,P11,P11
18,2012-01-30,1031,1127,1015,1128,11218543,P01,P00
19,2012-01-31,1285,1296,1281,1297,1574332,P01,P00
20,2012-02-01,1488,1488,1488,1488,1047303,K00,K02
21,2012-02-02,1271,1606,1271,1271,75516150,K02,K02
22,2012-02-03,1223,1432,1222,1297,43949569,P05,P04
23,2012-02-06,1327,1339,1124,1146,24245650,M15,M10
24,2012-02-07,1161,1307,1161,1280,21848996,P13,P13
25,2012-02-08,1190,1369,1156,1193,19719907,K02,K02
26,2012-02-09,1215,1282,1138,1147,11819228,M05,M04
27,2012-02-10,1141,1173,975,1023,7714129,M15,M11
28,2012-02-13,870,1103,870,932,32461720,P04,P04
29,2012-02-14,957,1003,936,964,14748585,P05,P05
30,2012-02-15,964,987,881,908,11213710,M05,M05
31,2012-02-16,908,933,869,876,5340312,M05,M03
32,2012-02-17,885,924,871,886,5215935,K00,K02
33,2012-02-20,885,895,853,861,5260641,M05,M00
34,2012-02-21,866,892,815,834,6206887,M05,M05
35,2012-02-22,835,863,814,847,3430540,P05,P01
36,2012-02-23,846,972,825,972,10655305,P11,P11
37,2012-02-24,926,948,831,844,6803635,M05,M03
38,2012-02-27,841,898,838,848,2746878,P05,P04
39,2012-02-28,846,891,824,836,2679471,M05,M04
40,2012-02-29,845,869,829,838,2509615,M05,M03
41,2012-03-02,839,863,835,852,1927305,P05,P00
42,2012-03-05,852,863,829,833,1656443,M05,M00
43,2012-03-06,832,841,776,788,2706499,M05,M00
44,2012-03-07,775,834,757,795,1902759,P05,P05
45,2012-03-08,708,718,676,676,8723386,M03,M00
46,2012-03-09,649,733,642,708,4232453,P05,P03
47,2012-03-12,722,722,656,662,2089404,M01,M00
48,2012-03-13,645,649,575,599,2678708,M05,M01
49,2012-03-14,603,613,588,588,1514038,M03,M00
50,2012-03-15,586,586,512,530,4743381,M01,M01
51,2012-03-16,533,537,461,483,2709228,M05,M01
52,2012-03-19,489,554,489,555,2684224,P10,P10
53,2012-03-20,554,554,507,531,3397745,M01,M01
54,2012-03-21,537,537,502,509,1625668,M01,M00
55,2012-03-22,509,544,509,532,1194442,P03,P03
56,2012-03-23,530,530,476,476,1494977,M10,M10
57,2012-03-26,482,482,445,460,1065326,M01,M01
58,2012-03-27,462,528,462,475,1684670,P04,P04
59,2012-03-28,461,490,461,490,823159,P00,P00
60,2012-03-29,500,549,500,534,803083,P03,P03
61,2012-03-30,537,542,516,530,572931,M05,M01
62,2012-04-02,528,551,528,552,612433,P00,P00
63,2012-04-03,582,582,533,534,670124,M01,M00
64,2012-04-04,550,550,475,502,468770,M01,M01
65,2012-04-05,489,508,489,503,594547,P03,P00
66,2012-04-06,502,516,489,513,407516,P05,P01
67,2012-04-09,512,518,502,514,503069,K00,K01
