날짜,시가,고가,저가,종가,거래량
2019-10-18,3240,4210,3240,4210,13113
2019-10-21,5470,5470,5470,5470,11612
2019-10-22,7110,7110,7110,7110,4590
2019-10-23,9240,9240,9240,9240,4070
2019-10-24,11900,12000,11700,12000,630669
2019-10-25,13450,13650,9140,9480,2807934
2019-10-28,9600,9600,7750,8050,1115836
2019-10-29,7760,8290,7590,7840,564476
2019-10-30,8520,9360,7140,8440,2388260
2019-10-31,8110,8850,7640,8240,510859
2019-11-01,8390,8740,7800,7950,479294
2019-11-04,7980,8060,7600,7760,161387
2019-11-05,7760,7760,7100,7290,158321
2019-11-06,7250,7870,7160,7500,191440
2019-11-07,7490,7490,7210,7410,65428
2019-11-08,7410,7680,7360,7500,84566
2019-11-11,7550,8450,7550,7940,322999
2019-11-12,7870,7900,7550,7610,112121
2019-11-13,7610,7750,7500,7670,60495
2019-11-14,7650,8140,7650,7780,142708
2019-11-15,7960,8360,7830,7980,261511
2019-11-18,8050,8190,7900,7960,54270
2019-11-19,7950,8090,7690,7860,92244
2019-11-20,7860,7980,7560,7690,43190
2019-11-21,7600,7740,7350,7620,34998
2019-11-22,7580,7580,7300,7410,20040
2019-11-25,7590,7590,7200,7260,29723
2019-11-26,7190,7270,7140,7230,24073
2019-11-27,7230,7280,7050,7200,41410
2019-11-28,7110,7200,7050,7100,15180
2019-11-29,7090,7150,6870,6910,19350
2019-12-02,6840,6970,6820,6910,10011
2019-12-03,6850,8610,6850,8000,2251738
2019-12-04,7690,7790,6880,6900,511217
2019-12-05,6870,6920,6570,6670,120907
2019-12-06,6560,7220,6540,6680,196149
2019-12-09,6790,6820,6630,6630,23803
2019-12-10,6630,7980,6630,6890,1101222
2019-12-11,6980,7280,6820,6970,289008
2019-12-12,6980,7050,6830,6890,70778
2019-12-13,6900,7220,6820,7110,222339
2019-12-16,7320,8450,7090,7750,2111502
2019-12-17,7450,7990,7200,7200,698281
2019-12-18,7230,7330,7030,7060,131334
2019-12-19,7070,7150,7000,7000,64016
2019-12-20,7190,7190,6840,6900,71509
2019-12-23,6850,6900,6800,6830,45758
2019-12-24,6900,7140,6830,6900,104072
2019-12-26,6900,7100,6820,6970,92059
2019-12-27,7000,7130,6860,7080,57784
2019-12-30,7140,7190,7070,7100,32846
2020-01-02,7100,7130,7050,7100,35660
2020-01-03,7060,7570,7060,7200,198256
2020-01-06,7450,7500,7230,7350,122310
2020-01-07,7500,7830,7410,7640,204139
2020-01-08,7800,7800,7130,7450,155095
2020-01-09,7700,7720,7470,7700,98714
2020-01-10,7700,7710,7590,7700,39243
2020-01-13,7740,7780,7550,7590,59667
2020-01-14,7750,8140,7590,7650,143970
2020-01-15,7670,7780,7570,7630,33416
2020-01-16,7640,7750,7550,7700,40579
2020-01-17,7710,7770,7610,7690,30014
2020-01-20,7640,7700,7570,7630,99195
2020-01-21,7650,7650,7470,7470,28798
2020-01-22,7540,7870,7470,7830,145923
2020-01-23,7830,8080,7810,7970,111383
2020-01-28,7800,8120,7420,8040,107145
2020-01-29,8160,8450,8150,8300,88903
2020-01-30,8400,9620,8300,8880,606278
2020-01-31,8990,9070,8310,8340,98251
2020-02-03,8250,8650,7830,8500,68042
2020-02-04,8800,9480,8520,9240,242216
2020-02-05,9480,9690,9130,9200,114317
2020-02-06,9050,9170,8890,8990,72076
2020-02-07,9000,9100,8720,8800,45904
2020-02-10,8690,8850,8400,8400,50263
2020-02-11,8410,9930,8410,9260,1277533
2020-02-12,9500,9860,9130,9740,415064
2020-02-13,9740,9800,9490,9690,160506
2020-02-14,9800,11500,9600,10950,1017962
2020-02-17,10950,11700,10650,11400,304306
2020-02-18,11400,12000,11200,11550,228244
2020-02-19,11900,12150,11300,11600,136559
2020-02-20,11650,11850,10950,11250,179041
2020-02-21,10750,11200,10650,10850,143687
2020-02-24,10400,10550,10050,10350,98329
2020-02-25,10450,11050,10000,11000,121048
2020-02-26,10850,11250,10200,11150,78472
2020-02-27,11000,11250,10600,10800,64021
2020-02-28,10450,10600,10200,10300,84871
2020-03-02,10300,10750,10300,10550,81139
2020-03-03,11200,11200,10450,10450,91812
2020-03-04,10000,11100,10000,10950,116902
2020-03-05,11300,11700,11050,11400,163155
2020-03-06,11250,11400,11000,11150,47544
2020-03-09,10950,10950,10200,10250,81326
2020-03-10,10000,10700,9800,10400,91501
2020-03-11,10450,10450,9130,9440,138713
2020-03-12,9050,9220,7910,8240,123095
2020-03-13,7100,8010,6600,7780,100498
2020-03-16,8440,8440,7000,7030,80408
2020-03-17,6650,7780,6430,7100,81662
2020-03-18,7210,7410,6620,6620,50514
2020-03-19,6800,6800,5170,5250,73472
2020-03-20,5700,6800,5430,6340,244592
2020-03-23,5740,6340,5430,5960,97194
2020-03-24,6280,7610,6100,7020,438267
2020-03-25,7330,8010,7020,7430,282131
2020-03-26,7600,7600,7120,7150,100931
2020-03-27,7550,7630,6800,7150,85743
2020-03-30,6950,7130,6770,7120,31922
2020-03-31,7370,7370,7070,7220,45183
2020-04-01,7330,7850,7130,7320,122571
2020-04-02,7320,7480,7040,7450,70280
2020-04-03,7650,8050,7560,7900,170591
2020-04-06,8200,9190,8120,8820,191420
2020-04-07,9790,9790,8820,9090,79199
2020-04-08,9580,11800,9410,11100,1354656
2020-04-09,13100,14400,12000,14400,1109124
2020-04-10,13700,16500,12500,14200,2350440
2020-04-13,15300,16300,13850,14450,607273
2020-04-14,15850,15950,13300,14550,1006855
2020-04-16,15000,16250,13800,14200,1866463
2020-04-17,14200,14750,13500,14150,200401
2020-04-20,13700,14550,13600,14100,215614
2020-04-21,14050,14300,12650,13850,187711
2020-04-22,13400,13600,12950,13250,145446
