날짜,시가,고가,저가,종가,거래량
2012-01-02,3586,3727,3565,3645,71959
2012-01-03,3642,3727,3613,3695,135771
2012-01-04,3642,3763,3592,3603,267605
2012-01-05,3649,3656,3571,3581,101433
2012-01-06,3586,3756,3528,3660,206921
2012-01-09,3883,4142,3775,3955,631485
2012-01-10,3989,4051,3854,3948,286664
2012-01-11,3960,4200,3883,3977,272294
2012-01-12,4030,4122,3946,4048,201735
2012-01-13,4080,4122,3946,3955,132706
2012-01-16,3938,3953,3791,3914,121898
2012-01-17,3918,4130,3883,3992,269147
2012-01-18,4023,4150,3973,4013,176686
2012-01-19,4023,4086,3973,4006,147354
2012-01-20,4001,4044,3897,3964,73552
2012-01-25,4044,4553,4030,4557,921570
2012-01-26,4623,4884,4553,4746,1749802
2012-01-27,4744,4934,4623,4809,624882
2012-01-30,4778,5049,4623,4627,484349
2012-01-31,4588,4941,4482,4838,451687
2012-02-01,4872,5443,4723,5107,1114841
2012-02-02,5140,5367,4778,4789,637622
2012-02-03,4793,5083,4694,4944,460599
2012-02-06,5218,5224,4884,4944,678197
2012-02-07,4884,4985,4694,4734,393525
2012-02-08,4658,4723,4496,4592,528842
2012-02-09,4658,4729,4504,4508,279286
2012-02-10,4546,4603,4468,4472,293726
2012-02-13,4511,5131,4426,5135,1174343
2012-02-14,5153,5697,5013,5340,2334721
2012-02-15,5367,5527,5230,5312,902048
2012-02-16,5295,5443,5112,5114,494991
2012-02-17,5118,5591,5083,5419,791353
2012-02-20,5507,5578,5054,5058,637451
2012-02-21,5118,5140,4949,5135,326168
2012-02-22,5211,5218,4985,5031,312168
2012-02-23,4954,5062,4709,4712,305475
2012-02-24,4709,4800,4539,4613,258029
2012-02-27,4546,4588,4433,4487,265127
2012-02-28,4482,4574,4447,4487,134217
2012-02-29,4539,4539,4258,4351,266200
2012-03-02,4377,4405,4326,4387,139334
2012-03-05,4412,4426,4285,4315,164078
2012-03-06,4313,4391,4214,4387,166981
2012-03-07,4377,4412,4270,4387,105210
2012-03-08,4391,4461,4370,4429,100390
2012-03-09,4447,4490,4412,4429,98816
2012-03-12,4377,4709,4313,4514,418498
2012-03-13,4553,4603,4440,4557,179021
2012-03-14,4617,4644,4546,4627,261236
2012-03-15,4658,4864,4603,4770,396323
2012-03-16,4844,4991,4787,4881,269601
2012-03-19,4884,4892,4637,4663,189187
2012-03-20,4637,4701,4454,4523,139071
