날짜,시가,고가,저가,종가,거래량
2019-10-18,3083,4006,3083,4006,27177
2019-10-21,5186,5205,4843,5205,3325917
2019-10-22,5405,6708,4957,6090,6081163
2019-10-23,6651,6880,4929,5044,3650833
2019-10-24,4853,5776,4467,4834,3679399
2019-10-25,4872,5233,4386,4449,1176976
2019-10-28,4434,4448,3972,3978,663110
2019-10-29,3963,4520,3944,3997,705090
2019-10-30,4396,5195,4282,5196,3771501
2019-10-31,5709,6432,5005,5519,5881188
2019-11-01,6099,6271,5519,5615,2263992
2019-11-04,5538,5547,5176,5205,711797
2019-11-05,5024,5186,4634,4739,511348
2019-11-06,4834,5310,4634,4768,800077
2019-11-07,4815,4853,4572,4625,309312
2019-11-08,4691,4805,4453,4468,406136
2019-11-11,4501,4748,4358,4496,360545
2019-11-12,4472,4524,4382,4435,209039
2019-11-13,4439,4815,4434,4487,454750
2019-11-14,4562,4677,4420,4420,249050
2019-11-15,4529,5519,4529,4715,3184357
2019-11-18,5081,5329,4777,4853,673463
2019-11-19,4777,4900,4634,4758,327718
2019-11-20,4872,5034,4586,4606,286186
2019-11-21,4472,4610,4448,4463,101516
2019-11-22,4434,4515,4239,4358,133679
2019-11-25,4282,4444,4282,4358,71236
2019-11-26,4363,4386,4101,4368,82527
2019-11-27,4367,4396,4187,4249,87527
2019-11-28,4196,4277,4110,4130,61982
2019-11-29,4110,4206,4025,4025,72231
2019-12-02,4082,4277,3911,4016,139880
2019-12-03,4168,4986,3968,4335,3343298
2019-12-04,4315,4315,4011,4049,432773
2019-12-05,4025,4091,3806,3849,210171
2019-12-06,3825,4639,3825,3954,1288312
2019-12-09,4034,4115,3944,3968,119672
2019-12-10,4034,4900,4025,4149,3221825
2019-12-11,4234,4520,4091,4244,764425
2019-12-12,4358,4358,4168,4173,161861
2019-12-13,4272,4363,4196,4268,289527
2019-12-16,4372,4900,4310,4454,2172440
2019-12-17,4453,4562,4291,4311,427077
2019-12-18,4382,4429,4253,4282,155884
2019-12-19,4363,4367,4253,4273,120307
2019-12-20,4244,4329,4163,4187,68197
2019-12-23,4191,4258,3892,4082,90740
2019-12-24,4082,4220,4077,4078,183414
2019-12-26,4063,4139,4044,4111,68842
2019-12-27,4139,4234,4091,4140,108139
2019-12-30,4149,4244,4144,4163,67391
2020-01-02,4172,4187,4134,4154,37103
2020-01-03,4153,4187,4125,4154,60856
2020-01-06,4177,4177,4077,4101,76187
2020-01-07,4130,4149,4020,4021,70992
2020-01-08,4025,4025,3820,3883,118635
2020-01-09,3987,4025,3930,3963,51423
2020-01-10,3968,4082,3958,3983,66171
2020-01-13,3949,4015,3906,3954,47731
2020-01-14,4234,4653,4115,4140,1468775
2020-01-15,4253,4358,4158,4173,272122
2020-01-16,4225,4229,4110,4154,106223
2020-01-17,4120,4172,4115,4149,59245
2020-01-20,4225,4225,4144,4163,108558
2020-01-21,4187,4229,4101,4106,106378
2020-01-22,4139,4158,4087,4106,59454
2020-01-23,4091,4153,4068,4092,60622
2020-01-28,3930,3987,3868,3949,107105
2020-01-29,3996,4044,3906,3940,61393
2020-01-30,3920,4177,3877,3911,138963
2020-01-31,3930,3930,3625,3626,95406
2020-02-03,3582,3730,3449,3673,62630
2020-02-04,3868,3873,3777,3840,57200
2020-02-05,3854,3944,3830,3864,52979
2020-02-06,3854,3892,3825,3864,32770
2020-02-07,3863,3892,3835,3864,34583
2020-02-10,3854,3896,3806,3883,43813
2020-02-11,3887,4087,3882,3940,125855
2020-02-12,3920,3949,3868,3925,45898
2020-02-13,3920,3944,3854,3892,35276
2020-02-14,3863,3930,3820,3897,33906
2020-02-17,3896,3930,3854,3902,41037
2020-02-18,3882,3958,3830,3845,58918
2020-02-19,3892,3892,3763,3830,45866
2020-02-20,3815,4144,3763,4073,294543
2020-02-21,4025,4091,3858,3902,87885
2020-02-24,3682,3796,3644,3692,84333
2020-02-25,3578,3777,3578,3754,36878
2020-02-26,3644,3782,3644,3740,25872
2020-02-27,3692,3792,3620,3626,40216
2020-02-28,3568,3701,3416,3521,51247
2020-03-02,3592,3616,3373,3564,34298
2020-03-03,3611,3663,3544,3545,36555
2020-03-04,3597,3654,3530,3654,42710
2020-03-05,3711,3711,3654,3659,18048
2020-03-06,3663,3701,3568,3607,28892
2020-03-09,3549,3601,3435,3473,27676
2020-03-10,3287,3501,3283,3407,31339
2020-03-11,3520,3520,3078,3174,59383
2020-03-12,3111,3111,2726,2760,130686
2020-03-13,2321,2550,2188,2384,129684
2020-03-16,2388,2478,2198,2198,79895
2020-03-17,2150,2202,1922,2189,78213
2020-03-18,2217,2226,1993,1994,84595
2020-03-19,1941,1998,1532,1670,116637
2020-03-20,1627,2084,1627,1851,357145
2020-03-23,1598,1803,1598,1694,64575
2020-03-24,1731,2198,1731,2198,632939
2020-03-25,2431,2612,2236,2398,421627
2020-03-26,2464,2464,2264,2374,198641
2020-03-27,2483,2540,2293,2374,214792
2020-03-30,2388,2402,2245,2398,69226
2020-03-31,2417,2497,2360,2417,110681
2020-04-01,2421,2659,2307,2450,201129
2020-04-02,2359,2521,2359,2436,82100
2020-04-03,2588,2588,2398,2465,78116
2020-04-06,2531,2540,2478,2541,92743
2020-04-07,2588,2616,2488,2546,104382
2020-04-08,2655,3211,2426,2969,815330
2020-04-09,3230,3454,2959,3269,1199815
2020-04-10,3097,3268,2969,3036,372186
2020-04-13,3173,3173,2940,2964,91180
2020-04-14,3145,3625,3097,3326,2371522
2020-04-16,3363,3616,3149,3378,573077
2020-04-17,3078,3392,3078,3316,186808
