날짜,시가,고가,저가,종가,거래량
2019-11-28,2145,2355,2000,2010,3628362
2019-11-29,2005,2015,1995,2005,492906
2019-12-02,2010,2010,2000,2000,128645
2019-12-03,2000,2010,2000,2000,68705
2019-12-04,2000,2010,2000,2005,24544
2019-12-05,2005,2005,2000,2005,19522
2019-12-06,2000,2010,2000,2005,46477
2019-12-09,2000,2005,2000,2000,14765
2019-12-10,2000,2005,1995,2000,62722
2019-12-11,2000,2005,1995,2005,110898
2019-12-12,2000,2005,2000,2000,23969
2019-12-13,2000,2005,1995,2005,38506
2019-12-16,2000,2005,1995,2005,10570
2019-12-17,2000,2005,1985,2005,44622
2019-12-18,2000,2000,1995,2000,4041
2019-12-19,2000,2000,1995,2000,16832
2019-12-20,2000,2005,1995,2000,18280
2019-12-23,1995,2005,1995,2005,17156
2019-12-24,2005,2005,2000,2000,19642
2019-12-26,2000,2005,1995,2005,5822
2019-12-27,2005,2005,1995,1995,3633
2019-12-30,2005,2005,2000,2000,18900
2020-01-02,2000,2005,1995,2005,13620
2020-01-03,2000,2005,2000,2005,1939
2020-01-06,2000,2010,2000,2005,14362
2020-01-07,2000,2010,2000,2010,1504
2020-01-08,2000,2010,2000,2000,5377
2020-01-09,2010,2010,2000,2005,3035
2020-01-10,2005,2010,2000,2010,7009
2020-01-13,2005,2010,2000,2000,31751
2020-01-14,2010,2010,2005,2005,6380
2020-01-15,2010,2010,2005,2010,1061
2020-01-16,2005,2010,2000,2000,8879
2020-01-17,2000,2010,2000,2000,8162
2020-01-20,2010,2010,1995,2005,46247
2020-01-21,2010,2010,2005,2010,34291
2020-01-22,2000,2010,2000,2010,12
2020-01-23,2000,2010,2000,2010,3982
2020-01-28,2000,2010,2000,2000,3567
2020-01-29,2000,2010,2000,2010,22001
2020-01-30,2000,2010,2000,2005,51
2020-01-31,2005,2010,2005,2010,30000
2020-02-03,2005,2010,2005,2010,15
2020-02-04,2000,2005,2000,2005,5891
2020-02-05,2005,2010,2000,2010,25600
2020-02-06,2005,2010,2005,2005,11120
2020-02-07,2005,2010,2005,2010,21514
2020-02-10,2005,2010,2005,2010,6531
2020-02-11,2010,2010,2005,2010,4262
2020-02-12,2010,2010,2005,2010,4072
2020-02-13,2010,2010,2005,2010,33690
2020-02-14,2010,2015,2010,2010,21341
2020-02-17,2015,2030,2010,2010,18675
2020-02-18,2010,2045,2010,2015,2720
2020-02-19,2015,2035,2010,2030,15852
2020-02-20,2015,2020,2015,2020,95
2020-02-21,2015,2020,2005,2005,39880
2020-02-24,2005,2015,2005,2015,165
2020-02-25,2005,2020,2000,2010,35048
2020-02-26,2015,2015,2010,2015,17506
2020-02-27,2015,2015,2015,2015,1
2020-02-28,2005,2020,2000,2020,40089
2020-03-02,2010,2020,2000,2020,5775
2020-03-03,2000,2020,2000,2020,15974
2020-03-04,2010,2020,2005,2020,10599
2020-03-05,2015,2020,2015,2020,61
2020-03-06,2000,2015,2000,2015,525
2020-03-09,2015,2020,2005,2015,1242
2020-03-10,2000,2015,2000,2015,11483
2020-03-11,2010,2015,2010,2010,20500
2020-03-12,2000,2015,2000,2015,4565
2020-03-13,2010,2010,2000,2005,13822
2020-03-16,2000,2005,2000,2005,9501
2020-03-17,1995,2000,1995,2000,1013
2020-03-18,2000,2000,1990,1995,6489
2020-03-19,1995,2005,1970,2000,54858
2020-03-20,1985,2000,1985,2000,2210
2020-03-23,1985,1995,1980,1990,5158
2020-03-24,1990,1995,1980,1995,14861
2020-03-25,1985,1995,1985,1995,10205
2020-03-26,1990,2000,1985,2000,322
2020-03-27,2000,2000,1990,2000,1011
2020-03-30,1995,1995,1985,1995,2956
2020-03-31,1980,1995,1980,1990,8281
2020-04-01,1995,1995,1990,1995,5007
2020-04-02,1985,1985,1985,1985,0
2020-04-03,1995,1995,1980,1990,7834
2020-04-06,1985,1990,1975,1990,17757
2020-04-07,1995,1995,1985,1985,18353
2020-04-08,1990,1990,1980,1990,30101
