날짜,시가,고가,저가,종가,거래량
2013-09-16,12738,14620,10856,14620,427997
2013-09-17,14668,16019,12448,12449,707966
2013-09-23,12545,12738,11387,11484,159141
2013-09-24,11966,11966,11049,11387,128162
2013-09-25,11194,12690,10615,11436,302892
2013-09-26,11435,13124,11194,13124,262092
2013-09-27,14234,14668,13317,13462,379738
2013-09-30,13510,13655,12207,12497,103553
2013-10-01,12448,12641,11483,11580,98983
2013-10-02,11628,11966,11001,11098,99276
2013-10-04,10904,10904,10132,10133,67893
2013-10-07,10132,10470,9988,9988,37632
2013-10-08,10084,10808,9988,10471,47396
2013-10-10,10518,10711,10084,10181,30772
2013-10-11,10325,10374,9746,9795,34339
2013-10-14,9891,9988,9389,9390,36595
2013-10-15,9322,9631,9312,9380,15070
2013-10-16,9360,9988,9360,9467,23465
2013-10-17,9447,9621,8984,9100,25288
2013-10-18,9100,9100,8897,9004,22732
2013-10-21,8926,9254,8868,8927,12135
2013-10-22,8926,9129,8878,8936,10362
2013-10-23,8965,9891,8965,9216,55612
2013-10-24,9273,9495,9158,9177,20283
2013-10-25,9109,9351,8965,9071,24865
2013-10-28,9322,9515,9090,9091,19462
2013-10-29,9071,9158,8984,9004,7093
2013-10-30,8994,9052,8878,8917,16660
2013-10-31,8839,8907,8270,8396,28325
2013-11-01,8415,8588,8308,8444,8853
2013-11-04,8405,8540,8000,8405,4252
2013-11-05,8347,8473,8115,8338,4734
2013-11-06,8164,8299,7961,8029,7197
2013-11-07,8019,8154,7720,7778,3705
2013-11-08,7729,7729,7363,7566,14180
2013-11-11,7565,7565,7121,7141,13019
2013-11-12,7044,8009,7035,7392,4050
2013-11-13,7392,7614,7121,7431,2870
2013-11-14,7295,7363,7150,7180,2903
2013-11-15,7179,7314,7093,7238,6134
2013-11-18,7093,7247,6977,7045,7437
2013-11-19,7257,7257,6986,7122,17780
2013-11-20,7314,7517,7141,7363,16332
2013-11-21,7363,7575,7150,7286,4729
2013-11-22,7179,7392,7170,7334,3070
2013-11-25,7160,7662,7160,7662,6662
2013-11-26,8202,8202,7662,7769,12331
2013-11-27,7807,8000,7623,7962,4400
2013-11-28,7913,7980,7758,7913,1010
2013-11-29,7913,7990,7633,7990,5094
2013-12-02,8202,8907,8115,8348,122204
2013-12-03,8231,8347,7980,8183,13685
2013-12-04,8106,8222,7826,8155,10658
2013-12-05,8019,8202,7884,7884,4182
2013-12-06,7884,8395,7865,7962,21594
2013-12-09,8058,8135,7942,8077,3040
2013-12-10,8067,8077,7729,7894,4006
2013-12-11,8000,8000,7710,7913,2554
2013-12-12,7942,7942,7527,7826,1540
2013-12-13,7845,7845,6803,7247,16626
2013-12-16,7247,7421,7025,7103,3625
2013-12-17,7044,7189,6948,7045,6633
2013-12-18,6948,7720,6948,7170,16862
2013-12-19,7372,7498,7093,7296,4822
2013-12-20,7295,7363,7054,7238,1251
2013-12-23,7170,7363,7170,7344,3690
2013-12-24,7343,7527,7237,7469,2300
2013-12-26,7363,7536,7324,7334,6100
2013-12-27,7536,7720,7382,7469,1833
2013-12-30,7469,7720,7469,7576,1255
2014-01-02,7575,7643,7459,7576,1491
2014-01-03,7527,7623,7527,7576,1174
2014-01-06,7498,7575,7440,7440,1720
2014-01-07,7536,7652,7276,7585,4241
2014-01-08,7585,8646,7585,8019,80685
2014-01-09,8077,8878,8029,8743,75997
2014-01-10,8762,8945,8328,8743,22766
2014-01-13,8801,8801,8453,8483,17638
2014-01-14,8280,8608,8280,8357,11730
2014-01-15,8347,8521,8260,8444,4610
2014-01-16,8444,8473,8318,8319,6081
2014-01-17,8270,8328,8048,8232,4558
2014-01-20,8202,8202,8086,8145,2040
2014-01-21,8280,8280,8029,8029,2410
2014-01-22,8029,8347,7913,8183,19471
2014-01-23,8183,8395,8183,8251,7120
2014-01-24,8251,8868,8125,8685,36131
2014-01-27,8685,8752,8299,8589,9821
2014-01-28,8376,8588,8347,8348,3667
2014-01-29,8395,8762,8328,8396,19054
2014-02-03,8405,8492,8299,8492,8974
2014-02-04,8395,8395,8183,8193,17750
2014-02-05,8386,8386,8096,8222,3570
2014-02-06,8395,8569,8222,8290,14740
2014-02-07,8453,8453,8270,8357,2100
2014-02-10,8540,8540,8337,8454,2278
2014-02-11,8444,8444,8106,8174,10664
2014-02-12,8492,8492,8173,8183,2582
2014-02-13,8453,8521,8125,8454,9790
2014-02-14,8453,8550,8154,8492,14680
2014-02-17,8530,9341,8530,8965,29364
2014-02-18,8974,9225,8965,9110,6564
2014-02-19,9148,9505,9148,9361,16900
2014-02-20,9370,10760,9370,10760,153347
2014-02-21,11290,11483,10277,10808,147621
2014-02-24,10760,10760,9939,10133,37740
2014-02-25,10615,11146,10374,10519,76838
2014-02-26,10518,10760,10132,10229,28053
2014-02-27,10277,10374,9795,9940,18157
2014-02-28,9939,10277,9843,10229,18040
2014-03-03,10374,10422,9891,10374,7538
2014-03-04,10229,11194,10036,10519,35421
2014-03-05,10856,11146,10663,11146,35100
2014-03-06,11290,12352,11290,12352,102083
2014-03-07,12738,12834,11869,11870,38926
2014-03-10,11869,12448,11725,12015,29360
2014-03-11,11918,12062,11725,11725,13320
2014-03-12,11628,12255,11483,11580,31695
2014-03-13,11725,11966,11483,11773,23748
2014-03-14,11580,12014,11483,11580,17721
2014-03-17,11676,11869,11435,11725,13322
2014-03-18,11725,12448,11628,12352,42132
2014-03-19,12690,12690,12062,12497,15460
2014-03-20,12690,12690,12159,12208,12371
2014-03-21,12159,12690,12062,12449,28051
2014-03-24,12352,12641,11869,11918,15568
2014-03-25,12062,12159,11339,11339,25558
2014-03-26,11435,11821,11387,11725,8187
2014-03-27,11676,11918,11435,11580,5430
2014-03-28,11580,11966,11435,11725,2610
2014-03-31,11628,11821,11242,11436,4940
2014-04-01,11628,11628,11242,11532,3590
2014-04-02,11435,12159,11435,11870,20840
2014-04-03,11918,12014,11773,11822,10561
2014-04-04,11966,12111,11918,12111,9110
2014-04-07,11869,12014,11725,11773,6400
2014-04-08,11821,11966,11676,11870,2247
2014-04-09,11869,12062,11773,11870,5261
2014-04-10,12111,12111,11628,11773,6700
2014-04-11,11773,11773,11483,11580,7100
2014-04-14,11580,11676,11483,11532,5170
2014-04-15,11580,11580,11387,11484,3920
2014-04-16,11483,11580,11387,11484,4512
2014-04-17,11628,11628,11290,11532,5403
2014-04-18,11676,11676,11580,11580,320
2014-04-21,11580,11676,11435,11436,1270
2014-04-22,11483,11483,11242,11387,2945
2014-04-23,11290,11290,11001,11050,3995
2014-04-24,11049,11097,10711,10712,5289
2014-04-25,10711,10856,10567,10567,2760
2014-04-28,11290,11290,10711,10712,710
2014-04-29,10711,10904,10567,10615,2340
2014-04-30,11146,11146,10567,10712,780
2014-05-02,10904,10904,10711,10712,50
2014-05-07,10615,10663,10325,10422,1920
2014-05-08,10422,10422,10277,10374,541
2014-05-09,10181,11001,10132,10615,1260
2014-05-12,10422,10615,10422,10615,400
2014-05-13,10615,10808,10374,10808,1030
2014-05-14,10711,10711,10470,10519,2192
2014-05-15,10422,10663,10374,10471,1423
2014-05-16,10325,10615,10325,10471,890
2014-05-19,10470,10470,10181,10181,3620
2014-05-20,10084,11580,10084,11387,25099
2014-05-21,11532,11532,11097,11387,7820
2014-05-22,11387,11387,11097,11194,4681
2014-05-23,11194,11532,11194,11291,5020
2014-05-26,11290,11532,11097,11098,5518
2014-05-27,11097,11097,10615,11098,5150
2014-05-28,11435,11532,10953,11532,6010
2014-05-29,11580,11628,11146,11146,3480
2014-05-30,11435,11725,11242,11436,11389
2014-06-02,11676,12834,11483,12545,65881
2014-06-03,12786,13993,12111,13559,58736
2014-06-05,13510,14475,13269,13897,26218
2014-06-09,13993,14234,13317,13655,15550
2014-06-10,13413,13896,13220,13269,10721
2014-06-11,13269,13751,12883,13124,17123
2014-06-12,13076,13558,12786,13414,15726
2014-06-13,13703,13703,13269,13559,9431
2014-06-16,13413,13800,13220,13414,11301
2014-06-17,13269,13751,13076,13366,5288
2014-06-18,13462,13751,13124,13703,14361
2014-06-19,13800,14379,13510,14379,16916
2014-06-20,14475,14668,13944,14572,10213
2014-06-23,14716,14716,14137,14138,6786
2014-06-24,14137,14137,13703,13752,7088
2014-06-25,13751,13896,12786,12835,14503
2014-06-26,12834,13462,12834,13317,6227
2014-06-27,12979,13655,12979,13607,2773
2014-06-30,13220,13606,13220,13462,3111
2014-07-01,13462,13751,13027,13173,2045
2014-07-02,13220,13751,13220,13607,4090
2014-07-03,13896,13993,13703,13897,8087
2014-07-04,13896,14089,13510,13752,2614
2014-07-07,13558,13606,13220,13414,6629
2014-07-08,13172,13413,12979,13317,3902
2014-07-09,13172,13172,12738,13124,9323
2014-07-10,13317,13317,12834,13028,6558
2014-07-11,13027,13220,12883,13173,865
2014-07-14,13172,13462,13076,13462,5592
2014-07-15,13510,13944,13220,13703,10802
2014-07-16,13606,14620,13606,14041,13313
2014-07-17,14330,14379,13558,13607,13528
2014-07-18,13510,14089,13413,13655,6019
2014-07-21,13848,14427,13848,14331,13865
2014-07-22,14958,15151,14330,15055,21536
2014-07-23,15054,15440,14765,14813,4975
2014-07-24,15440,15440,14282,14476,8842
2014-07-25,14572,14572,14282,14427,8136
2014-07-28,14427,14475,14041,14427,8280
2014-07-29,14620,14716,14330,14427,1814
2014-07-30,14572,14572,12979,13993,9671
2014-07-31,13848,14379,13800,14283,7481
2014-08-01,14282,14282,13751,13993,3031
2014-08-04,13993,14427,13510,13510,7660
2014-08-05,13606,13848,13510,13752,4118
2014-08-06,13993,13993,13462,13897,3899
2014-08-07,13558,13848,13413,13703,2169
2014-08-08,13655,13655,13365,13510,1775
2014-08-11,13510,13510,13365,13414,3618
2014-08-12,13510,13510,13269,13317,1462
2014-08-13,14089,14089,13269,13655,2306
2014-08-14,13896,13944,13606,13703,1136
2014-08-18,13944,13944,13365,13510,2299
2014-08-19,13413,13606,13365,13462,3125
2014-08-20,13462,13896,13220,13848,10911
2014-08-21,13606,13800,13365,13559,10563
2014-08-22,13462,13800,13462,13703,6282
2014-08-25,13751,13944,13703,13752,2854
2014-08-26,13655,13751,13606,13752,1405
2014-08-27,13993,14137,13606,13800,2373
2014-08-28,13558,14379,13558,14234,10056
2014-08-29,14427,14475,14089,14427,4006
2014-09-01,14572,14572,14089,14379,1845
2014-09-02,14282,14572,14186,14476,1415
2014-09-03,14668,14813,14379,14813,6707
2014-09-04,14861,15247,14572,14620,5346
2014-09-05,15344,15344,14813,14910,3091
2014-09-11,15247,15247,14813,15055,3019
2014-09-12,14958,14958,14620,14765,2862
2014-09-15,14427,14765,14427,14669,3818
2014-09-16,14427,14765,14379,14379,2829
2014-09-17,14668,14958,14572,14620,2674
2014-09-18,14475,14861,14427,14572,1901
2014-09-19,14861,15247,14427,15248,17828
2014-09-22,15440,15440,14427,14476,23435
2014-09-23,14427,14620,14282,14572,5908
2014-09-24,13944,13944,13462,13848,30593
2014-09-25,13606,13655,13269,13269,20318
2014-09-26,13076,13413,12400,13028,9482
2014-09-29,13124,13317,12931,12980,5747
2014-09-30,13027,13269,12979,13124,2460
2014-10-01,12834,13172,12738,12835,2510
