날짜,시가,고가,저가,종가,거래량
2015-10-20,17100,19650,17100,19650,14100
2015-10-21,22550,22550,22550,22550,254
2015-10-22,22550,22550,22550,22550,514
2015-10-23,19200,22550,19200,22550,2214
2015-10-26,22550,24000,21000,21000,1103
2015-10-27,20000,23950,20000,23950,30
2015-10-28,21500,21500,21500,21500,20
2015-10-29,21500,21500,21500,21500,56
2015-10-30,21500,21500,21500,21500,100
2015-11-02,22700,22700,22700,22700,1
2015-11-03,23350,23350,23350,23350,1
2015-11-04,26850,26850,26850,26850,1
2015-11-05,22850,22850,22850,22850,100
2015-11-06,22000,22000,22000,22000,100
2015-11-09,21550,21550,21550,21550,100
2015-11-10,20450,20450,20450,20450,100
2015-11-11,20450,20450,20450,20450,40000
2015-11-12,20450,20450,20450,20450,100
2015-11-13,19950,19950,19950,19950,100
2015-11-16,19450,19450,19450,19450,100
2015-11-17,19050,19050,19050,19050,100
2015-11-18,19050,19050,19050,19050,0
2015-11-19,18550,18550,18550,18550,100
2015-11-20,19150,19150,19150,19150,10
2015-11-23,19150,22000,19150,22000,110
2015-11-24,21900,25300,21800,22000,529
2015-11-25,22000,22000,22000,22000,300
2015-11-26,22000,22000,21800,21800,600
2015-11-27,20650,20650,20650,20650,0
2015-11-30,20000,20000,19900,19900,500
2015-12-01,19800,20550,19000,20550,1201
2015-12-02,20000,20000,19900,19900,149
2015-12-03,19900,19900,19900,19900,0
2015-12-04,20550,20550,20550,20550,1
2015-12-07,20050,20050,20050,20050,100
2015-12-08,20050,20050,20050,20050,0
2015-12-09,23050,23050,23050,23050,1
2015-12-10,21000,21000,21000,21000,0
2015-12-11,24100,24100,24100,24100,1
2015-12-14,23550,23550,23550,23550,100
2015-12-15,23050,23050,23050,23050,100
2015-12-16,22550,23750,22550,23750,101
2015-12-17,21950,21950,21000,21000,200
2015-12-18,20450,20450,20450,20450,100
2015-12-21,20700,20700,20700,20700,120
2015-12-22,20150,20150,20150,20150,100
2015-12-23,20150,20150,20150,20150,0
2015-12-24,20150,20150,20150,20150,300
2015-12-28,20150,20150,20150,20150,0
2015-12-29,20150,20150,20150,20150,0
2015-12-30,20150,20150,20150,20150,0
2016-01-04,20150,20150,20150,20150,0
2016-01-05,20150,20150,20150,20150,0
2016-01-06,20150,20150,20150,20150,0
2016-01-07,17150,22650,17150,22650,2
2016-01-08,22150,22150,19500,19500,811
2016-01-11,19500,19500,19500,19500,0
2016-01-12,19050,19050,19050,19050,100
2016-01-13,21900,21900,21900,21900,10
2016-01-14,21450,21450,21450,21450,100
2016-01-15,21000,21000,21000,21000,100
2016-01-18,17850,17850,17850,17850,104
2016-01-19,17000,20300,17000,18000,1030
2016-01-20,18000,18000,18000,18000,100
2016-01-21,18000,18000,18000,18000,480
2016-01-22,18000,18000,18000,18000,0
2016-01-25,18000,18000,18000,18000,500
2016-01-26,18000,18000,18000,18000,0
2016-01-27,18000,18000,18000,18000,0
2016-01-28,18000,18000,18000,18000,0
2016-01-29,18000,18000,18000,18000,0
2016-02-01,18000,18000,18000,18000,0
2016-02-02,18000,18000,18000,18000,0
2016-02-03,18000,18000,18000,18000,0
2016-02-04,18000,18000,18000,18000,0
2016-02-05,18000,20000,18000,20000,1601
2016-02-11,20000,20000,20000,20000,0
2016-02-12,20000,20000,20000,20000,0
2016-02-15,20000,20000,20000,20000,0
2016-02-16,20000,20000,20000,20000,0
2016-02-17,20000,20000,20000,20000,0
2016-02-18,20000,20000,18900,18900,3
2016-02-19,18900,18900,18900,18900,0
2016-02-22,18450,18450,18450,18450,1
2016-02-23,18450,18450,18450,18450,0
2016-02-24,18450,18450,18450,18450,0
2016-02-25,18450,18450,18450,18450,0
2016-02-26,18450,18450,18450,18450,0
2016-02-29,18450,18450,18450,18450,0
2016-03-02,18450,18450,18450,18450,0
2016-03-03,18450,18450,18450,18450,0
2016-03-04,18450,18450,18450,18450,0
2016-03-07,18450,18450,18450,18450,0
2016-03-08,18450,18450,18450,18450,0
2016-03-09,18050,18050,18050,18050,11
2016-03-10,18050,18050,18050,18050,0
2016-03-11,18050,18050,18050,18050,0
2016-03-14,18050,18050,18050,18050,0
2016-03-15,18050,18050,18050,18050,0
2016-03-16,18050,18050,18050,18050,0
2016-03-17,18050,18050,18050,18050,0
2016-03-18,18100,18100,18100,18100,0
2016-03-21,18200,18200,18200,18200,0
2016-03-22,18200,18200,18200,18200,0
2016-03-23,18500,18500,18500,18500,0
2016-03-24,18500,18500,18500,18500,75100
2016-03-25,18500,18500,18500,18500,0
2016-03-28,18500,18500,18500,18500,0
2016-03-29,18500,18500,18500,18500,0
2016-03-30,18500,18500,18500,18500,0
2016-03-31,18500,18500,18500,18500,0
2016-04-01,18500,18500,18500,18500,0
2016-04-04,18500,18500,18500,18500,0
2016-04-05,18050,18050,18000,18000,20170
