날짜,시가,고가,저가,종가,거래량
2018-01-05,57000,57000,40600,45700,466413
2018-01-08,46300,46600,43150,44250,100013
2018-01-09,44300,47350,44100,44300,141100
2018-01-10,44800,45300,43400,43400,65578
2018-01-11,43400,44200,42550,42650,31631
2018-01-12,43000,43000,40650,42000,65543
2018-01-15,42550,43600,41600,42200,43778
2018-01-16,42150,42250,41450,41800,17726
2018-01-17,41950,42300,40900,41200,19885
2018-01-18,41800,41950,41000,41300,8980
2018-01-19,41250,41750,40950,40950,13079
2018-01-22,40950,40950,40000,40500,18956
2018-01-23,40400,40750,40100,40400,11712
2018-01-24,40450,41400,40350,41100,8851
2018-01-25,40850,41050,40200,40500,17889
2018-01-26,40500,40750,40200,40400,13496
2018-01-29,40800,40800,40200,40450,12204
2018-01-30,40450,41200,40250,41000,29371
2018-01-31,40700,41050,40400,40750,14649
2018-02-01,40750,40750,40150,40350,12496
2018-02-02,40350,40350,39550,39650,13965
2018-02-05,38850,39000,37550,37900,21227
2018-02-06,35750,36950,35250,36800,29916
2018-02-07,37150,37200,35850,35850,11584
2018-02-08,35200,36050,35200,36000,13888
2018-02-09,35100,35800,34850,35000,21823
2018-02-12,35000,35000,33550,33950,49647
2018-02-13,38950,39100,35100,35200,117172
2018-02-14,35350,35400,33950,34550,28989
2018-02-19,35100,35950,35100,35650,21793
2018-02-20,35700,36300,35350,35650,17291
2018-02-21,35650,36550,35600,36450,13088
2018-02-22,36350,36500,35600,36050,15048
2018-02-23,36400,36400,35900,36300,9283
2018-02-26,36600,36600,35700,36050,10608
2018-02-27,36000,36450,35600,35800,4618
2018-02-28,35900,36200,35500,35850,6572
2018-03-02,35350,35600,34950,35200,5799
2018-03-05,35750,35750,34300,34500,5483
2018-03-06,34500,35000,34400,35000,3427
2018-03-07,35100,35350,34600,34800,5251
2018-03-08,35000,35450,34550,35100,3723
2018-03-09,35150,35550,35100,35500,2844
2018-03-12,35400,35750,35400,35700,5109
2018-03-13,36050,36100,35650,35800,4493
2018-03-14,35950,35950,35400,35800,8099
2018-03-15,35900,35950,35500,35750,4218
2018-03-16,35800,35850,35150,35600,7028
2018-03-19,35600,35600,35150,35300,8609
2018-03-20,35100,35200,34600,35000,4990
2018-03-21,35350,35350,34750,35100,4625
2018-03-22,35100,35400,35000,35100,6432
2018-03-23,34850,34850,34100,34100,6296
2018-03-26,34000,34250,33400,34200,7415
2018-03-27,34200,34450,33700,34000,7491
2018-03-28,33800,33950,33300,33500,6488
2018-03-29,33450,33650,33100,33500,3971
2018-03-30,33600,33700,33350,33700,2292
2018-04-02,33900,33900,33050,33700,2431
2018-04-03,33400,33600,33300,33550,2819
2018-04-04,33550,33550,33200,33500,2883
2018-04-05,33500,33500,33000,33250,4338
2018-04-06,33100,33250,32900,33250,2255
2018-04-09,33250,34350,33100,34250,6335
2018-04-10,34100,34450,33700,34150,4987
2018-04-11,34150,34800,34000,34800,9304
2018-04-12,34800,35600,34450,35150,11108
2018-04-13,35000,35300,34750,35250,4827
2018-04-16,35250,35250,34350,34900,4857
2018-04-17,34900,34900,34250,34550,4494
2018-04-18,34400,34800,34250,34600,6619
2018-04-19,34600,34600,34300,34500,7501
2018-04-20,34700,34850,34250,34600,3439
2018-04-23,34600,34650,34300,34450,3448
2018-04-24,34500,34900,34100,34400,8625
2018-04-25,34350,34350,33900,33900,7965
2018-04-26,33900,34350,33800,34350,1837
2018-04-27,34450,34500,34000,34250,1191
2018-04-30,34250,34500,33750,33850,4636
2018-05-02,34100,34100,33250,33250,6644
2018-05-03,33700,33950,33450,33800,5080
2018-05-04,33800,33800,33000,33300,5602
2018-05-08,33300,33650,32600,32700,21242
2018-05-09,32050,32750,32050,32250,17053
2018-05-10,32950,32950,32250,32650,7224
2018-05-11,32950,32950,32400,32650,4728
2018-05-14,32650,32900,32600,32850,5918
2018-05-15,32850,33000,32500,32650,6587
2018-05-16,32600,32800,32200,32500,3364
2018-05-17,32750,32750,32250,32500,5881
2018-05-18,32250,33000,32050,32600,10888
2018-05-21,32400,32500,32150,32500,4923
2018-05-23,32600,33200,32600,32800,16200
2018-05-24,32800,33050,32250,32250,5919
2018-05-25,32050,32500,31150,31900,13577
2018-05-28,31900,32000,30850,31750,13866
2018-05-29,31950,32500,31300,32050,8785
2018-05-30,31900,31900,31300,31600,4904
2018-05-31,31400,32250,31400,32100,7320
2018-06-01,32100,32400,31500,32000,4806
2018-06-04,32400,32400,31200,31700,1761
2018-06-05,31700,32000,31450,31700,6025
2018-06-07,31750,31800,31250,31550,7832
2018-06-08,31700,32000,31500,31550,6271
2018-06-11,31600,31850,31600,31750,1996
2018-06-12,31750,31950,31500,31700,5941
2018-06-14,31700,32150,31700,31900,3867
2018-06-15,31900,33000,31400,32650,15850
2018-06-18,33150,33300,32200,32400,13697
2018-06-19,32800,32800,30150,31100,20615
2018-06-20,31100,31650,30850,31500,6181
2018-06-21,31350,31700,31350,31400,2526
2018-06-22,31400,31400,30800,31300,3014
2018-06-25,31600,31600,31150,31500,535
2018-06-26,31300,31550,31000,31500,3961
2018-06-27,31400,31550,31000,31150,3191
2018-06-28,31000,31350,30500,30800,1467
2018-06-29,30750,31250,30300,30950,2612
2018-07-02,31000,31300,30450,30600,2799
2018-07-03,30400,30600,29700,30250,1742
2018-07-04,30900,30900,30100,30450,1566
2018-07-05,30850,30850,29800,29900,1064
2018-07-06,29700,30600,29700,30600,2784
2018-07-09,30700,31150,30500,30650,510
2018-07-10,31000,31000,30550,30650,1022
2018-07-11,30300,30750,30300,30600,1922
2018-07-12,30850,30850,30400,30650,830
2018-07-13,30900,31200,30500,30550,5041
2018-07-16,31000,31250,30500,30900,3621
2018-07-17,30900,31700,30500,31700,8142
2018-07-18,31750,31950,31550,31600,3976
2018-07-19,31600,31750,31050,31050,2894
2018-07-20,31600,31600,30600,31050,1261
2018-07-23,31000,31000,29850,30050,7269
2018-07-24,30150,30150,29700,30050,4853
2018-07-25,30050,30050,28950,29600,8587
2018-07-26,29650,29850,29500,29700,1067
2018-07-27,29700,29700,29400,29550,1265
2018-07-30,29550,29850,29250,29300,1968
2018-07-31,29800,29800,29350,29650,3943
2018-08-01,29350,30150,29350,29700,1585
2018-08-02,29550,29800,29300,29450,2008
2018-08-03,29850,29850,29550,29750,2176
2018-08-06,30100,30200,29650,30200,1012
2018-08-07,30200,30200,29700,29750,1176
2018-08-08,29950,30200,29550,29650,2216
2018-08-09,30100,30100,29350,29700,1924
2018-08-10,29700,31400,29700,29850,1658
2018-08-13,29750,29900,29000,29000,2969
2018-08-14,29400,29500,28800,29000,1315
2018-08-16,28700,28750,28300,28600,1642
2018-08-17,28700,29000,28650,28800,343
2018-08-20,29350,29350,28600,28700,357
2018-08-21,29450,29450,28750,29000,1356
2018-08-22,29000,29350,28500,28950,2153
2018-08-23,29200,29250,28200,28600,5848
