,day_weight,nas_weight,accuracy,Nasdaq_weight
0,1.0,0,0.418,"[[13.98, 13.07, 12.36, 10.79, 12.57, 13.45, 6.88, 3.47, 13.42], [13.48, 14.49, 13.7, 9.95, 13.92, 12.9, 5.62, 1.84, 14.1], [13.45, 14.59, 15.48, 9.46, 15.22, 12.79, 4.56, 0.3, 14.15], [11.63, 10.88, 10.28, 14.28, 10.46, 12.07, 11.03, 8.2, 11.17], [13.41, 14.5, 14.87, 9.58, 15.11, 12.78, 4.88, 0.78, 14.09], [13.41, 12.54, 11.86, 11.37, 12.06, 13.92, 7.62, 4.35, 12.88], [10.29, 9.63, 9.1, 12.64, 9.25, 10.68, 15.52, 13.01, 9.88], [9.8, 9.17, 8.67, 12.04, 8.81, 10.17, 14.78, 17.16, 9.41], [13.62, 13.85, 13.09, 10.24, 13.31, 13.06, 6.1, 2.5, 14.22]]"
