,day_weight,nas_weight,accuracy,Nasdaq_weight
0,0.9407794788005542,10.977823647042378,0.2,"[[0.06944854415153115, 0.0170737266037561, 0.14373476941156949, 0.13158760940988457, 0.1956712217705714, 0.013265502057299748, 0.1478960528938146, 0.11372710320041401, 0.16759547050115897], [0.09659358920508229, 0.001780208300236793, 0.18933311037907355, 0.09416919136138208, 0.17705381462982933, 0.11878388583207643, 0.16179263387344592, 0.05211620590367711, 0.10837736051519663], [0.12612497087827876, 0.05231989461660864, 0.1769860606791493, 0.01354612204311503, 0.0941086660917376, 0.11796856657525978, 0.14842063607084183, 0.13970579737469538, 0.1308192856703138], [0.021979534801305035, 0.07579191530532126, 0.14976526048867791, 0.16957377016027494, 0.13186463295440431, 0.1547292052759024, 0.047507599390734685, 0.10819290559235799, 0.14059517603102145], [0.07388126532256341, 0.09575487864186465, 0.10362432485157419, 0.07564015235384318, 0.10668569587071039, 0.2269489176770799, 0.176591436185253, 0.11292655647565301, 0.027946772621458265], [0.13527219769098542, 0.011489008205709098, 0.15064188893105285, 0.1434912028706536, 0.12445694251598033, 0.12040809944994328, 0.16178582450262435, 0.000669674563637034, 0.15178516126941416], [0.22136526348365912, 0.10439730895795506, 0.06189321979745333, 0.08631957867133368, 0.14480119893927854, 0.014921868368615443, 0.07367270146407454, 0.1420366281244093, 0.1505922321932209], [0.158500893132645, 0.2014649922426568, 0.02925908133971205, 0.09459494631303056, 0.05068105909454744, 0.08927606070864713, 0.03410652366791219, 0.15230224345924703, 0.1898142000416018], [0.16196397531536438, 0.12249408314584573, 0.12997846439234848, 0.08709608484246702, 0.11572445385757765, 0.07772979793466436, 0.1566034677253253, 0.033527935447871915, 0.11488173733853504]]"
